[2022-12-11 19:31:49,939] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.2/lib/python3.7/site-packages/multiqc_config.yaml
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_neg_R1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_neg_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_neg_R2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_neg_R3.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_neg_R3.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_neg_R4.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_neg_R4.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos_R1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos_R1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos_R2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos_R2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos_R3.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos_R3.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos_R4.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos_R4.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_neg.mRp.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Elav_pos.mRp.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Fox_neg.mRp.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Fox_pos.mRp.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_neg.mRp.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,000] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping 'Ncol_pos.mRp.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,051] multiqc.modules.samtools.samtools                  [INFO   ]  Found 22 flagstat reports
[2022-12-11 19:32:17,051] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Elav_neg_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,069] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Elav_neg_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,078] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Elav_neg_R3_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,090] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Elav_neg_R4_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,107] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Elav_pos_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,123] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Elav_pos_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,132] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Elav_pos_R3_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,140] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Elav_pos_R4_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,159] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Fox_neg_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,175] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Fox_neg_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,187] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Fox_neg_R3_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,206] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Fox_pos_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,221] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Fox_pos_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,233] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Fox_pos_R3_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,242] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Ncol_neg_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,260] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Ncol_neg_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,273] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Ncol_neg_R3_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,289] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Ncol_neg_R4_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,304] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Ncol_pos_R1_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,311] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Ncol_pos_R2_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,323] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Ncol_pos_R3_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,341] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Selecting 'Ncol_pos_R4_T1.Lb.sorted.bam.idxstats' as it matched the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,352] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_neg_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,352] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_neg_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,352] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_neg_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,352] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_neg_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,352] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_neg_R3.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,352] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_neg_R3.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,352] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_neg_R4.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,352] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_neg_R4.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_pos_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_pos_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_pos_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_pos_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_pos_R3.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_pos_R3.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_pos_R4.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_pos_R4.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_neg_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_neg_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_neg_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_neg_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_neg_R3.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_neg_R3.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_pos_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_pos_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_pos_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_pos_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_pos_R3.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_pos_R3.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_neg_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_neg_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_neg_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_neg_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_neg_R3.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_neg_R3.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_neg_R4.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_neg_R4.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,353] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_pos_R1.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_pos_R1.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_pos_R2.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_pos_R2.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_pos_R3.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_pos_R3.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_pos_R4.mLb.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_pos_R4.mLb.mkD.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_neg.mRp.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Elav_pos.mRp.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_neg.mRp.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Fox_pos.mRp.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_neg.mRp.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,354] multiqc.modules.base_module                        [DEBUG  ]  samtools/idxstats - Skipping 'Ncol_pos.mRp.clN.sorted.bam.idxstats' as it didn't match the path_filters for 'LIB: SAMTools'
[2022-12-11 19:32:17,460] multiqc.modules.samtools.samtools                  [INFO   ]  Found 22 idxstats reports
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_neg_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_neg_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_neg_R3_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_neg_R4_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_pos_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_pos_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_pos_R3_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_pos_R4_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_neg_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_neg_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_neg_R3_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_pos_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_pos_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Fox_pos_R3_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_neg_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_neg_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_neg_R3_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_neg_R4_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_pos_R1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_pos_R2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_pos_R3_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Ncol_pos_R4_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_neg_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,464] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Elav_neg_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,467] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_neg_R2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,467] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Elav_neg_R2.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,469] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_neg_R3.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,469] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Elav_neg_R3.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,470] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_neg_R4.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,471] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Elav_neg_R4.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,472] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping 'Elav_pos_R1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
[2022-12-11 19:32:17,472] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting 'Elav_pos_R1.mLb.mkD.sorted.bam.stats' as it matched the path_filters for 'MERGED LIB: SAMTools (unfiltered)'
