motif	fc	f_fg	f_bg	n_fg	n_bg	pval	padj	group	name	minuslog10qval	label
ARCH2254_PTF1A_HLH_MYF6_nau	1.34430080276854	0.0762886597938144	0.0567496944409323	37	2693	0.044666660951873	0.346902145140287	G3	""	0.459793014600981	
ARCH1235_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_ANTP_MNX1_SINE_SIX3_SINE_SIX5_PHOX2B_PHOX2A_PROP1_bsh_CG11294_CG5369_ALX1_PRRX1_CG9876_Optix	1.7269707903206	0.0585585585585586	0.033908250728252	13	1618	0.0413830860235388	0.346902659382504	G6	""	0.459792370810233	
ARCH2224_zf_C4_Nuclear_receptors_NR1H4	1.52170931993941	0.0900900900900901	0.0592032189785611	20	2825	0.0421044533440341	0.350784341357045	G6	""	0.454959801320849	
ARCH1610_HLH_Tcf4	2.15063417557176	0.105882352941176	0.049233083963723	9	2356	0.0242167009737498	0.35436132413695	G5	""	0.450553684162214	
ARCH2364_RUNX1_RUNX2_RUNX3_lz	8	0.0235294117647059	0.00284197768211644	2	136	0.0251353422107793	0.357421934264275	G5	""	0.446818799234852	
ARCH935_HMGbox_Sox_SOX21_SOX14_SRY_Sox1	2.06178840711215	0.036036036036036	0.0174780476559717	8	834	0.0434599554184283	0.357688602777125	G6	""	0.446494897787461	
ARCH2658_zf_C2H2_ZNF792	8	0.00206185567010309	8.4292156614827e-05	1	4	0.0495739062230155	0.368884189867699	G3	Insm1	0.433109957948463	Insm1
ARCH2159_TBX2_TBX3_TBX20_T_box_TBX2_TBR1	1.37246256472454	0.0639175257731959	0.0465714165296919	31	2210	0.0502653755114866	0.371991171360211	G3	""	0.429467367309077	
ARCH63_HOXD11	1.18766420937173	0.0456852791878173	0.0384664948453608	63	1791	0.0990712597801605	0.380136339188579	G7	Islet	0.420060611968284	Islet
ARCH1777_zf_C4_Nuclear_receptors_NR5A2	1.74263725467262	0.00580130529369108	0.00332903780068729	8	155	0.099513174471845	0.380137527237034	G7	""	0.420059254660316	
ARCH346_Ets_GABPA_ELK4_ELK1_Elk1	1.66882239382239	0.121428571428571	0.0727630285152409	17	3478	0.0264581856959113	0.380258424860835	G2	Pea3/Ets	0.419921155105237	Pea3/Ets
ARCH2331_islike_EGR1_EGR2_EGR3_EGR2	1.30373625423674	0.121405750798722	0.0931214042749759	38	4435	0.0569276048069599	0.382711323405206	G1	""	0.417128687972402	
ARCH1258_HMGbox_Sox_SOX9	5.24688773823951	0.00638977635782748	0.0012178221979591	2	58	0.0587211779158646	0.386601451720235	G1	""	0.412736519492919	
ARCH470_RUNX1_RUNX2_RUNX3_RUNX3_RUNX2	1.37529925903389	0.0145032632342277	0.0105455326460481	20	491	0.104295798873084	0.393152804181764	G7	""	0.405438622359862	
ARCH732_HMGbox_Sox_Sox15_Sox102F	2.08428388220776	0.105882352941176	0.0508003510678313	9	2431	0.0288420424571757	0.393288459043061	G5	""	0.405288797672263	
ARCH475_TBX20	2.12212988729209	0.0315315315315315	0.0148584361967433	7	709	0.0502477441645367	0.395280563268012	G6	""	0.403094540256023	
ARCH1865_FOXD3_bin	1.75919334513085	0.0495495495495496	0.0281660624096234	11	1344	0.0520108529960689	0.400174155063239	G6	""	0.397750963365648	
ARCH942_HMGbox_Sox_Sox3_bbx	2.87547078851427	0.018018018018018	0.00626611061047426	4	299	0.0530899815192438	0.402820605379203	G6	""	0.394888322195869	
ARCH2224_zf_C4_Nuclear_receptors_NR1H4	1.63401345035906	0.0967741935483871	0.0592248451364474	15	2830	0.0427970272703361	0.40382548603253	G4	""	0.393806275550842	
ARCH1263_Forkhead_FOXO3_FOXO1_FOXO4_FOXO6	1.42537611859766	0.0116026105873822	0.00814003436426117	16	379	0.109098546495717	0.406463171855099	G7	FoxQ2d	0.390978798125702	FoxQ2d
ARCH501_Forkhead_CHES_1_like	3.02981691368788	0.0258064516129032	0.00851749539594844	4	407	0.0450072694175926	0.406912179096838	G4	""	0.390499311288532	
ARCH465_zf_C4_Nuclear_receptors_RORB	2.69309282139727	0.012779552715655	0.00474530718515097	4	226	0.0647852440011796	0.409738623739472	G1	""	0.38749309563607	
ARCH1447_islike:PRD_ARX_PRD_ARX	1.33120134651799	0.0701030927835052	0.0526615248451132	34	2499	0.0586334673753014	0.415792421387255	G3	""	0.381123430780622	
ARCH2331_islike_EGR1_EGR2_EGR3_EGR2	1.10700317407482	0.102973168963017	0.0930197594501718	142	4331	0.114985675162243	0.422599585575982	G7	""	0.374070933176163	
ARCH467_islike_RFX6_Rfx	1.54773315169355	0.0720720720720721	0.0465662132992435	16	2222	0.0575899933711421	0.42274168107033	G6	RFX4/6/8	0.373924929917799	RFX4/6/8
ARCH866_Ets_SPDEF	2.1858451672011	0.027027027027027	0.0123645660875579	6	590	0.060056737186967	0.43135629682927	G6	""	0.365163857859681	
ARCH1455_zf_C4_Nuclear_receptors_RORA_RORC	2.11450980392157	0.0941176470588235	0.0445103857566766	8	2130	0.0358654663114688	0.455400270815157	G5	""	0.341606715456727	
ARCH141_Foxh1	1.53470894587646	0.00725163161711385	0.00472508591065292	10	220	0.129150985088422	0.457929602480619	G7	""	0.339201280957047	
ARCH2390_Ets_SPDEF	1.4632927178313	0.0810810810810811	0.0554100215855984	18	2644	0.0701336230770957	0.460046926373589	G6	""	0.337197866523509	
ARCH934_HMGbox_Sox_SOX21_SOX18_Sox17_Sox14	1.32927546493237	0.0145032632342277	0.0109106529209622	20	508	0.131035691515429	0.462646794834427	G7	""	0.334750442229996	
ARCH2253_PTF1A_Fer1	1.76808658035316	0.141176470588235	0.079847034730639	12	3821	0.03770585595322	0.466286687796871	G5	""	0.331346983213507	
ARCH263_onecut	2.30762497568566	0.0103092783505155	0.00446748430058583	5	212	0.0705686580656165	0.469032650298665	G3	""	0.328796924127161	
ARCH1756_NR2E1_HNF4A	1.2605076142132	0.0203045685279188	0.0161082474226804	28	750	0.135190861174972	0.46982962958744	G7	""	0.328059598114902	
ARCH2658_zf_C2H2_ZNF792	8	0.000725163161711385	8.59106529209622e-05	1	4	0.135793909877077	0.46982962958744	G7	Insm1	0.328059598114902	Insm1
ARCH1656_islike_EGR1_EGR2_EGR3_EGR4_Egr3	1.55631524572486	0.0415335463258786	0.0266871036828623	13	1271	0.0805438549412992	0.476595010938058	G1	""	0.32185050821997	
ARCH7_GATA2_GATA3_Gata4	1.04893540942114	0.288614938361131	0.275150343642612	398	12811	0.141921020065801	0.481821863123396	G7	GATA	0.317113497367103	GATA
ARCH2076_HLH_PTF1A_Ptf1a	1.44795881210552	0.0810810810810811	0.0559968145524656	18	2672	0.07573162344837	0.482643871411042	G6	AshA	0.316373204089569	AshA
ARCH1335_Homeodomains_egl_38	2.68072931276297	0.0258064516129032	0.00962665327306211	4	460	0.0644506110918914	0.493092562607259	G4	PaxA	0.307071547951496	PaxA
ARCH1372_zf_C4_Nuclear_receptors_RORA	1.31923549171783	0.0618556701030928	0.0468875121169975	30	2225	0.0788929071381105	0.498221884354027	G3	""	0.302577200032242	
ARCH1373_zf_C4_Nuclear_receptors_ESRRB_ESRRA_ESRRG_Esrra_ERR_Esrrb	1.30621008219037	0.065979381443299	0.0505120748514351	32	2397	0.0787496753343422	0.498221884354027	G3	""	0.302577200032242	
ARCH1447_islike:PRD_ARX_PRD_ARX	1.4523070367665	0.0765765765765766	0.0527275394513486	17	2516	0.0811024001190372	0.502908946856861	G6	""	0.298510638119374	
ARCH2462_PAX6	1.81726350966468	0.117647058823529	0.0647385798470347	10	3098	0.0481529710844513	0.510872927599101	G5	""	0.291687111030485	
ARCH260_PB0123.1_Foxl1_2	1.75462401176687	0.036036036036036	0.0205377538403504	8	980	0.090266788261479	0.536803711495852	G6	FoxL1	0.270184490088327	FoxL1
ARCH1208_NR2E1_zf_C4_Nuclear_receptors_tll_NR2E3_Nr2e3	1.3027803811309	0.0597938144329897	0.0458970792767733	29	2178	0.0929866818813828	0.536927778960918	G3	""	0.270084126419792	
ARCH1437_islike_ANTP_BARX1_ANTP_BARX2_LBX2	2.03559795819154	0.0823529411764706	0.0404563881807163	7	1936	0.057068250827611	0.543850418413303	G5	""	0.264520533005079	
ARCH1610_HLH_Tcf4	1.57220843672457	0.0774193548387097	0.0492424242424242	12	2353	0.0824844526397134	0.54640920334015	G4	""	0.262481994307891	
ARCH215_HMGbox_Sox_Sox1	2.46134827119954	0.0258064516129032	0.0104846810647916	4	501	0.0820555776766922	0.54640920334015	G4	""	0.262481994307891	
ARCH1153_islike_RFX6_RFX5_RFX7_RFX3_RFX2_RFX4_Rfx2_Rfx3_Rfx_RFX1_RFX5	1.14709655826407	0.0384336475707034	0.0335051546391753	53	1560	0.176641183639225	0.562435468656663	G7	RFX4/6/8	0.249927299374869	RFX4/6/8
ARCH934_HMGbox_Sox_SOX21_SOX18_Sox17_Sox14	2.05488949752812	0.0225225225225225	0.0109604543454115	5	523	0.10002701420115	0.568424147465293	G6	""	0.245327480906123	
ARCH2253_PTF1A_Fer1	1.52100741239892	0.121428571428571	0.0798343061570326	17	3816	0.0552121726323558	0.588063768115601	G2	""	0.230575577598807	
ARCH7_GATA2_GATA3_Gata4	1.28155755814732	0.352941176470588	0.275400175533916	30	13179	0.0722563210597008	0.592894767366004	G5	GATA	0.227022382534271	GATA
ARCH263_onecut	8	0.153846153846154	0.00448608271084589	2	215	0.00153942835662849	0.597298202371854	G9	""	0.223808792303253	
ARCH1154_RFX_RFX2	1.12422456624793	0.0442349528643945	0.0393470790378007	61	1832	0.196463983629396	0.598873377707565	G7	RFX4/6/8	0.222664992595676	RFX4/6/8
ARCH2462_PAX6	1.28363184770687	0.0830670926517572	0.0647125519674128	26	3082	0.117402041131177	0.613199891754377	G1	""	0.212397930481852	
ARCH1437_islike_ANTP_BARX1_ANTP_BARX2_LBX2	1.76627743699653	0.0714285714285714	0.0404401765727317	10	1933	0.0590986786012314	0.614988548202853	G2	""	0.2111329712142	
ARCH2363_RUNX1_RUNX2_RUNX3_RUNX3_RUNX2_lz	2.43191462330072	0.0470588235294118	0.0193505245120575	4	926	0.0836223341859842	0.622568514957787	G5	""	0.20581284659255	
ARCH8_GATA2_GATA3_pnr	1.33547658187946	0.0855855855855856	0.0640861747385628	19	3058	0.123722582827267	0.629868704617777	G6	GATA	0.200749969280627	GATA
ARCH2573_bZIP_zip_10	1.17610992750618	0.107216494845361	0.0911619673789354	52	4326	0.127843873538172	0.634127274393046	G3	""	0.197823567009129	
ARCH1122_Homeodomains_NKX2_8_Abd_B	1.12052011953159	0.0384336475707034	0.0342998281786942	53	1597	0.222283802713569	0.6474965652044	G7	Nkx-2.2a	0.188762531056335	Nkx-2.2a
ARCH2649_zf_C2H2_ZNF264	2.0987550952958	0.012779552715655	0.00608911098979549	4	290	0.127469319858475	0.648327102501158	G1	""	0.18820582288164	
ARCH2254_PTF1A_HLH_MYF6_nau	1.34685016752838	0.0765765765765766	0.0568560471110925	17	2713	0.132841824118813	0.648452523091859	G6	""	0.188121815592269	
ARCH2462_PAX6	1.54489334195217	0.1	0.064729387644093	14	3094	0.0706713403965215	0.657010960745115	G2	""	0.182427385156484	
ARCH2463_ey	1.32121483979242	0.0371134020618557	0.0280903611918911	18	1333	0.145711750576156	0.676501050538189	G3	""	0.169731524650121	
ARCH1208_NR2E1_zf_C4_Nuclear_receptors_tll_NR2E3_Nr2e3	1.37217518476068	0.0630630630630631	0.0459584634407025	14	2193	0.146494596774773	0.682468824768924	G6	""	0.165917182441141	
ARCH1258_HMGbox_Sox_SOX9	8	0.0117647058823529	0.00123291678856522	1	59	0.101065639417122	0.68452438069053	G5	""	0.164611078997053	
ARCH933_HMGbox_Sox_SOX8_SOX10_Sox10_Sox11	1.39849217553239	0.0050761421319797	0.00362972508591065	7	169	0.244735232997491	0.684552927725217	G7	""	0.164592967792426	
ARCH2489_islike_ANTP_BARX1_ANTP_BARX2_LBX2	1.44508064516129	0.0774193548387097	0.0535744182153022	12	2560	0.129706985925675	0.688055026902605	G4	""	0.162376827862569	
ARCH2076_HLH_PTF1A_Ptf1a	1.67930868096679	0.0941176470588235	0.0560454716429139	8	2682	0.104118112679835	0.689719009849832	G5	AshA	0.161327803938404	AshA
ARCH1258_HMGbox_Sox_SOX9	1.77703141101485	0.00217548948513416	0.00122422680412371	3	57	0.248499440476041	0.691520983947671	G7	""	0.160194636849808	
ARCH982_islike_RFX6_RFX3	1.06921326328058	0.079042784626541	0.073926116838488	109	3442	0.251215706391453	0.695516675391628	G7	RFX4/6/8	0.157692453100042	RFX4/6/8
ARCH63_HOXD11	1.40026997681721	0.0540540540540541	0.0386025944631892	12	1842	0.154044151379725	0.69632933077088	G6	Islet	0.157185311095193	Islet
ARCH9_GATA2_GATA3_pnr	1.49362340585146	0.0645161290322581	0.0431943746860874	10	2064	0.135890362035698	0.696374006205579	G4	GATA	0.157157448313138	GATA
ARCH1885_HMGbox_Sox_SRY	1.22460833908397	0.121621621621622	0.0993147096422659	27	4739	0.159308064749811	0.698709622180274	G6	""	0.155703275879731	
ARCH2254_PTF1A_HLH_MYF6_nau	1.65463111034274	0.0941176470588235	0.0568813474317716	8	2722	0.110829155524431	0.699497673424714	G5	""	0.155213725661773	
ARCH768_Sox17	1.25440126883426	0.0474226804123711	0.0378050322417499	23	1794	0.161833375971262	0.703263118620718	G3	SoxC	0.152882157788501	SoxC
ARCH2362_RUNX1_RUNX2_RUNX3_RUNX3_RUNX2	2.66638826247947	0.153846153846154	0.057698331488713	8	2763	0.00953659724294483	0.710148936795365	G8	""	0.148650558823027	
ARCH1398_TBX20	1.21706458069037	0.0577319587628866	0.0474354111349939	28	2251	0.16925766534598	0.711615819008795	G3	""	0.14775440624316	
ARCH1446_islike_ANTP_BARX1_ANTP_BARX2_LBX2	1.37709412562589	0.0540540540540541	0.0392522581050779	12	1873	0.166873074049654	0.714195712352418	G6	""	0.146182761406293	
ARCH1447_islike:PRD_ARX_PRD_ARX	1.27203607985185	0.0670926517571885	0.0527442993322975	21	2512	0.157209078111901	0.718821306653071	G1	""	0.14337905840681	
ARCH63_HOXD11	1.66547038327526	0.0642857142857143	0.0385991338730936	9	1845	0.0940402217967896	0.720160654931799	G2	Islet	0.142570609447341	Islet
ARCH916_GATA2_GATA3_GATA3_GATA5_GATA6	1.60971913517882	0.0714285714285714	0.0443733132492312	10	2121	0.0950018463902591	0.722759145086677	G2	GATA	0.141006404485318	GATA
ARCH2076_HLH_PTF1A_Ptf1a	1.52989437746719	0.0857142857142857	0.0560262767003494	12	2678	0.0952746708488583	0.722810072696925	G2	AshA	0.140975803971908	AshA
ARCH11_GATA2_GATA3_GATA4	1.17796302896491	0.144144144144144	0.122367290483475	32	5839	0.186481200287025	0.748128419467593	G6	GATA	0.126023847216916	GATA
ARCH694_XBP1_bZIP_Atf3_ATF2_JUND_JDP2_CREB5	1.13077987881886	0.11340206185567	0.10028659333249	55	4759	0.188083774036425	0.751228721004309	G3	Fos1	0.124227816461805	Fos1
ARCH10_GATA2_GATA3_GATA3	1.32302970584221	0.0585585585585586	0.0442609552151225	13	2112	0.188575214241527	0.751335740755699	G6	GATA	0.124165951445368	GATA
ARCH1746_FOXN1_FOXN4_FOXR1_FOXR2_Foxn4	1.04267745901315	0.720720720720721	0.691221158077834	160	32983	0.190969764304683	0.751335740755699	G6	""	0.124165951445368	
ARCH1922_Forkhead_FOXR2	1.44914042294234	0.0287539936102236	0.0198421030529543	9	945	0.174627914513148	0.752840342567793	G1	""	0.123297116354004	
ARCH1711_RUNX1_RUNX2_RUNX3_RUNX3_lz	2.40523368241292	0.153846153846154	0.0639630797502454	8	3063	0.0169422937046079	0.754664990890376	G8	""	0.122245796577816	
ARCH1122_Homeodomains_NKX2_8_Abd_B	1.66344179571951	0.0571428571428571	0.0343521831000649	8	1642	0.111103558736666	0.762618832710024	G2	Nkx-2.2a	0.117692474119976	Nkx-2.2a
ARCH1208_NR2E1_zf_C4_Nuclear_receptors_tll_NR2E3_Nr2e3	1.55403472267378	0.0714285714285714	0.0459633046716459	10	2197	0.112568806198988	0.762618832710024	G2	""	0.117692474119976	
ARCH1373_zf_C4_Nuclear_receptors_ESRRB_ESRRA_ESRRG_Esrra_ERR_Esrrb	1.40244937164812	0.0709677419354839	0.0506027122049222	11	2418	0.164121761749466	0.762850702399116	G4	""	0.117560449553177	
ARCH940_HMGbox_Sox_SOX7_Sox21b	3.50175824175824	0.0142857142857143	0.00407958325487981	2	195	0.11335410215233	0.765845127974447	G2	""	0.115859046119915	
ARCH1678_POU3F2_POU3F1_POU3F4_POU3F3	1.22257578366746	0.0766773162939297	0.0627178431948935	24	2987	0.182658354268645	0.766769845739782	G1	""	0.115334974675457	
ARCH1711_RUNX1_RUNX2_RUNX3_RUNX3_lz	1.45143184153976	0.0928571428571429	0.0639762338124229	13	3058	0.114356317138116	0.76689322801759	G2	""	0.115265097212214	
ARCH1098_Doublesex_DM_dsx	1.54489419424851	0.0123711340206186	0.00800775487840856	6	380	0.198693633354767	0.770213864987634	G3	""	0.113388667700534	
ARCH2573_bZIP_zip_10	1.27273157738976	0.116129032258065	0.0912439310229365	18	4360	0.173487163702048	0.772918644517491	G4	""	0.111866216426504	
ARCH465_zf_C4_Nuclear_receptors_RORB	1.73173980476234	0.00824742268041237	0.00476250684873773	4	226	0.205103538784582	0.776933349147733	G3	""	0.10961623646153	
ARCH1437_islike_ANTP_BARX1_ANTP_BARX2_LBX2	1.43461987523768	0.0580645161290323	0.0404737987610916	9	1934	0.17886770831442	0.778533166317252	G4	""	0.108722881308126	
ARCH215_HMGbox_Sox_Sox1	1.7160993328658	0.018018018018018	0.0104994027285873	4	501	0.207498512216247	0.78352139564277	G6	""	0.105949139740736	
ARCH12_GATA2_GATA3_GATA2	1.2441281935664	0.0765765765765766	0.0615503908460297	17	2937	0.21038189226424	0.784886290370432	G6	GATA	0.105193256683637	GATA
ARCH2253_PTF1A_Fer1	1.13621144223784	0.0907216494845361	0.0798457453533949	44	3789	0.21092124542908	0.78576882365628	G3	""	0.104705206349667	
ARCH1263_Forkhead_FOXO3_FOXO1_FOXO4_FOXO6	1.50915114091114	0.0123711340206186	0.00819741223079192	6	389	0.212820747682997	0.786423334295266	G3	FoxQ2d	0.104343608851751	FoxQ2d
ARCH943_HMGbox_Sox_SOX7	1.4036992094135	0.036036036036036	0.025672192300438	8	1225	0.21452849314293	0.791580728912856	G6	""	0.101504787265897	
ARCH935_HMGbox_Sox_SOX21_SOX14_SRY_Sox1	1.11854860595168	0.0195794053662074	0.017504295532646	27	815	0.309085359988744	0.792777206598275	G7	""	0.100848844888696	
ARCH216_zf_C4_Nuclear_receptors_NR2E3	1.23654974771726	0.0765765765765766	0.0619276148961586	17	2955	0.217398749415365	0.793622316414153	G6	""	0.100386128455623	
ARCH768_Sox17	1.26659054724428	0.0479233226837061	0.0378364758745223	15	1802	0.211440713585291	0.800938602646654	G1	SoxC	0.0964007742450304	SoxC
ARCH467_islike_RFX6_Rfx	1.38367985174031	0.0645161290322581	0.0466264858530052	10	2228	0.189295173982864	0.805839643475642	G4	RFX4/6/8	0.0937513712002943	RFX4/6/8
ARCH940_HMGbox_Sox_SOX7_Sox21b	2.2045276045276	0.00900900900900901	0.00408659387639625	2	195	0.231869743564253	0.807382337846808	G6	""	0.0929207553710466	
ARCH2465_POU1F1_POU4F3_POU4F2	1.15654017693939	0.0618556701030928	0.0534833733721077	30	2538	0.233278965937256	0.810211856119677	G3	Pou4	0.0914014059195518	Pou4
ARCH1447_islike:PRD_ARX_PRD_ARX	1.56014158632574	0.0823529411764706	0.0527855560663685	7	2526	0.162333723570138	0.817993308379398	G5	""	0.0872502490741407	
ARCH346_Ets_GABPA_ELK4_ELK1_Elk1	1.45349802571631	0.105882352941176	0.0728465749989552	9	3486	0.165925517011584	0.819370371279024	G5	Pea3/Ets	0.0865197443402492	Pea3/Ets
ARCH1372_zf_C4_Nuclear_receptors_RORA	1.37320209785186	0.0645161290322581	0.0469822534739662	10	2245	0.195319515777815	0.819763998519151	G4	""	0.0863111584613244	
ARCH263_onecut	3.17601328903654	0.0142857142857143	0.0044980020502521	2	215	0.132662047749505	0.822625848601953	G2	""	0.0847976481834925	
ARCH475_TBX20	1.73193185936934	0.0258064516129032	0.0149003850661309	4	712	0.202420833636377	0.82339972645128	G4	""	0.0843892816192218	
ARCH2462_PAX6	1.29489186513106	0.0838709677419355	0.0647706345220157	13	3095	0.206423633970852	0.825824780413893	G4	""	0.0831120894492744	
ARCH2489_islike_ANTP_BARX1_ANTP_BARX2_LBX2	1.53642013530558	0.0823529411764706	0.0536005349605049	7	2565	0.171312018011265	0.825894118635793	G5	""	0.0830756265775459	
ARCH2560_NR2E1_Nr2e1	1.08684987508517	0.682352941176471	0.627826305011075	58	30044	0.177382942475313	0.827996226145832	G5	""	0.0819716426448007	
ARCH2562_NR2E1	1.08684987508517	0.682352941176471	0.627826305011075	58	30044	0.177382942475313	0.827996226145832	G5	""	0.0819716426448007	
ARCH2253_PTF1A_Fer1	1.15999805148776	0.0926517571884984	0.0798723386385588	29	3804	0.229596708270188	0.831446212882441	G1	""	0.0801658404960681	
ARCH260_PB0123.1_Foxl1_2	1.09370062809587	0.0224800580130529	0.0205541237113402	31	957	0.335729549347823	0.831770445618347	G7	FoxL1	0.0799965150036611	FoxL1
ARCH467_islike_RFX6_Rfx	1.05802976176552	0.0493110949963742	0.046606529209622	68	2170	0.337327064224047	0.832311055563695	G7	RFX4/6/8	0.0797143366076875	RFX4/6/8
ARCH2286_FOXN1_FOXN4_FOXR1_FOXR2_jumu	1.08623656017042	0.256756756756757	0.236372781189094	57	11279	0.260407882276608	0.834042226725552	G6	""	0.0788119609094438	
ARCH982_islike_RFX6_RFX3	1.1658096194783	0.0862619808306709	0.073993196993239	27	3524	0.231856254977677	0.835822027832551	G1	RFX4/6/8	0.0778861873440295	RFX4/6/8
ARCH1398_TBX20	1.21135577149979	0.0575079872204473	0.0474740687859573	18	2261	0.23608485305012	0.841567970271277	G1	""	0.0749108019440774	
ARCH286_AP_2_Tfap2a_TFAP2C	1.52847484695236	0.0705882352941176	0.0461821373343921	6	2210	0.199783210210998	0.845188783384843	G5	""	0.073046275162545	
ARCH2462_PAX6	1.18214315901149	0.0765765765765766	0.0647777521637991	17	3091	0.273608307081756	0.845919964547014	G6	""	0.0726707251404917	
ARCH2465_POU1F1_POU4F3_POU4F2	1.19434650242501	0.0638977635782748	0.05350018897241	20	2548	0.239441852157843	0.846776133412372	G1	Pou4	0.0722313911738575	Pou4
ARCH1455_zf_C4_Nuclear_receptors_RORA_RORC	1.15763486712106	0.0515463917525773	0.0445273317317824	25	2113	0.256481088857544	0.850495739904904	G3	""	0.0703278574075864	
ARCH1922_Forkhead_FOXR2	1.36038886988254	0.027027027027027	0.0198671333067879	6	948	0.281866712041935	0.853216659802494	G6	""	0.0689406731597222	
ARCH916_GATA2_GATA3_GATA3_GATA5_GATA6	1.21722383072076	0.0540540540540541	0.0444076534568393	12	2119	0.285112321451941	0.85647343959668	G6	GATA	0.0672861005507249	GATA
ARCH643_islike_EGR1_EGR2_EGR3_Egr3	1.25977063442743	0.0903225806451613	0.0716976393771974	14	3426	0.223113423399872	0.859540507736243	G4	""	0.0657336514123207	
ARCH141_Foxh1	1.8854512407144	0.00900900900900901	0.00477817130163254	2	228	0.288282839988888	0.862308583050463	G6	""	0.06433729109651	
ARCH933_HMGbox_Sox_SOX8_SOX10_Sox10_Sox11	1.6967046064001	0.00618556701030928	0.00364563577359127	3	173	0.263773581555418	0.864184617013892	G3	""	0.0633934686489985	
ARCH2390_Ets_SPDEF	1.41668642560759	0.0785714285714286	0.0554614113265968	11	2651	0.156012958075007	0.866428533860458	G2	""	0.0622672536425592	
ARCH9_GATA2_GATA3_pnr	1.48803528190937	0.0642857142857143	0.0432017406221888	9	2065	0.153816893931079	0.866428533860458	G2	GATA	0.0622672536425592	GATA
ARCH943_HMGbox_Sox_SOX7	1.6695424380021	0.0428571428571429	0.0256699930960899	6	1227	0.153176894181496	0.866428533860458	G2	""	0.0622672536425592	
ARCH768_Sox17	1.36333386829294	0.0516129032258065	0.0378578603716725	8	1809	0.235751543071404	0.878328108342846	G4	SoxC	0.0563432186905878	SoxC
ARCH942_HMGbox_Sox_Sox3_bbx	1.15234118803011	0.00725163161711385	0.00629295532646048	10	293	0.374542033495416	0.880741266643766	G7	""	0.0551516545528802	
ARCH7_GATA2_GATA3_Gata4	1.06293317815685	0.292792792792793	0.275457384160781	65	13144	0.305128443893687	0.881502545501607	G6	GATA	0.0547764292572225	GATA
ARCH2362_RUNX1_RUNX2_RUNX3_RUNX3_RUNX2	1.42580233251043	0.0823529411764706	0.0577590170100723	7	2764	0.220337956785497	0.883768977659085	G5	""	0.053661247249779	
ARCH2463_ey	1.67182846412507	0.0470588235294118	0.0281481171897856	4	1347	0.218372283801174	0.883768977659085	G5	""	0.053661247249779	
ARCH12_GATA2_GATA3_GATA2	1.25744610863797	0.0774193548387097	0.0615687259333668	12	2942	0.24815281374623	0.889706336425861	G4	GATA	0.0507533164060105	GATA
ARCH10_GATA2_GATA3_GATA3	1.31122629428624	0.0580645161290323	0.0442826050560857	9	2116	0.250637893236375	0.891252922401122	G4	GATA	0.0499990330945236	GATA
ARCH1746_FOXN1_FOXN4_FOXR1_FOXR2_Foxn4	1.01715032462818	0.703092783505155	0.691237830319889	341	32802	0.305624565038129	0.892555181337159	G3	""	0.0493649245609655	
ARCH216_zf_C4_Nuclear_receptors_NR2E3	1.24979947689625	0.0774193548387097	0.0619454210614432	12	2960	0.254571673000395	0.894458814837094	G4	""	0.0484396516318455	
ARCH2253_PTF1A_Fer1	1.21117288227243	0.0967741935483871	0.0799012221664155	15	3818	0.257784640052085	0.898771607678387	G4	""	0.046350655460036	
ARCH1710_RUNX1_RUNX2_RUNX3_Runt_Runx_Runx2_RUNX2_run_Bgb	1.08114142507262	0.0865979381443299	0.0800986218232394	42	3801	0.323169606201544	0.904888788558102	G3	""	0.0434047925996357	
ARCH215_HMGbox_Sox_Sox1	2.04036710301651	0.0214285714285714	0.0105023117638444	3	502	0.183959540130112	0.905134259045985	G2	""	0.0432869968852083	
ARCH732_HMGbox_Sox_Sox15_Sox102F	1.26865790521705	0.0645161290322581	0.0508538422903064	10	2430	0.265870794410012	0.906095230878988	G4	""	0.042826155444828	
ARCH2254_PTF1A_HLH_MYF6_nau	1.24719477037336	0.0709677419354839	0.0569018918466432	11	2719	0.269368047577342	0.907696795558389	G4	""	0.0420591977415137	
ARCH11_GATA2_GATA3_GATA4	1.24937641837206	0.152941176470588	0.122414009278221	13	5858	0.237593900066687	0.908315302223613	G5	GATA	0.0417633692694	GATA
ARCH1446_islike_ANTP_BARX1_ANTP_BARX2_LBX2	1.49730913642053	0.0588235294117647	0.0392861620763155	5	1880	0.242553921332678	0.909283195557357	G5	""	0.0413008350252729	
ARCH2463_ey	1.37524403405684	0.0387096774193548	0.028147497070149	6	1345	0.273004997697088	0.909793342018761	G4	""	0.0410572457156624	
ARCH2560_NR2E1_Nr2e1	1.02796884182632	0.645367412140575	0.627808339982363	202	29900	0.281445376802452	0.911091350888508	G1	""	0.0404380761578397	
ARCH1631_SINE_SIX3_SINE_SIX5_Six6	1.09766176793156	0.0597938144329897	0.054473806212332	29	2585	0.331054766519171	0.911638408724267	G3	""	0.0401773856136349	
ARCH643_islike_EGR1_EGR2_EGR3_Egr3	1.13060956924195	0.0810810810810811	0.0717144833078358	18	3422	0.330087874869331	0.914164159089867	G6	""	0.0389758097526883	
ARCH2331_islike_EGR1_EGR2_EGR3_EGR2	1.17612787397927	0.109677419354839	0.0932529717060104	17	4456	0.277957215634493	0.914915762920314	G4	""	0.0386188899586598	
