G1	G2	G3	G4	G5	G6	G7	G8	G9
ARCH1496_ANT	1	1	1	1	0.000750806292911854	1	1	1	1
ARCH1497_Slug	0.761592789336091	0.463787782474975	1	0.690897813051711	1	0.0157588991663595	4.89812212029924e-08	1	1
ARCH1498_HLH_zf_C2H2_NHLH1_ZBTB18	0.134948625824352	1	1	0.139253047351092	0.844333037744303	0.539977219489606	0.00292196104876307	1	1
ARCH1499_HLH_da_HLH4C	0.386601451720235	1	1	0.718321279295173	0.0304712823411078	0.00596538958622667	9.45273906868097e-22	1	1
ARCH149_zf_C2H2_ZNF33A	0.76173647547645	1	1	1	1	1	1	1	1
ARCH14_GATA_GATA6	0.0030536348950747	1	1	1	1	0.814327909555692	1	1	1
ARCH1500_HLH_da_HLH4C	0.477529740057041	1	1	0.415717839012361	0.314462097571859	0.0387087524824116	1.71271311889005e-08	1	1
ARCH1501_zf_C2H2_ZNF69	0.942544090010571	1	1	1	1	0.902675467102977	0.975964344765461	1	1
ARCH1502_ZEB1	0.120279090218084	0.720160654931799	1	0.243986056566927	0.000822317683104255	1.40278979156765e-08	2.02740545135867e-50	1	1
ARCH1503_zf_C2H2_SNAI1	0.020920971594388	0.587549439941609	1	0.321948507118519	0.000248294956891461	4.27963408593318e-12	2.53782877733375e-54	1	1
ARCH1504_HLH_MYOD1_Myod1	0.0104571759715029	0.762618832710024	1	0.223810997661924	0.167118873544395	0.000112072381286618	1.89150639473383e-13	1	1
ARCH1505_HLH_ASCL1_Ascl1	0.0406383273830434	1	1	0.882503591881591	0.211823136506934	0.000817548872155035	1.12818842409401e-16	1	1
ARCH1506_HLH_HMGbox_Sox_Tcf12_TCF7L2	0.00985665076832583	1	1	0.504564343900809	0.511380706741136	0.000182746756890375	1.26130721454131e-31	1	1
ARCH1507_CREM	1	0.720160654931799	1	1	0.265690463790779	1	1	0.719960623545562	1
ARCH1508_ATF1_CREB1_CREM_CREB1	0.583000570203821	1	0.988763529031682	0.746867878066412	1	1	1	1	1
ARCH1509_ATF1_CREB1_CREM_CREB1	0.364731091744507	0.732965963895347	0.147233424551653	0.321948507118519	1	1	1	1	1
ARCH150_zf_C2H2_MZF1	0.109257527507682	0.869900720233147	1	1	1	0.791580728912856	1	1	1
ARCH1510_Homeodomains_Poxm	1	1	1	1	1	1	1	1	1
ARCH1511_bZIP_JUND	0.941415547215357	1	0.262451270667624	0.321948507118519	1	1	1	1	1
ARCH1512_Homeodomains_sv	1	1	1	1	1	1	1	1	1
ARCH1513_bZIP_CREB1	0.424664019722716	0.942704334832025	1	1	1	1	0.928741448902143	1	1
ARCH1514_bZIP_CREB1	0.858643586852761	1	1	1	1	0.743587871783154	0.463229891642643	1	1
ARCH1515_PAX3	1	1	1	0.568893763386553	1	1	0.940110954825342	1	1
ARCH1516_Mouse_Recombination_Hotspot	0.409738623739472	1	0.701155794610812	0.819763998519151	0.561085372680249	1	1	1	1
ARCH1517_ZNF136	1	1	1	1	1	0.736464952717451	0.79420022590016	1	1
ARCH1518_ETV6_ETV7_ELF3	0.383256030768572	0.187942680013882	0.393857534575815	1	1	1	1	1	1
ARCH1519_ETV6_ETV7_ELF3	0.364731091744507	0.127631038918124	0.0978340150779263	1	0.958778267152976	0.980433819536623	1	1	1
ARCH151_Homeodomains_Nkx2_2	0.0319141843024857	1	0.808305959214448	1	1	1	1	1	1
ARCH1520_ETV6_ETV7_ELF3	0.338393647141848	0.896968402423282	0.815410185152315	1	1	1	1	1	1
ARCH1521_FOXP1_FOXP2_FOXP3_FOXP4_FOXP1	1	1	0.755523350316163	1	1	1	0.842164661629218	1	1
ARCH1522_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_VENTX	1	1	0.762058871480971	0.863993509861828	1	1	1	1	1
ARCH1523_ANTP_HOXA2_ANTP_HOXA3_ANTP_HOXB2_ANTP_HOXB3_ANTP_HOXD3_zen2	0.704474732718019	1	0.196433859403553	0.350658422871541	1	0.610912118157808	0.00058419140193671	1	1
ARCH1524_Homeodomains_TLX3	1	1	0.640396244133644	0.777966726815184	1	1	0.114691261918548	1	1
ARCH1525_Homeodomains_TLX3	1	0.182150507565002	1	1	1	0.690948569908114	0.0379971080084315	1	1
ARCH1526_Grainyhead_LSF_GRHL1	1	1	0.879776787487316	0.943647023562066	0.624094670023044	1	0.119497971806157	1	1
ARCH1527_Grainyhead_LSF_TFCP2_TFCP2L1	1	1	1	1	1	1	0.126474555977384	1	1
ARCH1528_HSF_HSFY2_HSFY1	1	1	1	1	1	0.993074301019379	1	1	1
ARCH1529_IRF_IRF3	1	1	1	1	1	1	1	1	1
ARCH152_GAT3	0.096858466803152	1	0.827987009870772	1	1	1	0.0312377975861867	1	1
ARCH1530_zf_C2H2_her	1	1	0.97765475256327	0.726268829844643	1	1	0.92098771326341	1	1
ARCH1531_Grainyhead_LSF_gem_TFCP2	0.967033360639339	1	1	1	0.840288557763242	0.571431687317315	0.123900752363611	1	1
ARCH1532_zf_C2H2_ZBTB32	1	1	0.770968767643563	0.507648417642163	1	1	0.978527132346457	1	1
ARCH1533_zf_C2H2_ZNF384	1	1	1	0.935800988276882	1	1	0.942393279262947	1	1
ARCH1534_zf_C2H2_ZNF384	1	1	1	0.660051915368565	1	0.975343252917861	0.771383181481277	1	1
ARCH1535_zf_C2H2_ZNF276	1	1	0.668236911599664	1	1	1	1	1	1
ARCH1536_zf_C2H2_ZNF713	0.858643586852761	1	1	1	1	0.929857704958951	0.840395598294752	1	1
ARCH1537_zf_C2H2_ZBTB22	1	1	0.672586743600137	0.462190609031098	1	0.648452523091859	0.887009672681532	1	1
ARCH1538_Grainyhead_LSF_TFCP2_UBP1	1	1	1	1	1	0.571431687317315	0.137637005040708	1	1
ARCH1539_HSF_HSFY2_HSFY1	1	1	1	1	1	1	0.468022581312432	1	1
ARCH153_Isl1	1	0.0223982721846817	1	0.667704533873207	1	0.656307435328534	1	1	1
ARCH1540_IRF_IRF6	1	1	1	0.914915762920314	1	1	0.831770445618347	1	1
ARCH1541_IRF_IRF3	0.763911628701497	1	1	1	1	1	1	1	1
ARCH1542_zf_C2H2_fru	1	1	0.13038708201466	1	1	1	0.930451701019606	1	1
ARCH1543_zf_C2H2_CG3407	1	0.973704095341052	1	1	1	1	0.365377834740671	1	1
ARCH1544_zf_C2H2_ab	0.960176743080664	0.720160654931799	4.24016770965257e-07	1	1	1	0.0321050974744008	1	1
ARCH1545_zf_C2H2_rn	1	1	0.911638408724267	1	0.819289701516887	0.902675467102977	0.848631287646354	1	1
ARCH1546_zf_C2H2_rn	1	1	1	1	0.689719009849832	1	0.603635563351424	1	1
ARCH1547_zf_C2H2_ZNF184	0.990459547529275	1	0.744705554925696	1	0.579353764750035	1	1	1	1
ARCH1548_zf_C2H2_ZNF133	0.975800256338777	1	1	1	1	0.185602023857668	0.57233516922857	1	1
ARCH1549_zf_C2H2_ZNF157	1	1	1	1	0.682822692538478	1	0.959329766846297	1	1
ARCH154_ONECUT1	0.364731091744507	0.732965963895347	0.00463621212255557	0.441925939741769	1	0.929924152677729	0.0478832721531476	1	1
ARCH1550_zf_C2H2_ZNF558	1	1	1	1	1	1	0.0261160744372643	1	1
ARCH1551_zf_C2H2_ZNF584	1	1	0.78777830562009	0.942471419147023	1	1	0.293215865609362	1	1
ARCH1552_zf_C2H2_ZNF25	1	1	1	1	1	1	1	1	1
ARCH1553_zf_C2H2_ZNF620	0.718809323556291	0.969261193505312	0.345650582479046	1	1	1	0.93865153415003	1	1
ARCH1554_zf_C2H2_ZFP1	1	1	0.782475252064724	1	1	1	1	1	1
ARCH1555_zf_C2H2_ZNF567	1	0.6672117883889	1	1	1	0.634096741149791	0.611148973130143	1	1
ARCH1556_zf_C2H2_ZNF799	1	1	1	1	1	1	0.842164661629218	1	1
ARCH1557_zf_C2H2_ZNF136	1	0.832142488151377	1	1	0.827996226145832	1	0.991028621650239	1	1
ARCH1558_zf_C2H2_ZNF33B	1	1	0.986419969370397	1	1	1	0.233321795958366	1	1
ARCH1559_zf_C2H2_ZNF181	1	1	1	0.977419417451076	0.72534885528385	1	1	1	1
ARCH155_PAX3	1	1	1	0.983808046548022	0.986896428100072	1	0.0603033462237749	1	1
ARCH1560_zf_C2H2_ZNF667	0.641355763119551	1	1	1	1	1	0.561352071357043	1	1
ARCH1561_zf_C2H2_ZNF248	1	1	0.701155794610812	0.819763998519151	1	1	0.380137527237034	1	1
ARCH1562_zf_C2H2_ZNF334	1	1	0.708160919342047	1	1	1	0.612130251976591	1	1
ARCH1563_zf_C2H2_ZNF442	1	1	1	1	1	1	0.661214049300943	0.710148936795365	1
ARCH1564_zf_C2H2_ZNF737	1	1	1	1	1	1	1	1	1
ARCH1565_Grainyhead_LSF_Tcfcp2l1	1	1	1	1	1	1	1	1	1
ARCH1566_IRF_IRF1_IRF2_Irf1_Irf2	1	1	1	1	1	1	1	1	1
ARCH1567_zf_C2H2_ZNF653	0.66267840074942	1	0.986419969370397	1	1	0.751335740755699	1	1	1
ARCH1568_zf_C2H2_ZNF35	0.383797379576205	1	0.984155283182439	1	1	0.737241772075468	0.457929602480619	1	1
ARCH1569_zf_C2H2_ZNF136	1	1	0.504372892774461	1	1	1	0.282386954181725	1	1
ARCH156_SRS7	1	1	0.984155283182439	0.823554765456682	0.84161025852738	1	1	1	0.0573312824339439
ARCH1570_zf_C2H2_ZNF582	0.311197574455247	1	1	1	0.00998827579526059	1	0.697463106833392	1	1
ARCH1571_zf_C2H2_PRDM6	1	1	0.914312262807384	1	1	0.680822647170439	1	1	1
ARCH1572_zf_C2H2_ZNF280A	0.871623637119638	0.796644835300272	0.960757729789213	1	1	1	0.200646077409508	1	1
ARCH1573_zf_C2H2_ZFP82	0.63291145676619	1	1	1	1	1	0.0507313699002303	1	1
ARCH1574_zf_C2H2_ZNF669	0.344888158251435	0.784282278539127	1	0.935800988276882	0.697641400506548	1	0.552637556548054	1	1
ARCH1575_zf_C2H2_ZNF136	1	1	1	1	0.195366411189467	0.881502545501607	0.340122819228062	1	1
ARCH1576_zf_C2H2_ZFP28	0.98013703055648	1	0.911638408724267	0.882503591881591	1	0.823942524867396	1	1	1
ARCH1577_zf_C2H2_ZNF98	1	1	1	1	1	1	1	1	1
ARCH1578_zf_C2H2_su(Hw)	1	1	0.627007268157897	1	1	1	0.123203371900015	1	1
ARCH1579	0.399226590378833	1	0.892555181337159	1	0.978434002879078	1	1	1	1
ARCH157_NR2E1_Nr2e1_tll	1	1	0.836047350110048	1	1	1	1	1	1
ARCH1580_zf_C2H2_ZNF582	1	1	1	0.921171348182459	0.509122405375288	1	1	1	1
ARCH1581_zf_C2H2_ZNF264	1	0.817942643439509	0.0130829873542435	0.825103029498604	1	0.733498724738858	1	1	1
ARCH1582_zf_C2H2_ZNF146_ZNF260	0.364731091744507	1	1	1	1	1	0.5262645538496	1	1
ARCH1583_zf_C2H2_ZFP82	1	1	1	1	1	1	0.928741448902143	1	1
ARCH1584_zf_C2H2_ZNF490	0.66267840074942	0.622940861316227	1	1	1	1	0.978527132346457	1	1
ARCH1585_zf_C2H2_ZNF502	1	1	1	0.861196719623525	1	1	1	1	1
ARCH1586_zf_C2H2_ZFP28	1	1	0.922402625753596	1	0.622568514957787	0.672077290136223	1	1	1
ARCH1587_zf_C2H2_ZNF8	0.98013703055648	1	0.873137206185546	1	1	1	1	1	1
ARCH1588_zf_C2H2_Zfp932	0.858643586852761	1	0.3927181614311	1	1	0.460046926373589	1	1	1
ARCH1589_Grainyhead_LSF_Tcfcp2l1	1	1	1	1	1	1	0.847529028085832	1	1
ARCH158_Myb_ZZZ3	1	1	1	0.725141378764693	1	1	1	1	1
ARCH1590_STAT_STAT2_Stat1_Stat2	1	1	1	0.516293052720536	1	1	0.930088518061159	1	1
ARCH1591_T_box_T	0.858643586852761	0.231084929682624	1	1	0.990822863143317	1	0.747139795401339	1	1
ARCH1592_Grainyhead_LSF_GRHL2	1	1	1	0.662007324869139	1	0.80430678091074	0.327732560318591	1	1
ARCH1593_GFI1	1	1	0.189982989100834	1	1	0.0698808150409027	0.568748887711169	1	1
ARCH1594_PAX4	1	1	1	1	1	0.236816260905893	0.185812839260791	1	1
ARCH1595_MEF2A	1	0.717037262548966	0.809312871990533	1	0.271539799089781	0.803693096364286	5.90444988803291e-06	1	1
ARCH1596_MEF2A	1	1	1	1	0.35436132413695	0.793622316414153	0.0106043134878348	1	1
ARCH1597_MEF2A	1	0.621992589565591	0.984353478867994	1	0.553613999976487	1	0.00362210597369591	1	1
ARCH1598_Pou1f1	0.0918830276986663	0.338045538892861	0.000192354009799385	0.300503528356307	0.213675567205661	0.00106808943849614	1.25530016191395e-19	1	1
ARCH1599	1	1	0.384610911155583	1	0.836193518876892	0.647510024309084	0.165991932094144	1	1
ARCH159_zf_C2H2_erm	0.169143769384047	1	0.825520330926413	1	1	0.860474426307328	1	1	1
ARCH15_GATA_GATA6	0.0139680199124891	1	1	1	1	1	1	1	1
ARCH1600	0.596487090671595	1	2.72104063198632e-11	0.179836411954931	0.270307237157656	0.00415855999037217	4.68512389000912e-18	1	1
ARCH1601_ZEB2	0.98013703055648	1	1	0.955445510958821	0.978188923041373	0.00136835410692232	6.91556260329086e-23	1	1
ARCH1602_E2A	0.0236247037749154	1	1	0.28506411194629	0.72534885528385	0.000764241705178944	6.41220695820034e-07	1	1
ARCH1603_HLH_Figla	0.120279090218084	0.720160654931799	1	0.243986056566927	0.000822317683104255	1.40278979156765e-08	2.02740545135867e-50	1	1
ARCH1604_HLH_Tcf12	0.120279090218084	0.720160654931799	1	0.243986056566927	0.000822317683104255	1.40278979156765e-08	2.02740545135867e-50	1	1
ARCH1605_zf_C2H2_SNAI2	0.106685670542227	0.91134770729004	1	0.12989209839219	0.00044167851906018	1.40278979156765e-08	1.99311032748565e-55	1	1
ARCH1606_HLH_HAND2	0.236799140243581	0.91134770729004	1	0.651763062185836	0.00102643065407746	0.000130819075098714	6.55139356919981e-24	1	1
ARCH1607_zf_C2H2_SNAI2_SNAI1_SNAI3	0.033368352107043	0.732965963895347	1	0.226853289329937	0.00277266133025566	2.48340136211842e-10	2.21880166267603e-44	1	1
ARCH1608_HLH_da	0.392868902145157	1	1	1	0.699497673424714	0.0124961813554351	4.11205215119902e-09	1	1
ARCH1609_ZEB1	0.0114787810916501	1	1	1	0.74192021584802	0.656307435328534	0.00538072065826674	1	1
ARCH160_gsb	1	0.337891018281734	1	1	1	0.00366977777613266	2.67095864755974e-08	1	1
ARCH1610_HLH_Tcf4	0.0397023554002902	1	1	0.54640920334015	0.35436132413695	1.77765355597887e-05	5.83029059034272e-14	1	1
ARCH1611_zf_C2H2_Snai2	0.403851682168373	0.878761910340808	1	0.273595283803335	0.000379136601423864	4.27963408593318e-12	1.24621070336559e-61	1	1
ARCH1612_zf_C2H2_sna	0.409738623739472	0.691174859566102	1	0.243986056566927	5.28395173900566e-05	6.799002909778e-06	6.85143548369962e-51	1	1
ARCH1613_ZEB1	0.210083615359705	1	1	0.861196719623525	0.176045256979059	1.58768891322723e-05	7.47083267955098e-11	1	1
ARCH1614_HAT5__HAT5__ATHB40	1	1	1	1	0.00998827579526059	0.168931910390429	2.48624600959442e-08	1	1
ARCH1615_PB0196.1_Zbtb7b_2	1	1	1	1	1	0.0029167538336459	0.61108900420408	1	1
ARCH1616_Hr46	1	1	0.774744510791811	0.99248557940901	1	0.694622619357694	0.697481469995392	1	1
ARCH1617_AT2G33550	1	1	1	1	1	1	1	1	0.42024612927156
ARCH1618_zf_C4_Nuclear_receptors_NR2F1	1	0.913451446527531	1	1	1	1	1	1	1
ARCH1619_zf_C4_Nuclear_receptors_NR2E3	1	1	0.823645951879685	1	1	1	1	1	1
ARCH161_zf_C2H2_erm	0.311197574455247	1	0.607133335619649	0.942471419147023	1	1	1	1	1
ARCH1620_zf_C2H2_Q8IP13_DROME	1	1	1	0.861196719623525	1	1	0.908864205227449	1	1
ARCH1621_zf_C2H2_ZNF264	0.383356398564585	1	0.262451270667624	1	0.688181203564453	0.283070109821746	1	1	1
ARCH1622_zf_C2H2_ZNF264	1	1	0.542678899334311	1	0.741804781001231	1	0.906521260817563	1	1
ARCH1623_zf_C2H2_PRDM14	1	0.624298730472085	0.582422936941315	1	1	0.751335740755699	0.336124438802048	1	1
ARCH1624_nit-4	1	1	1	1	1	0.309859858981722	0.661959188523352	1	1
ARCH1625_Tv_0259	1	1	1	1	1	1	0.46334582345771	1	1
ARCH1626_PB0199.1_Zfp161_2	1	0.844968561992176	1	1	1	1	1	1	1
ARCH1627_So	1	1	0.542678899334311	1	1	0.26066060990232	0.43410305879558	1	1
ARCH1628_PH0161.1_Six1	0.791438096111845	1	1	0.819763998519151	1	1	1	0.298072525352542	1
ARCH1629_DMRT1_DMRTC2_DMRTC2	1	1	1	0.651763062185836	1	1	0.482499832524076	1	1
ARCH162_Myb_CG12155	0.98013703055648	1	1	1	1	1	1	1	1
ARCH1630_SINE_SIX1_SINE_SIX2_so	1	1	0.911638408724267	0.892919679034054	0.904127256032051	1	1	1	1
ARCH1631_SINE_SIX3_SINE_SIX5_Six6	0.297695501108987	0.964854686209403	0.911638408724267	1	1	1	0.0904156991441632	1	1
ARCH1632_Forkhead_FOXP1	1	1	1	1	1	1	1	1	1
ARCH1633_zf_C2H2_ttk	1	0.460108625796536	0.696994219230703	1	1	0.828440425977628	0.567269252128297	1	1
ARCH1634_zf_C2H2_ttk	0.790600590379824	1	0.873137206185546	1	1	0.43047034693827	1	1	1
ARCH1635_Crx	0.789095001702389	1	1	1	0.883768977659085	8.81249161070714e-07	0.433028082159536	1	1
ARCH1636_zf_C2H2_Zfp652	0.928208811844433	1	0.808157368050483	1	1	1	0.6621058267806	1	0.648139941485878
ARCH1637_zf_C2H2_Kr	0.993082396419601	1	0.56718372987257	1	1	1	0.462646794834427	1	1
ARCH1638_zf_C2H2_Kr	1	1	0.873137206185546	1	1	0.866875715379742	0.831770445618347	1	1
ARCH1639_zf_C2H2_Kr	1	1	0.840783423632948	0.892919679034054	1	1	0.234736457230839	1	1
ARCH163_zf_C2H2_ZNF354B	1	0.96048682465571	0.0408400407642112	1	1	0.259467207034662	0.616473610914365	1	1
ARCH1640_Homeodomains_Crx_Otx2	0.00259401988420442	1	1	1	1	0.000319187259465326	0.922840895343147	1	1
ARCH1641_Homeodomains_CRX_Crx	0.0307257212380274	0.866428533860458	1	1	1	0.000138696493853459	0.989834001762875	1	1
ARCH1642_Kr	0.953193145889606	1	0.712193597806215	0.379641312771208	0.961099796661511	0.870990981451117	0.0184942321101122	1	1
ARCH1643_SIX2	1	1	0.676750939430374	0.441925939741769	1	0.107270945062166	0.2749929745871	1	1
ARCH1644_Myb_MYBL2_MYBL1	1	1	0.23398359181986	1	0.0485536793707884	1	0.162840514661139	1	1
ARCH1645_Myb_MYBL2	1	1	1	1	1	0.694622619357694	0.804542337195795	1	1
ARCH1646_Myb_MYBL1	1	0.697943129048144	1	1	0.905327527450917	1	0.325097131159173	1	1
ARCH1647_zf_C2H2_lola	0.935592385462764	0.973704095341052	0.8937592496692	1	1	1	0.378158198996453	1	1
ARCH1648_zf_C2H2_ZNF595	1	0.624298730472085	0.681631049939059	1	1	0.840429548687465	0.339783551757602	1	1
ARCH1649_PHO2	1	0.943094487013821	1	1	0.899331611288045	0.27834293988441	0.706008860938876	1	1
ARCH164_Eip74EF	0.0093724209594108	1	1	0.789544554574419	1	1	1	1	1
ARCH1650_islike_SP5_Sp1	0.9766433636873	0.621992589565591	1	1	1	0.815665122584931	1	1	1
ARCH1651_zf_C2H2_Klf12	0.791669032753298	1	0.901064019198239	1	1	1	1	1	1
ARCH1652_SP1_SP3_SP4_SP4	0.477529740057041	1	1	1	1	1	0.475625116917974	1	1
ARCH1653_SP1_SP3_SP4_zf_C2H2_SP1_Spps	0.924745780941858	1	1	1	1	1	1	1	1
ARCH1654_KLF10_KLF11_KLF13	1	0.88599756622477	0.346902145140287	0.819763998519151	0.221491511685677	1	0.950255196631523	1	1
ARCH1655_islike_EGR1_EGR2_EGR3_EGR1_EGR2_EGR3	1	1	1	1	1	1	1	1	1
ARCH1656_islike_EGR1_EGR2_EGR3_EGR4_Egr3	0.476595010938058	1	1	1	1	1	0.95958662856261	1	1
ARCH1657_islike_EGR1_EGR2_EGR3_Egr1	1	0.785326981202639	1	0.746867878066412	0.699497673424714	1	1	1	1
ARCH1658_zf_C2H2_KLF14_Sp4_Sp1	0.942544090010571	1	0.852952750434155	0.935253569508461	0.827996226145832	1	0.985534623341455	1	1
ARCH1659_zf_C2H2_Bteb2	1	0.869900720233147	0.547318690564084	0.321948507118519	0.747734605964555	1	0.0430350346016026	1	1
ARCH165_islike_ERG_FEV_FLI1_ERG	0.477529740057041	1	1	1	1	0.818096654739831	0.893771495778924	1	1
ARCH1660_zf_C2H2_seq	1	1	1	1	1	1	1	1	1
ARCH1661_zf_C2H2_CG12219	1	1	1	1	1	1	0.813363602972791	1	1
ARCH1662_zf_C2H2_SP2	1	1	0.8937592496692	1	0.684496933386959	0.736464952717451	0.650565218096013	1	1
ARCH1663_zf_C2H2_KLF17	0.98013703055648	1	1	1	1	1	0.544120112127783	1	1
ARCH1664_zf_C2H2_ZNF282	1	1	1	0.984468921253841	1	1	0.747314939694715	1	1
ARCH1665_zf_C2H2_CG3065	0.346784845265945	1	0.469032650298665	1	1	0.825973996186864	0.748940764794213	1	1
ARCH1666_zf_C2H2_luna	0.796825609064589	0.869909034634583	1	1	1	1	1	1	1
ARCH1667_zf_C2H2_vfl	1	1	1	0.837509903480635	1	0.406323579550856	3.70173844685918e-08	1	1
ARCH1668_zf_C2H2_ZNF616	1	1	1	1	1	1	1	1	1
ARCH1669_Homeodomains_PBX3	1	1	0.42637418700514	1	1	0.539977219489606	1	1	1
ARCH166_islike_ERG_FEV_FLI1_FLI1_ERG	1	1	1	0.987667774719498	1	0.767137243149062	0.748246433947736	1	1
ARCH1670_zf_C2H2_INSM1_Insm1	1	1	0.850495739904904	1	1	1	0.255479876439969	1	1
ARCH1671_E2F_TDP_E2f4	1	1	1	0.944982138217387	0.635045391821943	1	0.291711081183015	1	1
ARCH1672_Myb_Mybl1	1	1	1	0.88369130087951	1	0.399788557603999	0.457577075345326	1	1
ARCH1673_Myb_snpc_4	1	0.228351950072475	0.960757729789213	1	0.579353764750035	0.939924590191292	1	1	1
ARCH1674_Brinker_brk	0.990459547529275	1	1	1	1	0.932491490445629	0.387717252514009	1	1
ARCH1675_RREB1	0.783224976592018	1	1	1	1	1	1	1	1
ARCH1676_Pou1f1	1	0.973704095341052	0.873137206185546	0.000740181793840605	0.184860031982526	5.06891392257108e-11	3.12300336763977e-47	1	1
ARCH1677_POU4F1_POU4F3	1	1	0.975725008823141	0.0109216716966661	0.00151413587398922	1.69528384570685e-15	2.32916200073912e-78	1	1
ARCH1678_POU3F2_POU3F1_POU3F4_POU3F3	0.766769845739782	1	1	0.0349347656200002	0.184860031982526	6.20151671459734e-06	1.46373247795492e-27	1	1
ARCH1679_POU2F2	1	1	0.890248313250826	0.128025639980025	0.826479828123371	0.478943791024029	0.00608927075537079	1	1
ARCH167_islike_ERG_FEV_FLI1_ETV3_FLI1_ERG	1	1	1	0.690565458228447	1	0.583970622475579	0.506312556387578	1	1
ARCH1680_POU1F1_POU3F2_POU3F4	1	0.96048682465571	0.810178260077125	0.456280632690876	0.00155685958387333	0.0467628065066456	1.20596064290357e-13	1	1
ARCH1681_POU1F1_POU3F2_POU3F1_POU3F4	1	1	1	0.706264260219063	0.211823136506934	0.845204055917023	0.00160025018088302	1	1
ARCH1682_POU4F3	1	0.883750059910307	0.536927778960918	0.062198432298685	0.818552551729363	0.0387087524824116	1.7763679568012e-07	1	1
ARCH1683_POU4F3_POU4F1	1	1	0.867696726157359	0.00141360379626397	0.0186191529384445	1.02103451986171e-13	1.52644399205647e-50	1	1
ARCH1684_POU3F1	1	0.893872759891898	0.414247091542405	0.287370338038689	0.167118873544395	0.162901056937299	8.82758599924213e-09	1	1
ARCH1685_POU3F4	1	1	1	0.424389372203652	0.697641400506548	0.163769860851366	1.01019160693681e-06	1	1
ARCH1686_POU6F1	1	1	0.327384072484137	0.350658422871541	0.00566775137081001	0.108199287818382	4.69808894089972e-17	1	1
ARCH1687_zf_C2H2_SCRT1_SCRT2	1	1	1	1	0.245114526974636	0.596618679592258	7.61595948567577e-11	1	1
ARCH1688_RUNX-AML	1	1	1	1	1	0.0590004812979352	0.00647050524721535	0.710148936795365	1
ARCH1689_zf_C2H2_SCRT1	1	1	1	1	0.499458452152487	1	2.79537845045659e-06	1	1
ARCH168_Myb_madf_5	1	1	1	1	0.901010218899054	1	1	1	1
ARCH1690_zf_C2H2_scrt_CG12605_SCRT2	1	0.890715543544614	1	0.891905572981201	0.25040007506272	0.338973520945445	3.15582089119471e-21	1	1
ARCH1691_zf_C2H2_SNAI2	0.120279090218084	0.720160654931799	1	0.243986056566927	0.000822317683104255	1.40278979156765e-08	2.02740545135867e-50	1	1
ARCH1692_zf_C2H2_wor_sna	0.180597779767359	0.236890691245516	1	0.822502059529045	0.00566775137081001	0.000337029449877396	7.61002134471964e-13	1	1
ARCH1693_zf_C2H2_Kah_CG17802	1	1	1	0.188850027369119	0.000248294956891461	0.273151292206006	6.48746208592613e-33	1	1
ARCH1694_zf_C2H2_sna	0.966781036857103	1	1	0.062198432298685	0.0404979956871394	0.0662198265904002	2.4703421700986e-33	1	1
ARCH1695_zf_C2H2_sna	0.868894736406421	0.944340638507622	1	0.161548194670725	0.000345880504827671	4.13017754590585e-09	3.12237580651275e-53	1	1
ARCH1696_zf_C2H2_Kah	1	1	1	0.375662801502318	0.000822317683104255	8.4931932431146e-08	6.09011122427929e-63	1	1
ARCH1697_sna	0.338276963154389	0.539282577649886	1	0.0509353301141517	0.00162389686065749	5.82599312436189e-05	1.0504578528083e-33	1	1
ARCH1698_sna	1	1	1	0.243986056566927	0.521019263479936	0.642545634756674	4.29886753908909e-08	1	1
ARCH1699_MYB30	1	1	1	0.662007324869139	1	1	0.143830386939331	1	1
ARCH169_Ets_Ets98B	1	1	1	1	1	1	1	1	1
ARCH16_GATA_Gata3	0.0918830276986663	1	1	1	1	1	0.934013250943084	1	1
ARCH1700_Homeodomains_NKX3_2_Nkx3_2_NKX2_2	0.123616768487121	1	1	1	1	0.187379805512535	0.036521412728695	1	1
ARCH1701_TLX2	1	0.698171551283057	0.208569625707485	0.321948507118519	1	0.395280563268012	0.507739284583402	1	1
ARCH1702_islike_TWIST1_TWIST2_HLH_twi_CLOCK	1	1	1	1	1	1	1	1	1
ARCH1703_HLH_FIGLA_da_tx	0.818269271707743	1	1	0.568534275520534	0.213675567205661	0.896970781019007	2.84072987970342e-05	1	1
ARCH1704_HLH_zf_C2H2_da_HLH54F_scrt	0.364866128195564	0.698171551283057	1	0.362549824457836	0.000345880504827671	0.000255385173952891	1.4149584962894e-35	1	1
ARCH1705_zf_C2H2_sna	1	0.756737843626201	1	0.0111244961008135	0.00044167851906018	2.97583276044395e-06	1.05231138326989e-33	1	1
ARCH1706_zf_C2H2_CG12605	1	1	1	1	0.456911321955366	0.120427091660154	1.14144578724373e-16	1	1
ARCH1707_HLH_MYOD1	0.796825609064589	1	1	0.406912179096838	0.213675567205661	0.69632933077088	9.28807791249141e-10	1	1
ARCH1708_Aef1	1	0.517301736031184	1	1	0.280408424221118	0.384286460662415	1.08200777996849e-07	1	1
ARCH1709_islike_ERG_FEV_FLI1_ETS1	0.00679857703535186	1	1	1	1	0.445338697280898	1	1	1
ARCH170_Unknown4	0.023169673866	1	1	1	1	1	0.465228699036781	0.746636965642032	1
