PeakID (cmd=annotatePeaks.pl Ncol_pos_R2.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Ncol_pos_R2.mLb.clN_peak_5682	NC_064038.1	4261244	4262142	+	1402	NA	promoter-TSS (Nvec_vc1.1_LOC5517775)	-promoter-TSS (Nvec_vc1.1_LOC5517775)	-21	Nvec_vc1.1_LOC5517775	Nvec_vc1.1_LOC5517775	Nvec_vc1.1_XM_001637721			LOC5517775			NA
Ncol_pos_R2.mLb.clN_peak_3535	NC_064036.1	9919272	9920122	+	1402	NA	promoter-TSS (Nvec_vc1.1_LOC5513270)	-promoter-TSS (Nvec_vc1.1_LOC5513270)	-5	Nvec_vc1.1_LOC5513271	Nvec_vc1.1_LOC5513271	Nvec_vc1.1_XM_048724805			LOC5513271			NA
Ncol_pos_R2.mLb.clN_peak_11192	NC_064043.1	7929575	7930369	+	1402	NA	promoter-TSS (Nvec_vc1.1_LOC5521893)	-promoter-TSS (Nvec_vc1.1_LOC5521893)	-22	Nvec_vc1.1_LOC5521880	Nvec_vc1.1_LOC5521880	Nvec_vc1.1_XM_001641721			LOC5521880			NA
Ncol_pos_R2.mLb.clN_peak_3537	NC_064036.1	9979166	9979866	+	1401	NA	exon (Nvec_vc1.1_LOC5513272, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5513272, exon 1 of 3)	207	Nvec_vc1.1_LOC5513272	Nvec_vc1.1_LOC5513272	Nvec_vc1.1_XM_001633510			LOC5513272			NA
Ncol_pos_R2.mLb.clN_peak_3390	NC_064036.1	7697645	7698214	+	1401	NA	exon (Nvec_vc1.1_LOC5511286, exon 1 of 7)	-exon (Nvec_vc1.1_LOC5511286, exon 1 of 7)	241	Nvec_vc1.1_LOC5511286	Nvec_vc1.1_LOC5511286	Nvec_vc1.1_XM_001631622			LOC5511286			NA
Ncol_pos_R2.mLb.clN_peak_5384	NC_064037.1	16331288	16332199	+	1400	NA	intron (Nvec_vc1.1_LOC5513972, intron 1 of 13)	-intron (Nvec_vc1.1_LOC5513972, intron 1 of 13)	410	Nvec_vc1.1_LOC5513972	Nvec_vc1.1_LOC5513972	Nvec_vc1.1_XM_032383547			LOC5513972			NA
Ncol_pos_R2.mLb.clN_peak_5122	NC_064037.1	12536556	12537233	+	1400	NA	promoter-TSS (Nvec_vc1.1_LOC5508865)	-promoter-TSS (Nvec_vc1.1_LOC5508865)	-78	Nvec_vc1.1_LOC5508846	Nvec_vc1.1_LOC5508846	Nvec_vc1.1_XM_048727233			LOC5508846			NA
Ncol_pos_R2.mLb.clN_peak_13066	NC_064045.1	8261893	8262443	+	1400	NA	promoter-TSS (Nvec_vc1.1_LOC5509602)	-promoter-TSS (Nvec_vc1.1_LOC5509602)	202	Nvec_vc1.1_LOC5509592	Nvec_vc1.1_LOC5509592	Nvec_vc1.1_XM_048719451			LOC5509592			NA
Ncol_pos_R2.mLb.clN_peak_7634	NC_064039.1	17151389	17152587	+	1399	NA	exon (Nvec_vc1.1_LOC116614117, exon 1 of 2)	-exon (Nvec_vc1.1_LOC116614117, exon 1 of 2)	257	Nvec_vc1.1_LOC116614117	Nvec_vc1.1_LOC116614117	Nvec_vc1.1_XM_048729569			LOC116614117			NA
Ncol_pos_R2.mLb.clN_peak_1519	NC_064035.1	2601907	2603932	+	1399	NA	promoter-TSS (Nvec_vc1.1_LOC116619915)	-promoter-TSS (Nvec_vc1.1_LOC116619915)	-670	Nvec_vc1.1_LOC116619915	Nvec_vc1.1_LOC116619915	Nvec_vc1.1_XM_032385246			LOC116619915			NA
Ncol_pos_R2.mLb.clN_peak_13526	NC_064045.1	15009472	15010361	+	1399	NA	exon (Nvec_vc1.1_LOC5506889, exon 1 of 10)	-exon (Nvec_vc1.1_LOC5506889, exon 1 of 10)	295	Nvec_vc1.1_LOC5506889	Nvec_vc1.1_LOC5506889	Nvec_vc1.1_XM_032375350			LOC5506889			NA
Ncol_pos_R2.mLb.clN_peak_1527	NC_064035.1	2671667	2672425	+	1399	NA	promoter-TSS (Nvec_vc1.1_LOC5515532)	-promoter-TSS (Nvec_vc1.1_LOC5515532)	-23	Nvec_vc1.1_LOC5515532	Nvec_vc1.1_LOC5515532	Nvec_vc1.1_XM_032385271			LOC5515532			NA
Ncol_pos_R2.mLb.clN_peak_3903	NC_064036.1	14828410	14829292	+	1399	NA	promoter-TSS (Nvec_vc1.1_LOC5522302)	-promoter-TSS (Nvec_vc1.1_LOC5522302)	-69	Nvec_vc1.1_LOC5522302	Nvec_vc1.1_LOC5522302	Nvec_vc1.1_XM_032367717			LOC5522302			NA
Ncol_pos_R2.mLb.clN_peak_10134	NC_064042.1	6893877	6894390	+	1398	NA	promoter-TSS (Nvec_vc1.1_LOC116601925)	-promoter-TSS (Nvec_vc1.1_LOC116601925)	-3	Nvec_vc1.1_LOC5518181	Nvec_vc1.1_LOC5518181	Nvec_vc1.1_XM_048732722			LOC5518181			NA
Ncol_pos_R2.mLb.clN_peak_14935	NC_064047.1	8210698	8211441	+	1398	NA	promoter-TSS (Nvec_vc1.1_LOC5507465)	-promoter-TSS (Nvec_vc1.1_LOC5507465)	63	Nvec_vc1.1_LOC5507465	Nvec_vc1.1_LOC5507465	Nvec_vc1.1_XM_001628048			LOC5507465			NA
Ncol_pos_R2.mLb.clN_peak_3881	NC_064036.1	14544766	14545507	+	1398	NA	promoter-TSS (Nvec_vc1.1_LOC5522194)	-promoter-TSS (Nvec_vc1.1_LOC5522194)	105	Nvec_vc1.1_LOC5522309	Nvec_vc1.1_LOC5522309	Nvec_vc1.1_XM_001642011			LOC5522309			NA
Ncol_pos_R2.mLb.clN_peak_9822	NC_064042.1	2239777	2240387	+	1397	NA	promoter-TSS (Nvec_vc1.1_LOC5509943)	-promoter-TSS (Nvec_vc1.1_LOC5509943)	-38	Nvec_vc1.1_LOC5509932	Nvec_vc1.1_LOC5509932	Nvec_vc1.1_XM_032378998			LOC5509932			NA
Ncol_pos_R2.mLb.clN_peak_12043	NC_064044.1	6270154	6271260	+	1397	NA	promoter-TSS (Nvec_vc1.1_LOC5508141)	-promoter-TSS (Nvec_vc1.1_LOC5508141)	35	Nvec_vc1.1_LOC5508140	Nvec_vc1.1_LOC5508140	Nvec_vc1.1_XM_048734224			LOC5508140			NA
Ncol_pos_R2.mLb.clN_peak_4755	NC_064037.1	7329551	7330205	+	1397	NA	promoter-TSS (Nvec_vc1.1_LOC5519699)	-promoter-TSS (Nvec_vc1.1_LOC5519699)	69	Nvec_vc1.1_LOC5519699	Nvec_vc1.1_LOC5519699	Nvec_vc1.1_XM_048726441			LOC5519699			NA
Ncol_pos_R2.mLb.clN_peak_2090	NC_064035.1	10035080	10036023	+	1397	NA	promoter-TSS (Nvec_vc1.1_LOC5521196)	-promoter-TSS (Nvec_vc1.1_LOC5521196)	-65	Nvec_vc1.1_LOC5521197	Nvec_vc1.1_LOC5521197	Nvec_vc1.1_XM_048721606			LOC5521197			NA
Ncol_pos_R2.mLb.clN_peak_11242	NC_064043.1	8691622	8692505	+	1396	NA	promoter-TSS (Nvec_vc1.1_LOC5513520)	-promoter-TSS (Nvec_vc1.1_LOC5513520)	46	Nvec_vc1.1_LOC5513520	Nvec_vc1.1_LOC5513520	Nvec_vc1.1_XM_032383104			LOC5513520			NA
Ncol_pos_R2.mLb.clN_peak_14114	NC_064046.1	8760883	8762017	+	1396	NA	Intergenic	Intergenic	-2430	Nvec_vc1.1_LOC116602121	Nvec_vc1.1_LOC116602121	Nvec_vc1.1_XM_032363274			LOC116602121			NA
Ncol_pos_R2.mLb.clN_peak_3702	NC_064036.1	12030484	12031295	+	1396	NA	promoter-TSS (Nvec_vc1.1_LOC5520014)	-promoter-TSS (Nvec_vc1.1_LOC5520014)	49	Nvec_vc1.1_LOC5520014	Nvec_vc1.1_LOC5520014	Nvec_vc1.1_XM_048725151			LOC5520014			NA
Ncol_pos_R2.mLb.clN_peak_11195	NC_064043.1	7986567	7987270	+	1396	NA	promoter-TSS (Nvec_vc1.1_LOC116604625)	-promoter-TSS (Nvec_vc1.1_LOC116604625)	83	Nvec_vc1.1_LOC5521890	Nvec_vc1.1_LOC5521890	Nvec_vc1.1_XM_032367269			LOC5521890			NA
Ncol_pos_R2.mLb.clN_peak_7196	NC_064039.1	10181139	10182040	+	1396	NA	promoter-TSS (Nvec_vc1.1_LOC5519813)	-promoter-TSS (Nvec_vc1.1_LOC5519813)	-8	Nvec_vc1.1_LOC5519897	Nvec_vc1.1_LOC5519897	Nvec_vc1.1_XM_032364819			LOC5519897			NA
Ncol_pos_R2.mLb.clN_peak_1343	NC_064034.1	21240850	21241694	+	1396	NA	promoter-TSS (Nvec_vc1.1_LOC5518247)	-promoter-TSS (Nvec_vc1.1_LOC5518247)	-163	Nvec_vc1.1_LOC5518247	Nvec_vc1.1_LOC5518247	Nvec_vc1.1_XM_032362879			LOC5518247			NA
Ncol_pos_R2.mLb.clN_peak_8460	NC_064040.1	13016047	13016982	+	1396	NA	intron (Nvec_vc1.1_LOC5508218, intron 1 of 16)	-intron (Nvec_vc1.1_LOC5508218, intron 1 of 16)	130	Nvec_vc1.1_LOC5508218	Nvec_vc1.1_LOC5508218	Nvec_vc1.1_XM_032377001			LOC5508218			NA
Ncol_pos_R2.mLb.clN_peak_1275	NC_064034.1	20226635	20228196	+	1396	NA	promoter-TSS (Nvec_vc1.1_LOC5504946)	-promoter-TSS (Nvec_vc1.1_LOC5504946)	-334	Nvec_vc1.1_LOC5504945	Nvec_vc1.1_LOC5504945	Nvec_vc1.1_XM_001625765			LOC5504945			NA
Ncol_pos_R2.mLb.clN_peak_5102	NC_064037.1	12272188	12273144	+	1395	NA	promoter-TSS (Nvec_vc1.1_LOC5516600)	-promoter-TSS (Nvec_vc1.1_LOC5516600)	27	Nvec_vc1.1_LOC5516600	Nvec_vc1.1_LOC5516600	Nvec_vc1.1_XM_032386402			LOC5516600			NA
Ncol_pos_R2.mLb.clN_peak_15068	NC_064047.1	10035048	10035549	+	1395	NA	promoter-TSS (Nvec_vc1.1_LOC5510337)	-promoter-TSS (Nvec_vc1.1_LOC5510337)	18	Nvec_vc1.1_LOC5510337	Nvec_vc1.1_LOC5510337	Nvec_vc1.1_XM_001630744			LOC5510337			NA
Ncol_pos_R2.mLb.clN_peak_11692	NC_064043.1	14884896	14885604	+	1394	NA	promoter-TSS (Nvec_vc1.1_LOC5509407)	-promoter-TSS (Nvec_vc1.1_LOC5509407)	-75	Nvec_vc1.1_LOC5509407	Nvec_vc1.1_LOC5509407	Nvec_vc1.1_XM_048733378			LOC5509407			NA
Ncol_pos_R2.mLb.clN_peak_9490	NC_064041.1	13754344	13754685	+	1394	NA	promoter-TSS (Nvec_vc1.1_LOC5516185)	-promoter-TSS (Nvec_vc1.1_LOC5516185)	97	Nvec_vc1.1_LOC5516185	Nvec_vc1.1_LOC5516185	Nvec_vc1.1_XM_032386038			LOC5516185			NA
Ncol_pos_R2.mLb.clN_peak_15654	NC_064048.1	6632459	6634591	+	1394	NA	promoter-TSS (Nvec_NVE8668)	-promoter-TSS (Nvec_NVE8668)	249	Nvec_vc1.1_LOC5506364	Nvec_vc1.1_LOC5506364	Nvec_vc1.1_XM_048723161			LOC5506364			NA
Ncol_pos_R2.mLb.clN_peak_12131	NC_064044.1	7399198	7400724	+	1394	NA	intron (Nvec_vc1.1_LOC5518477, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5518477, intron 1 of 1)	586	Nvec_vc1.1_LOC5518477	Nvec_vc1.1_LOC5518477	Nvec_vc1.1_XM_001638382			LOC5518477			NA
Ncol_pos_R2.mLb.clN_peak_11987	NC_064044.1	4983169	4984029	+	1393	NA	promoter-TSS (Nvec_vc1.1_LOC116613833)	-promoter-TSS (Nvec_vc1.1_LOC116613833)	-23	Nvec_vc1.1_LOC116613833	Nvec_vc1.1_LOC116613833	Nvec_vc1.1_XM_032374288			LOC116613833			NA
Ncol_pos_R2.mLb.clN_peak_10853	NC_064043.1	3508153	3508651	+	1392	NA	exon (Nvec_vc1.1_LOC5516394, exon 1 of 6)	-exon (Nvec_vc1.1_LOC5516394, exon 1 of 6)	147	Nvec_vc1.1_LOC5516394	Nvec_vc1.1_LOC5516394	Nvec_vc1.1_XM_001636409			LOC5516394			NA
Ncol_pos_R2.mLb.clN_peak_190	NC_064034.1	3486667	3487660	+	1392	NA	promoter-TSS (Nvec_vc1.1_LOC5504879)	-promoter-TSS (Nvec_vc1.1_LOC5504879)	-21	Nvec_vc1.1_LOC5504879	Nvec_vc1.1_LOC5504879	Nvec_vc1.1_XM_032373207			LOC5504879			NA
Ncol_pos_R2.mLb.clN_peak_14168	NC_064046.1	9592329	9593789	+	1392	NA	intron (Nvec_vc1.1_LOC5518548, intron 1 of 5)	-intron (Nvec_vc1.1_LOC5518548, intron 1 of 5)	248	Nvec_vc1.1_LOC5518548	Nvec_vc1.1_LOC5518548	Nvec_vc1.1_XM_032363271			LOC5518548			NA
Ncol_pos_R2.mLb.clN_peak_6917	NC_064039.1	6807365	6808279	+	1392	NA	promoter-TSS (Nvec_vc1.1_LOC5515086)	-promoter-TSS (Nvec_vc1.1_LOC5515086)	-44	Nvec_vc1.1_LOC5515044	Nvec_vc1.1_LOC5515044	Nvec_vc1.1_XM_032384626			LOC5515044			NA
Ncol_pos_R2.mLb.clN_peak_13473	NC_064045.1	14330808	14331645	+	1392	NA	promoter-TSS (Nvec_vc1.1_LOC5520180)	-promoter-TSS (Nvec_vc1.1_LOC5520180)	-49	Nvec_vc1.1_LOC5520180	Nvec_vc1.1_LOC5520180	Nvec_vc1.1_XM_032365137			LOC5520180			NA
Ncol_pos_R2.mLb.clN_peak_14618	NC_064047.1	2001287	2002374	+	1391	NA	exon (Nvec_vc1.1_LOC5518853, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5518853, exon 1 of 5)	142	Nvec_vc1.1_LOC5518853	Nvec_vc1.1_LOC5518853	Nvec_vc1.1_XM_032363598			LOC5518853			NA
Ncol_pos_R2.mLb.clN_peak_3923	NC_064036.1	15052648	15053713	+	1390	NA	exon (Nvec_vc1.1_LOC116604742, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116604742, exon 1 of 1)	510	Nvec_vc1.1_LOC116604742	Nvec_vc1.1_LOC116604742	Nvec_vc1.1_XM_032367556			LOC116604742			NA
Ncol_pos_R2.mLb.clN_peak_13084	NC_064045.1	8589265	8590003	+	1389	NA	promoter-TSS (Nvec_vc1.1_LOC5511718)	-promoter-TSS (Nvec_vc1.1_LOC5511718)	-101	Nvec_vc1.1_LOC5511718	Nvec_vc1.1_LOC5511718	Nvec_vc1.1_XM_032381068			LOC5511718			NA
Ncol_pos_R2.mLb.clN_peak_12358	NC_064044.1	11326858	11328157	+	1388	NA	promoter-TSS (Nvec_vc1.1_LOC5504397)	-promoter-TSS (Nvec_vc1.1_LOC5504397)	-212	Nvec_vc1.1_LOC5504409	Nvec_vc1.1_LOC5504409	Nvec_vc1.1_XM_048734494			LOC5504409			NA
Ncol_pos_R2.mLb.clN_peak_12349	NC_064044.1	11252524	11253948	+	1387	NA	promoter-TSS (Nvec_vc1.1_LOC116612101)	-promoter-TSS (Nvec_vc1.1_LOC116612101)	-198	Nvec_vc1.1_LOC116612101	Nvec_vc1.1_LOC116612101	Nvec_vc1.1_XM_032372710			LOC116612101			NA
Ncol_pos_R2.mLb.clN_peak_10982	NC_064043.1	5215086	5216040	+	1387	NA	promoter-TSS (Nvec_vc1.1_LOC5506068)	-promoter-TSS (Nvec_vc1.1_LOC5506068)	13	Nvec_vc1.1_LOC5506067	Nvec_vc1.1_LOC5506067	Nvec_vc1.1_XM_048733860			LOC5506067			NA
Ncol_pos_R2.mLb.clN_peak_1757	NC_064035.1	5519114	5519967	+	1387	NA	promoter-TSS (Nvec_vc1.1_LOC5505224)	-promoter-TSS (Nvec_vc1.1_LOC5505224)	-31	Nvec_vc1.1_LOC5505224	Nvec_vc1.1_LOC5505224	Nvec_vc1.1_XM_032373614			LOC5505224			NA
Ncol_pos_R2.mLb.clN_peak_2353	NC_064035.1	14295222	14295908	+	1387	NA	promoter-TSS (Nvec_vc1.1_LOC5521704)	-promoter-TSS (Nvec_vc1.1_LOC5521704)	68	Nvec_vc1.1_LOC5521703	Nvec_vc1.1_LOC5521703	Nvec_vc1.1_XM_032366870			LOC5521703			NA
Ncol_pos_R2.mLb.clN_peak_5579	NC_064038.1	2315396	2316244	+	1387	NA	promoter-TSS (Nvec_vc1.1_LOC5502940)	-promoter-TSS (Nvec_vc1.1_LOC5502940)	-10	Nvec_vc1.1_LOC5502940	Nvec_vc1.1_LOC5502940	Nvec_vc1.1_XM_048728145			LOC5502940			NA
Ncol_pos_R2.mLb.clN_peak_7036	NC_064039.1	8195698	8196226	+	1387	NA	intron (Nvec_vc1.1_LOC5508334, intron 1 of 10)	-intron (Nvec_vc1.1_LOC5508334, intron 1 of 10)	208	Nvec_vc1.1_LOC5508334	Nvec_vc1.1_LOC5508334	Nvec_vc1.1_XM_032377108			LOC5508334			NA
Ncol_pos_R2.mLb.clN_peak_5021	NC_064037.1	11126555	11127465	+	1387	NA	promoter-TSS (Nvec_vc1.1_LOC5516532)	-promoter-TSS (Nvec_vc1.1_LOC5516532)	96	Nvec_vc1.1_LOC5516523	Nvec_vc1.1_LOC5516523	Nvec_vc1.1_XM_032386385			LOC5516523			NA
Ncol_pos_R2.mLb.clN_peak_2241	NC_064035.1	12287926	12288585	+	1386	NA	intron (Nvec_vc1.1_LOC5514091, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5514091, intron 1 of 4)	160	Nvec_vc1.1_LOC5514091	Nvec_vc1.1_LOC5514091	Nvec_vc1.1_XM_001634196			LOC5514091			NA
Ncol_pos_R2.mLb.clN_peak_13677	NC_064046.1	1892405	1894023	+	1385	NA	exon (Nvec_vc1.1_LOC5508154, exon 1 of 26)	-exon (Nvec_vc1.1_LOC5508154, exon 1 of 26)	134	Nvec_vc1.1_LOC5508154	Nvec_vc1.1_LOC5508154	Nvec_vc1.1_XM_032376946			LOC5508154			NA
Ncol_pos_R2.mLb.clN_peak_562	NC_064034.1	9211501	9212842	+	1385	NA	exon (Nvec_vc1.1_LOC5520359, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5520359, exon 1 of 5)	144	Nvec_vc1.1_LOC5520359	Nvec_vc1.1_LOC5520359	Nvec_vc1.1_XM_032365297			LOC5520359			NA
Ncol_pos_R2.mLb.clN_peak_8261	NC_064040.1	9767081	9768545	+	1384	NA	Intergenic	Intergenic	-5930	Nvec_vc1.1_LOC5518990	Nvec_vc1.1_LOC5518990	Nvec_vc1.1_XM_048730641			LOC5518990			NA
Ncol_pos_R2.mLb.clN_peak_14657	NC_064047.1	2807561	2808698	+	1384	NA	promoter-TSS (Nvec_vc1.1_LOC5504772)	-promoter-TSS (Nvec_vc1.1_LOC5504772)	-157	Nvec_vc1.1_LOC5504772	Nvec_vc1.1_LOC5504772	Nvec_vc1.1_XM_001625611			LOC5504772			NA
Ncol_pos_R2.mLb.clN_peak_9565	NC_064041.1	14798072	14798735	+	1384	NA	intron (Nvec_vc1.1_LOC5510514, intron 15 of 16)	-intron (Nvec_vc1.1_LOC5510514, intron 15 of 16)	-5266	Nvec_vc1.1_LOC116617180	Nvec_vc1.1_LOC116617180	Nvec_vc1.1_XM_032379646			LOC116617180			NA
Ncol_pos_R2.mLb.clN_peak_12936	NC_064045.1	6151732	6152449	+	1384	NA	promoter-TSS (Nvec_vc1.1_LOC5508295)	-promoter-TSS (Nvec_vc1.1_LOC5508295)	92	Nvec_vc1.1_LOC5508295	Nvec_vc1.1_LOC5508295	Nvec_vc1.1_XM_032377089			LOC5508295			NA
Ncol_pos_R2.mLb.clN_peak_9093	NC_064041.1	6352083	6352758	+	1384	NA	promoter-TSS (Nvec_vc1.1_LOC5501581)	-promoter-TSS (Nvec_vc1.1_LOC5501581)	10	Nvec_vc1.1_LOC5501580	Nvec_vc1.1_LOC5501580	Nvec_vc1.1_XM_048731259			LOC5501580			NA
Ncol_pos_R2.mLb.clN_peak_7274	NC_064039.1	11283410	11283958	+	1383	NA	promoter-TSS (Nvec_vc1.1_LOC125567876)	-promoter-TSS (Nvec_vc1.1_LOC125567876)	198	Nvec_vc1.1_LOC116618096	Nvec_vc1.1_LOC116618096	Nvec_vc1.1_XM_048728663			LOC116618096			NA
Ncol_pos_R2.mLb.clN_peak_3093	NC_064036.1	3249200	3250138	+	1383	NA	promoter-TSS (Nvec_vc1.1_LOC5507781)	-promoter-TSS (Nvec_vc1.1_LOC5507781)	-38	Nvec_vc1.1_LOC5507781	Nvec_vc1.1_LOC5507781	Nvec_vc1.1_XM_048725680			LOC5507781			NA
Ncol_pos_R2.mLb.clN_peak_9474	NC_064041.1	13604293	13604984	+	1383	NA	promoter-TSS (Nvec_vc1.1_LOC5516196)	-promoter-TSS (Nvec_vc1.1_LOC5516196)	-41	Nvec_vc1.1_LOC5516196	Nvec_vc1.1_LOC5516196	Nvec_vc1.1_XM_032386090			LOC5516196			NA
Ncol_pos_R2.mLb.clN_peak_11909	NC_064044.1	3918498	3919307	+	1383	NA	Intergenic	Intergenic	8063	Nvec_vc1.1_LOC116619447	Nvec_vc1.1_LOC116619447	Nvec_vc1.1_XM_048733989			LOC116619447			NA
Ncol_pos_R2.mLb.clN_peak_11164	NC_064043.1	7638547	7639620	+	1382	NA	promoter-TSS (Nvec_vc1.1_LOC5522016)	-promoter-TSS (Nvec_vc1.1_LOC5522016)	134	Nvec_vc1.1_LOC5522015	Nvec_vc1.1_LOC5522015	Nvec_vc1.1_XM_032367214			LOC5522015			NA
Ncol_pos_R2.mLb.clN_peak_3137	NC_064036.1	4019161	4020083	+	1381	NA	promoter-TSS (Nvec_vc1.1_LOC5514196)	-promoter-TSS (Nvec_vc1.1_LOC5514196)	-12	Nvec_vc1.1_LOC5514196	Nvec_vc1.1_LOC5514196	Nvec_vc1.1_XM_001634360			LOC5514196			NA
Ncol_pos_R2.mLb.clN_peak_721	NC_064034.1	11311218	11312514	+	1381	NA	promoter-TSS (Nvec_vc1.1_LOC116601163)	-promoter-TSS (Nvec_vc1.1_LOC116601163)	-418	Nvec_vc1.1_LOC116601163	Nvec_vc1.1_LOC116601163	Nvec_vc1.1_XM_032361844			LOC116601163			NA
Ncol_pos_R2.mLb.clN_peak_6799	NC_064039.1	5196695	5197649	+	1380	NA	promoter-TSS (Nvec_vc1.1_LOC5521520)	-promoter-TSS (Nvec_vc1.1_LOC5521520)	-29	Nvec_vc1.1_LOC5521520	Nvec_vc1.1_LOC5521520	Nvec_vc1.1_XM_001641265			LOC5521520			NA
Ncol_pos_R2.mLb.clN_peak_13854	NC_064046.1	4223264	4225201	+	1380	NA	promoter-TSS (Nvec_vc1.1_LOC5512265)	-promoter-TSS (Nvec_vc1.1_LOC5512265)	379	Nvec_vc1.1_LOC5512264	Nvec_vc1.1_LOC5512264	Nvec_vc1.1_XM_001632534			LOC5512264			NA
Ncol_pos_R2.mLb.clN_peak_6967	NC_064039.1	7320507	7321455	+	1380	NA	Intergenic	Intergenic	-3306	Nvec_vc1.1_LOC5515009	Nvec_vc1.1_LOC5515009	Nvec_vc1.1_XM_048729104			LOC5515009			NA
Ncol_pos_R2.mLb.clN_peak_13474	NC_064045.1	14343671	14344530	+	1379	NA	promoter-TSS (Nvec_vc1.1_LOC5520265)	-promoter-TSS (Nvec_vc1.1_LOC5520265)	-180	Nvec_vc1.1_LOC5520265	Nvec_vc1.1_LOC5520265	Nvec_vc1.1_XM_048719934			LOC5520265			NA
Ncol_pos_R2.mLb.clN_peak_10027	NC_064042.1	5297424	5298060	+	1379	NA	promoter-TSS (Nvec_vc1.1_LOC5511003)	-promoter-TSS (Nvec_vc1.1_LOC5511003)	120	Nvec_vc1.1_LOC5511017	Nvec_vc1.1_LOC5511017	Nvec_vc1.1_XM_001631390			LOC5511017			NA
Ncol_pos_R2.mLb.clN_peak_15119	NC_064047.1	10897582	10898652	+	1379	NA	intron (Nvec_vc1.1_LOC116612376, intron 1 of 7)	-intron (Nvec_vc1.1_LOC116612376, intron 1 of 7)	-4513	Nvec_vc1.1_LOC125559952	Nvec_vc1.1_LOC125559952	Nvec_vc1.1_XM_048722269			LOC125559952			NA
Ncol_pos_R2.mLb.clN_peak_7466	NC_064039.1	13952852	13953501	+	1379	NA	promoter-TSS (Nvec_vc1.1_LOC116614753)	-promoter-TSS (Nvec_vc1.1_LOC116614753)	-41	Nvec_vc1.1_LOC116614753	Nvec_vc1.1_LOC116614753	Nvec_vc1.1_XM_048728794			LOC116614753			NA
Ncol_pos_R2.mLb.clN_peak_11758	NC_064043.1	16459766	16460610	+	1378	NA	exon (Nvec_vc1.1_LOC5505537, exon 1 of 6)	-exon (Nvec_vc1.1_LOC5505537, exon 1 of 6)	145	Nvec_vc1.1_LOC5505537	Nvec_vc1.1_LOC5505537	Nvec_vc1.1_XM_001626270			LOC5505537			NA
Ncol_pos_R2.mLb.clN_peak_5737	NC_064038.1	5032780	5033347	+	1378	NA	intron (Nvec_vc1.1_LOC116616152, intron 1 of 5)	-intron (Nvec_vc1.1_LOC116616152, intron 1 of 5)	4810	Nvec_vc1.1_LOC116616152	Nvec_vc1.1_LOC116616152	Nvec_vc1.1_XM_032378075			LOC116616152			NA
Ncol_pos_R2.mLb.clN_peak_12803	NC_064045.1	4127570	4127921	+	1377	NA	TTS (Nvec_vc1.1_LOC5516899)	-TTS (Nvec_vc1.1_LOC5516899)	184	Nvec_vc1.1_LOC5516949	Nvec_vc1.1_LOC5516949	Nvec_vc1.1_XM_032386833			LOC5516949			NA
Ncol_pos_R2.mLb.clN_peak_3036	NC_064036.1	2421086	2421980	+	1377	NA	promoter-TSS (Nvec_vc1.1_LOC116612023)	-promoter-TSS (Nvec_vc1.1_LOC116612023)	16	Nvec_vc1.1_LOC116612023	Nvec_vc1.1_LOC116612023	Nvec_vc1.1_XM_032372651			LOC116612023			NA
Ncol_pos_R2.mLb.clN_peak_4735	NC_064037.1	7011252	7012287	+	1377	NA	promoter-TSS (Nvec_vc1.1_LOC5519596)	-promoter-TSS (Nvec_vc1.1_LOC5519596)	35	Nvec_vc1.1_LOC5519596	Nvec_vc1.1_LOC5519596	Nvec_vc1.1_XM_001639426			LOC5519596			NA
Ncol_pos_R2.mLb.clN_peak_1362	NC_064034.1	21503223	21503882	+	1377	NA	promoter-TSS (Nvec_v1g90177)	-promoter-TSS (Nvec_v1g90177)	-294	Nvec_v1g90177	Nvec_v1g90177	Nvec_v1g90177						NA
Ncol_pos_R2.mLb.clN_peak_7902	NC_064040.1	5230340	5231813	+	1377	NA	promoter-TSS (Nvec_vc1.1_LOC5504041)	-promoter-TSS (Nvec_vc1.1_LOC5504041)	-182	Nvec_vc1.1_LOC5504042	Nvec_vc1.1_LOC5504042	Nvec_vc1.1_XM_032372320			LOC5504042			NA
Ncol_pos_R2.mLb.clN_peak_9629	NC_064041.1	15903252	15903951	+	1377	NA	promoter-TSS (Nvec_vc1.1_LOC5505358)	-promoter-TSS (Nvec_vc1.1_LOC5505358)	86	Nvec_vc1.1_LOC5505358	Nvec_vc1.1_LOC5505358	Nvec_vc1.1_XM_001626150			LOC5505358			NA
