PeakID (cmd=annotatePeaks.pl Fox_pos_R1.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_pos_R1.mLb.clN_peak_9572	NC_064042.1	9237149	9238046	+	2323	NA	promoter-TSS (Nvec_vc1.1_LOC5504844)	-promoter-TSS (Nvec_vc1.1_LOC5504844)	-7	Nvec_vc1.1_LOC5504850	Nvec_vc1.1_LOC5504850	Nvec_vc1.1_XM_032373193			LOC5504850			NA
Fox_pos_R1.mLb.clN_peak_11476	NC_064044.1	10192750	10193705	+	2321	NA	promoter-TSS (Nvec_vc1.1_LOC5510189)	-promoter-TSS (Nvec_vc1.1_LOC5510189)	-21	Nvec_vc1.1_LOC5510189	Nvec_vc1.1_LOC5510189	Nvec_vc1.1_XM_032379287			LOC5510189			NA
Fox_pos_R1.mLb.clN_peak_4930	NC_064037.1	15090125	15091455	+	2320	NA	promoter-TSS (Nvec_vc1.1_LOC116614630)	-promoter-TSS (Nvec_vc1.1_LOC116614630)	64	Nvec_vc1.1_LOC116614630	Nvec_vc1.1_LOC116614630	Nvec_vc1.1_XM_032375814			LOC116614630			NA
Fox_pos_R1.mLb.clN_peak_12016	NC_064045.1	4769233	4770157	+	2319	NA	promoter-TSS (Nvec_vc1.1_LOC5509663)	-promoter-TSS (Nvec_vc1.1_LOC5509663)	-6	Nvec_vc1.1_LOC5509663	Nvec_vc1.1_LOC5509663	Nvec_vc1.1_XM_001630110			LOC5509663			NA
Fox_pos_R1.mLb.clN_peak_8932	NC_064041.1	15755231	15755954	+	2316	NA	promoter-TSS (Nvec_vc1.1_LOC5505343)	-promoter-TSS (Nvec_vc1.1_LOC5505343)	45	Nvec_vc1.1_LOC5505343	Nvec_vc1.1_LOC5505343	Nvec_vc1.1_XM_032373791			LOC5505343			NA
Fox_pos_R1.mLb.clN_peak_14441	NC_064048.1	2779907	2780692	+	2312	NA	promoter-TSS (Nvec_vc1.1_LOC5510821)	-promoter-TSS (Nvec_vc1.1_LOC5510821)	-25	Nvec_vc1.1_LOC5510804	Nvec_vc1.1_LOC5510804	Nvec_vc1.1_XM_001631214			LOC5510804			NA
Fox_pos_R1.mLb.clN_peak_12799	NC_064046.1	2542170	2542693	+	2310	NA	promoter-TSS (Nvec_vc1.1_LOC116618816)	-promoter-TSS (Nvec_vc1.1_LOC116618816)	70	Nvec_vc1.1_LOC116618817	Nvec_vc1.1_LOC116618817	Nvec_vc1.1_XM_048720745			LOC116618817			NA
Fox_pos_R1.mLb.clN_peak_3258	NC_064036.1	9296729	9298061	+	2309	NA	TTS (Nvec_vc1.1_LOC5513211)	-TTS (Nvec_vc1.1_LOC5513211)	175	Nvec_vc1.1_LOC5513206	Nvec_vc1.1_LOC5513206	Nvec_vc1.1_XM_032382733			LOC5513206			NA
Fox_pos_R1.mLb.clN_peak_4571	NC_064037.1	9030338	9031218	+	2308	NA	promoter-TSS (Nvec_vc1.1_LOC5506567)	-promoter-TSS (Nvec_vc1.1_LOC5506567)	-165	Nvec_vc1.1_LOC5506567	Nvec_vc1.1_LOC5506567	Nvec_vc1.1_XM_032374999			LOC5506567			NA
Fox_pos_R1.mLb.clN_peak_13189	NC_064046.1	8758593	8759342	+	2308	NA	promoter-TSS (Nvec_vc1.1_LOC116602121)	-promoter-TSS (Nvec_vc1.1_LOC116602121)	53	Nvec_vc1.1_LOC116602121	Nvec_vc1.1_LOC116602121	Nvec_vc1.1_XM_032363274			LOC116602121			NA
Fox_pos_R1.mLb.clN_peak_14500	NC_064048.1	3994040	3994779	+	2305	NA	promoter-TSS (Nvec_vc1.1_LOC5515674)	-promoter-TSS (Nvec_vc1.1_LOC5515674)	33	Nvec_vc1.1_LOC5515674	Nvec_vc1.1_LOC5515674	Nvec_vc1.1_XM_032385330			LOC5515674			NA
Fox_pos_R1.mLb.clN_peak_2675	NC_064036.1	690631	691668	+	2303	NA	promoter-TSS (Nvec_vc1.1_LOC5517028)	-promoter-TSS (Nvec_vc1.1_LOC5517028)	-16	Nvec_vc1.1_LOC5517028	Nvec_vc1.1_LOC5517028	Nvec_vc1.1_XM_001637068			LOC5517028			NA
Fox_pos_R1.mLb.clN_peak_13695	NC_064047.1	2475024	2475739	+	2301	NA	promoter-TSS (Nvec_vc1.1_LOC5518868)	-promoter-TSS (Nvec_vc1.1_LOC5518868)	-78	Nvec_vc1.1_LOC5518868	Nvec_vc1.1_LOC5518868	Nvec_vc1.1_XM_032363526			LOC5518868			NA
Fox_pos_R1.mLb.clN_peak_4165	NC_064037.1	3529261	3530130	+	2301	NA	promoter-TSS (Nvec_vc1.1_LOC125561813)	-promoter-TSS (Nvec_vc1.1_LOC125561813)	218	Nvec_vc1.1_LOC5507554	Nvec_vc1.1_LOC5507554	Nvec_vc1.1_XM_001628143			LOC5507554			NA
Fox_pos_R1.mLb.clN_peak_13558	NC_064046.1	14563277	14565026	+	2300	NA	promoter-TSS (Nvec_vc1.1_LOC5502324)	-promoter-TSS (Nvec_vc1.1_LOC5502324)	-599	Nvec_vc1.1_LOC5502319	Nvec_vc1.1_LOC5502319	Nvec_vc1.1_XM_032370582			LOC5502319			NA
Fox_pos_R1.mLb.clN_peak_12914	NC_064046.1	4016116	4017419	+	2300	NA	promoter-TSS (Nvec_vc1.1_LOC5512256)	-promoter-TSS (Nvec_vc1.1_LOC5512256)	-249	Nvec_vc1.1_LOC5512256	Nvec_vc1.1_LOC5512256	Nvec_vc1.1_XM_001632526			LOC5512256			NA
Fox_pos_R1.mLb.clN_peak_6511	NC_064039.1	7159131	7159774	+	2300	NA	promoter-TSS (Nvec_vc1.1_LOC5515019)	-promoter-TSS (Nvec_vc1.1_LOC5515019)	-58	Nvec_vc1.1_LOC5515019	Nvec_vc1.1_LOC5515019	Nvec_vc1.1_XM_032384654			LOC5515019			NA
Fox_pos_R1.mLb.clN_peak_6756	NC_064039.1	10894121	10894959	+	2299	NA	promoter-TSS (Nvec_NVE13432)	-promoter-TSS (Nvec_NVE13432)	-1	Nvec_vc1.1_LOC116611619	Nvec_vc1.1_LOC116611619	Nvec_vc1.1_XM_048728916			LOC116611619			NA
Fox_pos_R1.mLb.clN_peak_11924	NC_064045.1	3488019	3489821	+	2297	NA	promoter-TSS (Nvec_vc1.1_LOC5516871)	-promoter-TSS (Nvec_vc1.1_LOC5516871)	-182	Nvec_vc1.1_LOC5516871	Nvec_vc1.1_LOC5516871	Nvec_vc1.1_XM_001636911			LOC5516871			NA
Fox_pos_R1.mLb.clN_peak_1740	NC_064035.1	7325989	7326940	+	2297	NA	promoter-TSS (Nvec_vc1.1_LOC5514379)	-promoter-TSS (Nvec_vc1.1_LOC5514379)	-189	Nvec_vc1.1_LOC5514379	Nvec_vc1.1_LOC5514379	Nvec_vc1.1_XM_001634481			LOC5514379			NA
Fox_pos_R1.mLb.clN_peak_3983	NC_064037.1	984511	985488	+	2296	NA	promoter-TSS (Nvec_vc1.1_LOC5516170)	-promoter-TSS (Nvec_vc1.1_LOC5516170)	-35	Nvec_vc1.1_LOC5516136	Nvec_vc1.1_LOC5516136	Nvec_vc1.1_XM_048725870			LOC5516136			NA
Fox_pos_R1.mLb.clN_peak_5506	NC_064038.1	7402909	7403579	+	2296	NA	promoter-TSS (Nvec_NVE17192)	-promoter-TSS (Nvec_NVE17192)	-109	Nvec_vc1.1_LOC116609537	Nvec_vc1.1_LOC116609537	Nvec_vc1.1_XM_048727811			LOC116609537			NA
Fox_pos_R1.mLb.clN_peak_4500	NC_064037.1	8007560	8008860	+	2293	NA	promoter-TSS (Nvec_vc1.1_LOC5519739)	-promoter-TSS (Nvec_vc1.1_LOC5519739)	-134	Nvec_vc1.1_LOC5519647	Nvec_vc1.1_LOC5519647	Nvec_vc1.1_XM_001639572			LOC5519647			NA
Fox_pos_R1.mLb.clN_peak_11038	NC_064044.1	908691	909783	+	2292	NA	promoter-TSS (Nvec_vc1.1_LOC5511427)	-promoter-TSS (Nvec_vc1.1_LOC5511427)	-111	Nvec_vc1.1_LOC5511448	Nvec_vc1.1_LOC5511448	Nvec_vc1.1_XM_048733933			LOC5511448			NA
Fox_pos_R1.mLb.clN_peak_8146	NC_064040.1	16793303	16794750	+	2291	NA	promoter-TSS (Nvec_vc1.1_LOC5515999)	-promoter-TSS (Nvec_vc1.1_LOC5515999)	-439	Nvec_vc1.1_LOC5515999	Nvec_vc1.1_LOC5515999	Nvec_vc1.1_XM_001636100			LOC5515999			NA
Fox_pos_R1.mLb.clN_peak_11403	NC_064044.1	8777539	8778378	+	2291	NA	promoter-TSS (Nvec_vc1.1_LOC5508650)	-promoter-TSS (Nvec_vc1.1_LOC5508650)	8	Nvec_vc1.1_LOC5508650	Nvec_vc1.1_LOC5508650	Nvec_vc1.1_XM_032377445			LOC5508650			NA
Fox_pos_R1.mLb.clN_peak_12078	NC_064045.1	5804753	5806042	+	2290	NA	promoter-TSS (Nvec_vc1.1_LOC5506388)	-promoter-TSS (Nvec_vc1.1_LOC5506388)	-195	Nvec_vc1.1_LOC5506388	Nvec_vc1.1_LOC5506388	Nvec_vc1.1_XM_048719696			LOC5506388			NA
Fox_pos_R1.mLb.clN_peak_4680	NC_064037.1	10984031	10985013	+	2289	NA	promoter-TSS (Nvec_vc1.1_LOC5516537)	-promoter-TSS (Nvec_vc1.1_LOC5516537)	-42	Nvec_vc1.1_LOC5516525	Nvec_vc1.1_LOC5516525	Nvec_vc1.1_XM_048726643			LOC5516525			NA
Fox_pos_R1.mLb.clN_peak_4025	NC_064037.1	1540708	1541783	+	2285	NA	promoter-TSS (Nvec_vc1.1_LOC5509226)	-promoter-TSS (Nvec_vc1.1_LOC5509226)	-122	Nvec_vc1.1_LOC5499345	Nvec_vc1.1_LOC5499345	Nvec_vc1.1_XM_048726694			LOC5499345			NA
Fox_pos_R1.mLb.clN_peak_13148	NC_064046.1	8099571	8101595	+	2281	NA	exon (Nvec_vc1.1_LOC5507060, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5507060, exon 1 of 2)	1402	Nvec_vc1.1_LOC5507060	Nvec_vc1.1_LOC5507060	Nvec_vc1.1_XM_032375505			LOC5507060			NA
Fox_pos_R1.mLb.clN_peak_9145	NC_064042.1	2573387	2574306	+	2279	NA	promoter-TSS (Nvec_vc1.1_LOC5511671)	-promoter-TSS (Nvec_vc1.1_LOC5511671)	-99	Nvec_vc1.1_LOC5511671	Nvec_vc1.1_LOC5511671	Nvec_vc1.1_XM_001632010			LOC5511671			NA
Fox_pos_R1.mLb.clN_peak_13924	NC_064047.1	6539004	6539990	+	2279	NA	promoter-TSS (Nvec_vc1.1_LOC5505109)	-promoter-TSS (Nvec_vc1.1_LOC5505109)	-3	Nvec_vc1.1_LOC5505109	Nvec_vc1.1_LOC5505109	Nvec_vc1.1_XM_001625916			LOC5505109			NA
Fox_pos_R1.mLb.clN_peak_6346	NC_064039.1	4721060	4722646	+	2278	NA	promoter-TSS (Nvec_vc1.1_LOC5521395)	-promoter-TSS (Nvec_vc1.1_LOC5521395)	-435	Nvec_vc1.1_LOC5521395	Nvec_vc1.1_LOC5521395	Nvec_vc1.1_XM_032366627			LOC5521395			NA
Fox_pos_R1.mLb.clN_peak_4125	NC_064037.1	2929016	2929695	+	2277	NA	promoter-TSS (Nvec_v1g208496)	-promoter-TSS (Nvec_v1g208496)	-39	Nvec_v1g208496	Nvec_v1g208496	Nvec_v1g208496						NA
Fox_pos_R1.mLb.clN_peak_1367	NC_064035.1	1632357	1633308	+	2277	NA	promoter-TSS (Nvec_vc1.1_LOC5518337)	-promoter-TSS (Nvec_vc1.1_LOC5518337)	17	Nvec_vc1.1_LOC5518337	Nvec_vc1.1_LOC5518337	Nvec_vc1.1_XM_001638188			LOC5518337			NA
Fox_pos_R1.mLb.clN_peak_10269	NC_064043.1	4801094	4802133	+	2276	NA	promoter-TSS (Nvec_vc1.1_LOC5510236)	-promoter-TSS (Nvec_vc1.1_LOC5510236)	-214	Nvec_vc1.1_LOC5510236	Nvec_vc1.1_LOC5510236	Nvec_vc1.1_XM_001630679			LOC5510236			NA
Fox_pos_R1.mLb.clN_peak_9380	NC_064042.1	6158123	6158850	+	2276	NA	promoter-TSS (Nvec_vc1.1_LOC5507075)	-promoter-TSS (Nvec_vc1.1_LOC5507075)	48	Nvec_vc1.1_LOC5507075	Nvec_vc1.1_LOC5507075	Nvec_vc1.1_XM_001627690			LOC5507075			NA
Fox_pos_R1.mLb.clN_peak_2823	NC_064036.1	2718187	2718933	+	2273	NA	promoter-TSS (Nvec_vc1.1_LOC5513855)	-promoter-TSS (Nvec_vc1.1_LOC5513855)	41	Nvec_vc1.1_LOC5513852	Nvec_vc1.1_LOC5513852	Nvec_vc1.1_XM_001634064			LOC5513852			NA
Fox_pos_R1.mLb.clN_peak_8921	NC_064041.1	15352258	15353210	+	2273	NA	promoter-TSS (Nvec_vc1.1_LOC5506014)	-promoter-TSS (Nvec_vc1.1_LOC5506014)	-130	Nvec_vc1.1_LOC5506023	Nvec_vc1.1_LOC5506023	Nvec_vc1.1_XM_048731316			LOC5506023			NA
Fox_pos_R1.mLb.clN_peak_11815	NC_064045.1	1607251	1608409	+	2272	NA	intron (Nvec_vc1.1_LOC5502887, intron 25 of 59)	-intron (Nvec_vc1.1_LOC5502887, intron 25 of 59)	34958	Nvec_vc1.1_LOC5502887	Nvec_vc1.1_LOC5502887	Nvec_vc1.1_XM_032371194			LOC5502887			NA
Fox_pos_R1.mLb.clN_peak_8755	NC_064041.1	12604547	12605425	+	2272	NA	promoter-TSS (Nvec_vc1.1_LOC5505902)	-promoter-TSS (Nvec_vc1.1_LOC5505902)	-172	Nvec_vc1.1_LOC116613809	Nvec_vc1.1_LOC116613809	Nvec_vc1.1_XM_032374260			LOC116613809			NA
Fox_pos_R1.mLb.clN_peak_13637	NC_064047.1	1431809	1432541	+	2269	NA	promoter-TSS (Nvec_vc1.1_LOC5518831)	-promoter-TSS (Nvec_vc1.1_LOC5518831)	-104	Nvec_vc1.1_LOC5518831	Nvec_vc1.1_LOC5518831	Nvec_vc1.1_XM_032363577			LOC5518831			NA
Fox_pos_R1.mLb.clN_peak_5137	NC_064037.1	17875034	17875857	+	2268	NA	promoter-TSS (Nvec_vc1.1_LOC5506933)	-promoter-TSS (Nvec_vc1.1_LOC5506933)	-159	Nvec_vc1.1_LOC5506933	Nvec_vc1.1_LOC5506933	Nvec_vc1.1_XM_048726439			LOC5506933			NA
Fox_pos_R1.mLb.clN_peak_8846	NC_064041.1	14098237	14099412	+	2268	NA	promoter-TSS (Nvec_vc1.1_LOC5510477)	-promoter-TSS (Nvec_vc1.1_LOC5510477)	53	Nvec_vc1.1_LOC5510477	Nvec_vc1.1_LOC5510477	Nvec_vc1.1_XM_048731802			LOC5510477			NA
Fox_pos_R1.mLb.clN_peak_7583	NC_064040.1	7735821	7736704	+	2268	NA	promoter-TSS (Nvec_vc1.1_LOC5520891)	-promoter-TSS (Nvec_vc1.1_LOC5520891)	-55	Nvec_vc1.1_LOC5520891	Nvec_vc1.1_LOC5520891	Nvec_vc1.1_XM_048730018			LOC5520891			NA
Fox_pos_R1.mLb.clN_peak_6386	NC_064039.1	5259895	5260658	+	2267	NA	promoter-TSS (Nvec_vc1.1_LOC5521526)	-promoter-TSS (Nvec_vc1.1_LOC5521526)	28	Nvec_vc1.1_LOC5521526	Nvec_vc1.1_LOC5521526	Nvec_vc1.1_XM_032366722			LOC5521526			NA
Fox_pos_R1.mLb.clN_peak_10443	NC_064043.1	7438838	7439945	+	2267	NA	promoter-TSS (Nvec_vc1.1_LOC5522028)	-promoter-TSS (Nvec_vc1.1_LOC5522028)	-140	Nvec_vc1.1_LOC5522028	Nvec_vc1.1_LOC5522028	Nvec_vc1.1_XM_001641749			LOC5522028			NA
Fox_pos_R1.mLb.clN_peak_10796	NC_064043.1	12644455	12645534	+	2265	NA	promoter-TSS (Nvec_vc1.1_LOC5512517)	-promoter-TSS (Nvec_vc1.1_LOC5512517)	-114	Nvec_vc1.1_LOC5512517	Nvec_vc1.1_LOC5512517	Nvec_vc1.1_XM_001632792			LOC5512517			NA
Fox_pos_R1.mLb.clN_peak_1305	NC_064034.1	21994261	21994925	+	2265	NA	promoter-TSS (Nvec_vc1.1_LOC5518326)	-promoter-TSS (Nvec_vc1.1_LOC5518326)	-81	Nvec_vc1.1_LOC5518326	Nvec_vc1.1_LOC5518326	Nvec_vc1.1_XM_001638180			LOC5518326			NA
Fox_pos_R1.mLb.clN_peak_8577	NC_064041.1	8435212	8435962	+	2259	NA	promoter-TSS (Nvec_vc1.1_LOC5519298)	-promoter-TSS (Nvec_vc1.1_LOC5519298)	63	Nvec_vc1.1_LOC5519298	Nvec_vc1.1_LOC5519298	Nvec_vc1.1_XM_001639161			LOC5519298			NA
Fox_pos_R1.mLb.clN_peak_947	NC_064034.1	16681830	16682352	+	2255	NA	promoter-TSS (Nvec_vc1.1_LOC5504703)	-promoter-TSS (Nvec_vc1.1_LOC5504703)	-34	Nvec_vc1.1_LOC5504703	Nvec_vc1.1_LOC5504703	Nvec_vc1.1_XM_032373017			LOC5504703			NA
Fox_pos_R1.mLb.clN_peak_10913	NC_064043.1	14146477	14147566	+	2252	NA	promoter-TSS (Nvec_vc1.1_LOC5517716)	-promoter-TSS (Nvec_vc1.1_LOC5517716)	-114	Nvec_vc1.1_LOC5517716	Nvec_vc1.1_LOC5517716	Nvec_vc1.1_XM_032362302			LOC5517716			NA
Fox_pos_R1.mLb.clN_peak_3853	NC_064036.1	18024212	18025052	+	2249	NA	promoter-TSS (Nvec_vc1.1_LOC5509392)	-promoter-TSS (Nvec_vc1.1_LOC5509392)	-21	Nvec_vc1.1_LOC5509391	Nvec_vc1.1_LOC5509391	Nvec_vc1.1_XM_001629864			LOC5509391			NA
Fox_pos_R1.mLb.clN_peak_11727	NC_064044.1	15241423	15242616	+	2245	NA	promoter-TSS (Nvec_vc1.1_LOC5505811)	-promoter-TSS (Nvec_vc1.1_LOC5505811)	141	Nvec_vc1.1_LOC116613576	Nvec_vc1.1_LOC116613576	Nvec_vc1.1_XM_048734658			LOC116613576			NA
Fox_pos_R1.mLb.clN_peak_12590	NC_064045.1	14892426	14893212	+	2244	NA	promoter-TSS (Nvec_vc1.1_LOC5506895)	-promoter-TSS (Nvec_vc1.1_LOC5506895)	-128	Nvec_vc1.1_LOC5506895	Nvec_vc1.1_LOC5506895	Nvec_vc1.1_XM_001627517			LOC5506895			NA
Fox_pos_R1.mLb.clN_peak_8538	NC_064041.1	7431326	7432081	+	2237	NA	promoter-TSS (Nvec_vc1.1_LOC5515240)	-promoter-TSS (Nvec_vc1.1_LOC5515240)	91	Nvec_vc1.1_LOC5515240	Nvec_vc1.1_LOC5515240	Nvec_vc1.1_XM_001635331			LOC5515240			NA
Fox_pos_R1.mLb.clN_peak_2942	NC_064036.1	4587585	4588239	+	2236	NA	promoter-TSS (Nvec_vc1.1_LOC5512592)	-promoter-TSS (Nvec_vc1.1_LOC5512592)	-56	Nvec_vc1.1_LOC5512592	Nvec_vc1.1_LOC5512592	Nvec_vc1.1_XM_032382060			LOC5512592			NA
Fox_pos_R1.mLb.clN_peak_824	NC_064034.1	13676003	13676886	+	2236	NA	promoter-TSS (Nvec_vc1.1_LOC5515844)	-promoter-TSS (Nvec_vc1.1_LOC5515844)	-14	Nvec_vc1.1_LOC5515844	Nvec_vc1.1_LOC5515844	Nvec_vc1.1_XM_001635967			LOC5515844			NA
Fox_pos_R1.mLb.clN_peak_2440	NC_064035.1	18132909	18134010	+	2235	NA	promoter-TSS (Nvec_vc1.1_LOC5509056)	-promoter-TSS (Nvec_vc1.1_LOC5509056)	-107	Nvec_vc1.1_LOC5509056	Nvec_vc1.1_LOC5509056	Nvec_vc1.1_XM_032377910			LOC5509056			NA
Fox_pos_R1.mLb.clN_peak_5895	NC_064038.1	14996315	14997220	+	2235	NA	intron (Nvec_vc1.1_LOC5503992, intron 3 of 4)	-intron (Nvec_vc1.1_LOC5503992, intron 3 of 4)	5106	Nvec_vc1.1_LOC5503992	Nvec_vc1.1_LOC5503992	Nvec_vc1.1_XM_001624875			LOC5503992			NA
Fox_pos_R1.mLb.clN_peak_2011	NC_064035.1	11462833	11463525	+	2232	NA	promoter-TSS (Nvec_vc1.1_LOC5521102)	-promoter-TSS (Nvec_vc1.1_LOC5521102)	-44	Nvec_vc1.1_LOC5521102	Nvec_vc1.1_LOC5521102	Nvec_vc1.1_XM_032366452			LOC5521102			NA
Fox_pos_R1.mLb.clN_peak_5018	NC_064037.1	16089521	16090064	+	2230	NA	exon (Nvec_vc1.1_LOC5516156, exon 1 of 15)	-exon (Nvec_vc1.1_LOC5516156, exon 1 of 15)	112	Nvec_vc1.1_LOC5516156	Nvec_vc1.1_LOC5516156	Nvec_vc1.1_XM_001636201			LOC5516156			NA
Fox_pos_R1.mLb.clN_peak_8147	NC_064040.1	16806194	16806952	+	2229	NA	promoter-TSS (Nvec_vc1.1_LOC5515998)	-promoter-TSS (Nvec_vc1.1_LOC5515998)	5	Nvec_vc1.1_LOC5516047	Nvec_vc1.1_LOC5516047	Nvec_vc1.1_XM_048730104			LOC5516047			NA
Fox_pos_R1.mLb.clN_peak_7927	NC_064040.1	12941647	12942506	+	2227	NA	promoter-TSS (Nvec_vc1.1_LOC5508210)	-promoter-TSS (Nvec_vc1.1_LOC5508210)	55	Nvec_vc1.1_LOC5508210	Nvec_vc1.1_LOC5508210	Nvec_vc1.1_XM_048729812			LOC5508210			NA
Fox_pos_R1.mLb.clN_peak_9440	NC_064042.1	7419915	7420741	+	2227	NA	promoter-TSS (Nvec_vc1.1_LOC5518151)	-promoter-TSS (Nvec_vc1.1_LOC5518151)	57	Nvec_vc1.1_LOC5518151	Nvec_vc1.1_LOC5518151	Nvec_vc1.1_XM_032362774			LOC5518151			NA
Fox_pos_R1.mLb.clN_peak_5535	NC_064038.1	7932619	7933999	+	2224	NA	promoter-TSS (Nvec_vc1.1_LOC5505725)	-promoter-TSS (Nvec_vc1.1_LOC5505725)	-249	Nvec_vc1.1_LOC5505725	Nvec_vc1.1_LOC5505725	Nvec_vc1.1_XM_032374073			LOC5505725			NA
Fox_pos_R1.mLb.clN_peak_3586	NC_064036.1	13934812	13935510	+	2222	NA	promoter-TSS (Nvec_vc1.1_LOC5518746)	-promoter-TSS (Nvec_vc1.1_LOC5518746)	-95	Nvec_vc1.1_LOC5518746	Nvec_vc1.1_LOC5518746	Nvec_vc1.1_XM_001638573			LOC5518746			NA
Fox_pos_R1.mLb.clN_peak_9160	NC_064042.1	2729224	2729964	+	2222	NA	promoter-TSS (Nvec_vc1.1_LOC5511637)	-promoter-TSS (Nvec_vc1.1_LOC5511637)	37	Nvec_vc1.1_LOC5511637	Nvec_vc1.1_LOC5511637	Nvec_vc1.1_XM_001631955			LOC5511637			NA
Fox_pos_R1.mLb.clN_peak_4140	NC_064037.1	3164543	3165317	+	2221	NA	promoter-TSS (Nvec_vc1.1_LOC5502211)	-promoter-TSS (Nvec_vc1.1_LOC5502211)	89	Nvec_vc1.1_LOC5502211	Nvec_vc1.1_LOC5502211	Nvec_vc1.1_XM_001623382			LOC5502211			NA
Fox_pos_R1.mLb.clN_peak_1958	NC_064035.1	10452364	10452963	+	2220	NA	promoter-TSS (Nvec_vc1.1_LOC5521173)	-promoter-TSS (Nvec_vc1.1_LOC5521173)	121	Nvec_vc1.1_LOC5521174	Nvec_vc1.1_LOC5521174	Nvec_vc1.1_XM_032366427			LOC5521174			NA
Fox_pos_R1.mLb.clN_peak_8951	NC_064041.1	16121204	16123271	+	2220	NA	intron (Nvec_vc1.1_LOC5507985, intron 2 of 5)	-intron (Nvec_vc1.1_LOC5507985, intron 2 of 5)	-9454	Nvec_vc1.1_LOC5507971	Nvec_vc1.1_LOC5507971	Nvec_vc1.1_XM_001628522			LOC5507971			NA
Fox_pos_R1.mLb.clN_peak_11408	NC_064044.1	8837931	8838994	+	2216	NA	promoter-TSS (Nvec_vc1.1_LOC5508658)	-promoter-TSS (Nvec_vc1.1_LOC5508658)	-57	Nvec_vc1.1_LOC5508658	Nvec_vc1.1_LOC5508658	Nvec_vc1.1_XM_001629180			LOC5508658			NA
Fox_pos_R1.mLb.clN_peak_3572	NC_064036.1	13753370	13754725	+	2215	NA	promoter-TSS (Nvec_vc1.1_LOC5518735)	-promoter-TSS (Nvec_vc1.1_LOC5518735)	-128	Nvec_vc1.1_LOC5518735	Nvec_vc1.1_LOC5518735	Nvec_vc1.1_XM_001638628			LOC5518735			NA
Fox_pos_R1.mLb.clN_peak_13557	NC_064046.1	14555765	14556723	+	2214	NA	promoter-TSS (Nvec_vc1.1_LOC5502323)	-promoter-TSS (Nvec_vc1.1_LOC5502323)	-54	Nvec_vc1.1_LOC5502318	Nvec_vc1.1_LOC5502318	Nvec_vc1.1_XM_048720566			LOC5502318			NA
Fox_pos_R1.mLb.clN_peak_14769	NC_064048.1	8613622	8614526	+	2210	NA	promoter-TSS (Nvec_v1g218449)	-promoter-TSS (Nvec_v1g218449)	-56	Nvec_v1g218449	Nvec_v1g218449	Nvec_v1g218449						NA
Fox_pos_R1.mLb.clN_peak_3727	NC_064036.1	16214025	16215155	+	2206	NA	promoter-TSS (Nvec_vc1.1_LOC5507165)	-promoter-TSS (Nvec_vc1.1_LOC5507165)	-82	Nvec_vc1.1_LOC5507165	Nvec_vc1.1_LOC5507165	Nvec_vc1.1_XM_001627792			LOC5507165			NA
Fox_pos_R1.mLb.clN_peak_4721	NC_064037.1	11552949	11554231	+	2205	NA	promoter-TSS (Nvec_vc1.1_LOC5516555)	-promoter-TSS (Nvec_vc1.1_LOC5516555)	-203	Nvec_vc1.1_LOC5516555	Nvec_vc1.1_LOC5516555	Nvec_vc1.1_XM_001636631			LOC5516555			NA
Fox_pos_R1.mLb.clN_peak_7017	NC_064039.1	14683202	14684294	+	2204	NA	promoter-TSS (Nvec_vc1.1_LOC5515136)	-promoter-TSS (Nvec_vc1.1_LOC5515136)	-94	Nvec_vc1.1_LOC5515135	Nvec_vc1.1_LOC5515135	Nvec_vc1.1_XM_032384751			LOC5515135			NA
Fox_pos_R1.mLb.clN_peak_7384	NC_064040.1	4787272	4788098	+	2204	NA	promoter-TSS (Nvec_vc1.1_LOC5500286)	-promoter-TSS (Nvec_vc1.1_LOC5500286)	-20	Nvec_vc1.1_LOC5500286	Nvec_vc1.1_LOC5500286	Nvec_vc1.1_XM_001621715			LOC5500286			NA
Fox_pos_R1.mLb.clN_peak_12891	NC_064046.1	3575501	3576387	+	2203	NA	promoter-TSS (Nvec_vc1.1_LOC5506279)	-promoter-TSS (Nvec_vc1.1_LOC5506279)	10	Nvec_vc1.1_LOC5506279	Nvec_vc1.1_LOC5506279	Nvec_vc1.1_XM_032374662			LOC5506279			NA
Fox_pos_R1.mLb.clN_peak_14136	NC_064047.1	10566583	10567332	+	2200	NA	promoter-TSS (Nvec_vc1.1_LOC5503175)	-promoter-TSS (Nvec_vc1.1_LOC5503175)	-11	Nvec_vc1.1_LOC5503175	Nvec_vc1.1_LOC5503175	Nvec_vc1.1_XM_001624216			LOC5503175			NA
Fox_pos_R1.mLb.clN_peak_9784	NC_064042.1	12973455	12974244	+	2199	NA	promoter-TSS (Nvec_v1g171933)	-promoter-TSS (Nvec_v1g171933)	7	Nvec_v1g171933	Nvec_v1g171933	Nvec_v1g171933						NA
