PeakID (cmd=annotatePeaks.pl Ncol_pos_R3.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Ncol_pos_R3.mLb.clN_peak_1650	NC_064035.1	3765878	3766453	+	1210	NA	exon (Nvec_vc1.1_LOC116619551, exon 1 of 8)	-exon (Nvec_vc1.1_LOC116619551, exon 1 of 8)	160	Nvec_vc1.1_LOC116619551	Nvec_vc1.1_LOC116619551	Nvec_vc1.1_XM_048722729			LOC116619551			NA
Ncol_pos_R3.mLb.clN_peak_13583	NC_064045.1	13332959	13333367	+	1210	NA	promoter-TSS (Nvec_vc1.1_LOC5520229)	-promoter-TSS (Nvec_vc1.1_LOC5520229)	-139	Nvec_vc1.1_LOC5520229	Nvec_vc1.1_LOC5520229	Nvec_vc1.1_XM_001640023			LOC5520229			NA
Ncol_pos_R3.mLb.clN_peak_712	NC_064034.1	10588557	10589432	+	1209	NA	promoter-TSS (Nvec_vc1.1_LOC5507520)	-promoter-TSS (Nvec_vc1.1_LOC5507520)	64	Nvec_vc1.1_LOC5507520	Nvec_vc1.1_LOC5507520	Nvec_vc1.1_XM_001628095			LOC5507520			NA
Ncol_pos_R3.mLb.clN_peak_1683	NC_064035.1	4168855	4169701	+	1207	NA	promoter-TSS (Nvec_vc1.1_LOC116619525)	-promoter-TSS (Nvec_vc1.1_LOC116619525)	-157	Nvec_vc1.1_LOC5514817	Nvec_vc1.1_LOC5514817	Nvec_vc1.1_XM_032384391			LOC5514817			NA
Ncol_pos_R3.mLb.clN_peak_15228	NC_064047.1	10079840	10080735	+	1207	NA	promoter-TSS (Nvec_vc1.1_LOC5510355)	-promoter-TSS (Nvec_vc1.1_LOC5510355)	28	Nvec_vc1.1_LOC5510355	Nvec_vc1.1_LOC5510355	Nvec_vc1.1_XM_001630746			LOC5510355			NA
Ncol_pos_R3.mLb.clN_peak_13898	NC_064046.1	2710266	2711049	+	1206	NA	promoter-TSS (Nvec_vc1.1_LOC5513353)	-promoter-TSS (Nvec_vc1.1_LOC5513353)	168	Nvec_vc1.1_LOC5513344	Nvec_vc1.1_LOC5513344	Nvec_vc1.1_XM_032382893			LOC5513344			NA
Ncol_pos_R3.mLb.clN_peak_929	NC_064034.1	13615620	13616609	+	1205	NA	promoter-TSS (Nvec_vc1.1_LOC5515860)	-promoter-TSS (Nvec_vc1.1_LOC5515860)	-8	Nvec_vc1.1_LOC5515902	Nvec_vc1.1_LOC5515902	Nvec_vc1.1_XM_032385746			LOC5515902			NA
Ncol_pos_R3.mLb.clN_peak_482	NC_064034.1	7589267	7589898	+	1205	NA	exon (Nvec_vc1.1_LOC5519010, exon 1 of 40)	-exon (Nvec_vc1.1_LOC5519010, exon 1 of 40)	132	Nvec_vc1.1_LOC5519010	Nvec_vc1.1_LOC5519010	Nvec_vc1.1_XM_032363792			LOC5519010			NA
Ncol_pos_R3.mLb.clN_peak_734	NC_064034.1	11196794	11197894	+	1204	NA	promoter-TSS (Nvec_vc1.1_LOC5517408)	-promoter-TSS (Nvec_vc1.1_LOC5517408)	-103	Nvec_vc1.1_LOC5517408	Nvec_vc1.1_LOC5517408	Nvec_vc1.1_XM_032361823			LOC5517408			NA
Ncol_pos_R3.mLb.clN_peak_13842	NC_064046.1	1973658	1974554	+	1204	NA	TTS (Nvec_vc1.1_LOC5508156)	-TTS (Nvec_vc1.1_LOC5508156)	201	Nvec_vc1.1_LOC5508148	Nvec_vc1.1_LOC5508148	Nvec_vc1.1_XM_032376932			LOC5508148			NA
Ncol_pos_R3.mLb.clN_peak_3204	NC_064036.1	3475937	3476544	+	1204	NA	promoter-TSS (Nvec_vc1.1_LOC5510046)	-promoter-TSS (Nvec_vc1.1_LOC5510046)	-38	Nvec_vc1.1_LOC5510047	Nvec_vc1.1_LOC5510047	Nvec_vc1.1_XM_048724452			LOC5510047			NA
Ncol_pos_R3.mLb.clN_peak_13730	NC_064046.1	578851	580440	+	1202	NA	intron (Nvec_vc1.1_LOC5521598, intron 2 of 10)	-intron (Nvec_vc1.1_LOC5521598, intron 2 of 10)	12042	Nvec_vc1.1_LOC5521598	Nvec_vc1.1_LOC5521598	Nvec_vc1.1_XM_032366764			LOC5521598			NA
Ncol_pos_R3.mLb.clN_peak_4004	NC_064036.1	14660807	14661717	+	1202	NA	promoter-TSS (Nvec_vc1.1_LOC5522188)	-promoter-TSS (Nvec_vc1.1_LOC5522188)	-12	Nvec_vc1.1_LOC5522186	Nvec_vc1.1_LOC5522186	Nvec_vc1.1_XM_048725609			LOC5522186			NA
Ncol_pos_R3.mLb.clN_peak_930	NC_064034.1	13630261	13630914	+	1202	NA	promoter-TSS (Nvec_vc1.1_LOC5515841)	-promoter-TSS (Nvec_vc1.1_LOC5515841)	-45	Nvec_vc1.1_LOC5515841	Nvec_vc1.1_LOC5515841	Nvec_vc1.1_XM_001635969			LOC5515841			NA
Ncol_pos_R3.mLb.clN_peak_4291	NC_064036.1	19218575	19219265	+	1202	NA	promoter-TSS (Nvec_vc1.1_LOC5509038)	-promoter-TSS (Nvec_vc1.1_LOC5509038)	54	Nvec_vc1.1_LOC5509038	Nvec_vc1.1_LOC5509038	Nvec_vc1.1_XM_001629504			LOC5509038			NA
Ncol_pos_R3.mLb.clN_peak_10046	NC_064042.1	2846475	2847763	+	1202	NA	promoter-TSS (Nvec_vc1.1_LOC5511627)	-promoter-TSS (Nvec_vc1.1_LOC5511627)	17	Nvec_vc1.1_LOC5511627	Nvec_vc1.1_LOC5511627	Nvec_vc1.1_XM_032381054			LOC5511627			NA
Ncol_pos_R3.mLb.clN_peak_4838	NC_064037.1	6775177	6776004	+	1201	NA	exon (Nvec_vc1.1_LOC5519569, exon 1 of 23)	-exon (Nvec_vc1.1_LOC5519569, exon 1 of 23)	118	Nvec_vc1.1_LOC5519569	Nvec_vc1.1_LOC5519569	Nvec_vc1.1_XM_001639417			LOC5519569			NA
Ncol_pos_R3.mLb.clN_peak_13585	NC_064045.1	13378097	13380665	+	1200	NA	exon (Nvec_vc1.1_LOC5520150, exon 1 of 28)	-exon (Nvec_vc1.1_LOC5520150, exon 1 of 28)	288	Nvec_vc1.1_LOC5520150	Nvec_vc1.1_LOC5520150	Nvec_vc1.1_XM_048719892			LOC5520150			NA
Ncol_pos_R3.mLb.clN_peak_11757	NC_064043.1	13413978	13416286	+	1200	NA	intron (Nvec_vc1.1_LOC5500924, intron 2 of 12)	-intron (Nvec_vc1.1_LOC5500924, intron 2 of 12)	917	Nvec_vc1.1_LOC5500924	Nvec_vc1.1_LOC5500924	Nvec_vc1.1_XM_048733537			LOC5500924			NA
Ncol_pos_R3.mLb.clN_peak_4738	NC_064037.1	5500776	5503215	+	1199	NA	promoter-TSS (Nvec_vc1.1_LOC5502465)	-promoter-TSS (Nvec_vc1.1_LOC5502465)	63	Nvec_vc1.1_LOC5502465	Nvec_vc1.1_LOC5502465	Nvec_vc1.1_XM_048726137			LOC5502465			NA
Ncol_pos_R3.mLb.clN_peak_7791	NC_064039.1	17048966	17049572	+	1199	NA	promoter-TSS (Nvec_vc1.1_LOC116618752)	-promoter-TSS (Nvec_vc1.1_LOC116618752)	-139	Nvec_vc1.1_LOC116618752	Nvec_vc1.1_LOC116618752	Nvec_vc1.1_XM_048728802			LOC116618752			NA
Ncol_pos_R3.mLb.clN_peak_9142	NC_064041.1	3777880	3778565	+	1199	NA	promoter-TSS (Nvec_vc1.1_LOC125570231)	-promoter-TSS (Nvec_vc1.1_LOC125570231)	-26	Nvec_vc1.1_LOC125570232	Nvec_vc1.1_LOC125570232	Nvec_vc1.1_XM_048731583			LOC125570232			NA
Ncol_pos_R3.mLb.clN_peak_1288	NC_064034.1	20217312	20218830	+	1199	NA	promoter-TSS (Nvec_NVE11067)	-promoter-TSS (Nvec_NVE11067)	-318	Nvec_vc1.1_LOC5504933	Nvec_vc1.1_LOC5504933	Nvec_vc1.1_XM_032373308			LOC5504933			NA
Ncol_pos_R3.mLb.clN_peak_5357	NC_064037.1	14808605	14809147	+	1199	NA	promoter-TSS (Nvec_vc1.1_LOC5501115)	-promoter-TSS (Nvec_vc1.1_LOC5501115)	-15	Nvec_vc1.1_LOC5501116	Nvec_vc1.1_LOC5501116	Nvec_vc1.1_XM_048726816			LOC5501116			NA
Ncol_pos_R3.mLb.clN_peak_12154	NC_064044.1	4983292	4984031	+	1198	NA	promoter-TSS (Nvec_vc1.1_LOC116613833)	-promoter-TSS (Nvec_vc1.1_LOC116613833)	39	Nvec_vc1.1_LOC116613833	Nvec_vc1.1_LOC116613833	Nvec_vc1.1_XM_032374288			LOC116613833			NA
Ncol_pos_R3.mLb.clN_peak_11447	NC_064043.1	9191385	9192162	+	1197	NA	promoter-TSS (Nvec_vc1.1_LOC5513592)	-promoter-TSS (Nvec_vc1.1_LOC5513592)	-638	Nvec_vc1.1_LOC5513592	Nvec_vc1.1_LOC5513592	Nvec_vc1.1_XM_032383114			LOC5513592			NA
Ncol_pos_R3.mLb.clN_peak_13791	NC_064046.1	1405194	1405930	+	1197	NA	promoter-TSS (Nvec_vc1.1_LOC5505149)	-promoter-TSS (Nvec_vc1.1_LOC5505149)	48	Nvec_vc1.1_LOC5505149	Nvec_vc1.1_LOC5505149	Nvec_vc1.1_XM_032373576			LOC5505149			NA
Ncol_pos_R3.mLb.clN_peak_4336	NC_064036.1	20158487	20159742	+	1196	NA	intron (Nvec_vc1.1_LOC5505298, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5505298, intron 1 of 3)	380	Nvec_vc1.1_LOC5505298	Nvec_vc1.1_LOC5505298	Nvec_vc1.1_XM_032373727			LOC5505298			NA
Ncol_pos_R3.mLb.clN_peak_10884	NC_064043.1	1752301	1752845	+	1196	NA	promoter-TSS (Nvec_vc1.1_LOC5512187)	-promoter-TSS (Nvec_vc1.1_LOC5512187)	-30	Nvec_vc1.1_LOC5512161	Nvec_vc1.1_LOC5512161	Nvec_vc1.1_XM_001632490			LOC5512161			NA
Ncol_pos_R3.mLb.clN_peak_12482	NC_064044.1	10084262	10084630	+	1195	NA	intron (Nvec_vc1.1_LOC5499925, intron 2 of 8)	-intron (Nvec_vc1.1_LOC5499925, intron 2 of 8)	7984	Nvec_vc1.1_LOC125573493	Nvec_vc1.1_LOC125573493	Nvec_vc1.1_XM_048733921			LOC125573493			NA
Ncol_pos_R3.mLb.clN_peak_6499	NC_064038.1	16550588	16551009	+	1195	NA	Intergenic	Intergenic	-6279	Nvec_vc1.1_LOC5508080	Nvec_vc1.1_LOC5508080	Nvec_vc1.1_XM_001628633			LOC5508080			NA
Ncol_pos_R3.mLb.clN_peak_1648	NC_064035.1	3733638	3734367	+	1195	NA	promoter-TSS (Nvec_vc1.1_LOC5514795)	-promoter-TSS (Nvec_vc1.1_LOC5514795)	40	Nvec_vc1.1_LOC5514795	Nvec_vc1.1_LOC5514795	Nvec_vc1.1_XM_032384376			LOC5514795			NA
Ncol_pos_R3.mLb.clN_peak_10859	NC_064043.1	656721	657647	+	1195	NA	Intergenic	Intergenic	-5878	Nvec_vc1.1_LOC116617328	Nvec_vc1.1_LOC116617328	Nvec_vc1.1_XM_048733478			LOC116617328			NA
Ncol_pos_R3.mLb.clN_peak_11159	NC_064043.1	5279833	5280943	+	1194	NA	promoter-TSS (Nvec_vc1.1_LOC5506061)	-promoter-TSS (Nvec_vc1.1_LOC5506061)	-116	Nvec_vc1.1_LOC5506061	Nvec_vc1.1_LOC5506061	Nvec_vc1.1_XM_001626724			LOC5506061			NA
Ncol_pos_R3.mLb.clN_peak_7884	NC_064040.1	1956553	1957594	+	1194	NA	promoter-TSS (Nvec_vc1.1_LOC5511958)	-promoter-TSS (Nvec_vc1.1_LOC5511958)	165	Nvec_vc1.1_LOC5506160	Nvec_vc1.1_LOC5506160	Nvec_vc1.1_XM_048730476			LOC5506160			NA
Ncol_pos_R3.mLb.clN_peak_4911	NC_064037.1	7757394	7757620	+	1194	NA	promoter-TSS (Nvec_vc1.1_LOC5519725)	-promoter-TSS (Nvec_vc1.1_LOC5519725)	-17	Nvec_vc1.1_LOC125561914	Nvec_vc1.1_LOC125561914	Nvec_vc1.1_XM_048726735			LOC125561914			NA
Ncol_pos_R3.mLb.clN_peak_10570	NC_064042.1	11285498	11286018	+	1193	NA	promoter-TSS (Nvec_vc1.1_LOC5507794)	-promoter-TSS (Nvec_vc1.1_LOC5507794)	26	Nvec_vc1.1_LOC5507807	Nvec_vc1.1_LOC5507807	Nvec_vc1.1_XM_001628383			LOC5507807			NA
Ncol_pos_R3.mLb.clN_peak_15835	NC_064048.1	8430233	8431722	+	1193	NA	Intergenic	Intergenic	-3305	Nvec_vc1.1_LOC5506085	Nvec_vc1.1_LOC5506085	Nvec_vc1.1_XM_032374461			LOC5506085			NA
Ncol_pos_R3.mLb.clN_peak_3767	NC_064036.1	11502592	11503314	+	1193	NA	promoter-TSS (Nvec_vc1.1_LOC5520069)	-promoter-TSS (Nvec_vc1.1_LOC5520069)	80	Nvec_vc1.1_LOC116603553	Nvec_vc1.1_LOC116603553	Nvec_vc1.1_XM_032364923			LOC116603553			NA
Ncol_pos_R3.mLb.clN_peak_12924	NC_064045.1	3314915	3315757	+	1192	NA	promoter-TSS (Nvec_vc1.1_LOC116620873)	-promoter-TSS (Nvec_vc1.1_LOC116620873)	31	Nvec_vc1.1_LOC116620873	Nvec_vc1.1_LOC116620873	Nvec_vc1.1_XM_032386785			LOC116620873			NA
Ncol_pos_R3.mLb.clN_peak_6239	NC_064038.1	10790850	10791802	+	1192	NA	exon (Nvec_vc1.1_LOC5517664, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5517664, exon 1 of 2)	1894	Nvec_vc1.1_LOC5517664	Nvec_vc1.1_LOC5517664	Nvec_vc1.1_XM_001637630			LOC5517664			NA
Ncol_pos_R3.mLb.clN_peak_12434	NC_064044.1	9246606	9247309	+	1192	NA	promoter-TSS (Nvec_vc1.1_LOC5503225)	-promoter-TSS (Nvec_vc1.1_LOC5503225)	-34	Nvec_vc1.1_LOC5503239	Nvec_vc1.1_LOC5503239	Nvec_vc1.1_XM_001624290			LOC5503239			NA
Ncol_pos_R3.mLb.clN_peak_13694	NC_064045.1	15250156	15251594	+	1190	NA	promoter-TSS (Nvec_vc1.1_LOC116608103)	-promoter-TSS (Nvec_vc1.1_LOC116608103)	-459	Nvec_vc1.1_LOC5501025	Nvec_vc1.1_LOC5501025	Nvec_vc1.1_XM_048720025			LOC5501025			NA
Ncol_pos_R3.mLb.clN_peak_6249	NC_064038.1	10899038	10899805	+	1189	NA	promoter-TSS (Nvec_vc1.1_LOC5517672)	-promoter-TSS (Nvec_vc1.1_LOC5517672)	-130	Nvec_vc1.1_LOC5517672	Nvec_vc1.1_LOC5517672	Nvec_vc1.1_XM_001637563			LOC5517672			NA
Ncol_pos_R3.mLb.clN_peak_14198	NC_064046.1	7569878	7571106	+	1189	NA	promoter-TSS (Nvec_vc1.1_LOC5502772)	-promoter-TSS (Nvec_vc1.1_LOC5502772)	-165	Nvec_vc1.1_LOC5502772	Nvec_vc1.1_LOC5502772	Nvec_vc1.1_XM_001623881			LOC5502772			NA
Ncol_pos_R3.mLb.clN_peak_401	NC_064034.1	6485267	6485994	+	1189	NA	promoter-TSS (Nvec_vc1.1_LOC116605154)	-promoter-TSS (Nvec_vc1.1_LOC116605154)	-96	Nvec_vc1.1_LOC116605154	Nvec_vc1.1_LOC116605154	Nvec_vc1.1_XM_032367980			LOC116605154			NA
Ncol_pos_R3.mLb.clN_peak_11707	NC_064043.1	12667909	12668436	+	1187	NA	Intergenic	Intergenic	-1006	Nvec_vc1.1_LOC5512515	Nvec_vc1.1_LOC5512515	Nvec_vc1.1_XM_032381956			LOC5512515			NA
Ncol_pos_R3.mLb.clN_peak_5267	NC_064037.1	13317973	13318999	+	1186	NA	promoter-TSS (Nvec_vc1.1_LOC5511071)	-promoter-TSS (Nvec_vc1.1_LOC5511071)	95	Nvec_vc1.1_LOC5511050	Nvec_vc1.1_LOC5511050	Nvec_vc1.1_XM_032380282			LOC5511050			NA
Ncol_pos_R3.mLb.clN_peak_8673	NC_064040.1	13098250	13099030	+	1186	NA	promoter-TSS (Nvec_vc1.1_LOC5508200)	-promoter-TSS (Nvec_vc1.1_LOC5508200)	16	Nvec_vc1.1_LOC5508200	Nvec_vc1.1_LOC5508200	Nvec_vc1.1_XM_001628786			LOC5508200			NA
Ncol_pos_R3.mLb.clN_peak_5303	NC_064037.1	13802999	13803702	+	1186	NA	promoter-TSS (Nvec_vc1.1_LOC5510913)	-promoter-TSS (Nvec_vc1.1_LOC5510913)	-18	Nvec_vc1.1_LOC116617421	Nvec_vc1.1_LOC116617421	Nvec_vc1.1_XM_032380150			LOC116617421			NA
Ncol_pos_R3.mLb.clN_peak_4214	NC_064036.1	17694225	17694892	+	1186	NA	exon (Nvec_vc1.1_LOC5506545, exon 1 of 4)	-exon (Nvec_vc1.1_LOC5506545, exon 1 of 4)	120	Nvec_vc1.1_LOC5506545	Nvec_vc1.1_LOC5506545	Nvec_vc1.1_XM_001627204			LOC5506545			NA
Ncol_pos_R3.mLb.clN_peak_14422	NC_064046.1	11488678	11489848	+	1186	NA	exon (Nvec_vc1.1_LOC5519434, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5519434, exon 1 of 5)	353	Nvec_vc1.1_LOC5519434	Nvec_vc1.1_LOC5519434	Nvec_vc1.1_XM_032364316			LOC5519434			NA
Ncol_pos_R3.mLb.clN_peak_15800	NC_064048.1	7615842	7616662	+	1185	NA	promoter-TSS (Nvec_vc1.1_LOC5509883)	-promoter-TSS (Nvec_vc1.1_LOC5509883)	-35	Nvec_vc1.1_LOC5509872	Nvec_vc1.1_LOC5509872	Nvec_vc1.1_XM_048722558			LOC5509872			NA
Ncol_pos_R3.mLb.clN_peak_13137	NC_064045.1	6379799	6380573	+	1185	NA	promoter-TSS (Nvec_vc1.1_LOC5508303)	-promoter-TSS (Nvec_vc1.1_LOC5508303)	36	Nvec_vc1.1_LOC5508303	Nvec_vc1.1_LOC5508303	Nvec_vc1.1_XM_001628843			LOC5508303			NA
Ncol_pos_R3.mLb.clN_peak_3244	NC_064036.1	4050575	4051388	+	1185	NA	promoter-TSS (Nvec_vc1.1_LOC5514209)	-promoter-TSS (Nvec_vc1.1_LOC5514209)	-47	Nvec_vc1.1_LOC5514222	Nvec_vc1.1_LOC5514222	Nvec_vc1.1_XM_048725692			LOC5514222			NA
Ncol_pos_R3.mLb.clN_peak_13724	NC_064046.1	500579	502060	+	1185	NA	promoter-TSS (Nvec_vc1.1_LOC5521597)	-promoter-TSS (Nvec_vc1.1_LOC5521597)	-311	Nvec_vc1.1_LOC5521473	Nvec_vc1.1_LOC5521473	Nvec_vc1.1_XM_001641330			LOC5521473			NA
Ncol_pos_R3.mLb.clN_peak_14681	NC_064047.1	667526	668392	+	1185	NA	promoter-TSS (Nvec_vc1.1_LOC5512863)	-promoter-TSS (Nvec_vc1.1_LOC5512863)	24	Nvec_vc1.1_LOC5512863	Nvec_vc1.1_LOC5512863	Nvec_vc1.1_XM_001633090			LOC5512863			NA
Ncol_pos_R3.mLb.clN_peak_5747	NC_064038.1	3504963	3507171	+	1185	NA	Intergenic	Intergenic	-8077	Nvec_vc1.1_LOC5517794	Nvec_vc1.1_LOC5517794	Nvec_vc1.1_XM_001637690			LOC5517794			NA
Ncol_pos_R3.mLb.clN_peak_635	NC_064034.1	9715339	9716199	+	1183	NA	promoter-TSS (Nvec_vc1.1_LOC5520331)	-promoter-TSS (Nvec_vc1.1_LOC5520331)	163	Nvec_vc1.1_LOC5520329	Nvec_vc1.1_LOC5520329	Nvec_vc1.1_XM_001640198			LOC5520329			NA
Ncol_pos_R3.mLb.clN_peak_11333	NC_064043.1	7755226	7755935	+	1183	NA	promoter-TSS (Nvec_vc1.1_LOC5522006)	-promoter-TSS (Nvec_vc1.1_LOC5522006)	-94	Nvec_vc1.1_LOC5522006	Nvec_vc1.1_LOC5522006	Nvec_vc1.1_XM_001641733			LOC5522006			NA
Ncol_pos_R3.mLb.clN_peak_6912	NC_064039.1	4732353	4733035	+	1182	NA	promoter-TSS (Nvec_vc1.1_LOC5521365)	-promoter-TSS (Nvec_vc1.1_LOC5521365)	65	Nvec_vc1.1_LOC5521365	Nvec_vc1.1_LOC5521365	Nvec_vc1.1_XM_001641126			LOC5521365			NA
Ncol_pos_R3.mLb.clN_peak_7772	NC_064039.1	16414586	16415923	+	1182	NA	promoter-TSS (Nvec_vc1.1_LOC5513282)	-promoter-TSS (Nvec_vc1.1_LOC5513282)	391	Nvec_vc1.1_LOC5513290	Nvec_vc1.1_LOC5513290	Nvec_vc1.1_XM_001633543			LOC5513290			NA
Ncol_pos_R3.mLb.clN_peak_5495	NC_064037.1	16415368	16416157	+	1181	NA	promoter-TSS (Nvec_vc1.1_LOC5513936)	-promoter-TSS (Nvec_vc1.1_LOC5513936)	-32	Nvec_vc1.1_LOC5513936	Nvec_vc1.1_LOC5513936	Nvec_vc1.1_XM_001634105			LOC5513936			NA
Ncol_pos_R3.mLb.clN_peak_2866	NC_064035.1	19881410	19882679	+	1181	NA	intron (Nvec_vc1.1_LOC5508492, intron 3 of 7)	-intron (Nvec_vc1.1_LOC5508492, intron 3 of 7)	2000	Nvec_vc1.1_LOC5508492	Nvec_vc1.1_LOC5508492	Nvec_vc1.1_XM_001629037			LOC5508492			NA
Ncol_pos_R3.mLb.clN_peak_5697	NC_064038.1	1320014	1321045	+	1181	NA	promoter-TSS (Nvec_vc1.1_LOC5501007)	-promoter-TSS (Nvec_vc1.1_LOC5501007)	-91	Nvec_vc1.1_LOC5501007	Nvec_vc1.1_LOC5501007	Nvec_vc1.1_XM_048728165			LOC5501007			NA
Ncol_pos_R3.mLb.clN_peak_5865	NC_064038.1	4965398	4966039	+	1180	NA	promoter-TSS (Nvec_vc1.1_LOC5509174)	-promoter-TSS (Nvec_vc1.1_LOC5509174)	-55	Nvec_vc1.1_LOC5509174	Nvec_vc1.1_LOC5509174	Nvec_vc1.1_XM_032378070			LOC5509174			NA
Ncol_pos_R3.mLb.clN_peak_11080	NC_064043.1	4111783	4113063	+	1180	NA	intron (Nvec_vc1.1_LOC116612231, intron 1 of 6)	-intron (Nvec_vc1.1_LOC116612231, intron 1 of 6)	331	Nvec_vc1.1_LOC116612231	Nvec_vc1.1_LOC116612231	Nvec_vc1.1_XM_032372869			LOC116612231			NA
Ncol_pos_R3.mLb.clN_peak_10776	NC_064042.1	14907728	14908869	+	1179	NA	promoter-TSS (Nvec_vc1.1_LOC5507926)	-promoter-TSS (Nvec_vc1.1_LOC5507926)	-297	Nvec_vc1.1_LOC5507926	Nvec_vc1.1_LOC5507926	Nvec_vc1.1_XM_032376646			LOC5507926			NA
Ncol_pos_R3.mLb.clN_peak_15204	NC_064047.1	9825928	9826725	+	1179	NA	intron (Nvec_vc1.1_LOC5510333, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5510333, intron 1 of 1)	2551	Nvec_vc1.1_LOC5510333	Nvec_vc1.1_LOC5510333	Nvec_vc1.1_XM_001630767			LOC5510333			NA
Ncol_pos_R3.mLb.clN_peak_13339	NC_064045.1	9912365	9912891	+	1178	NA	exon (Nvec_vc1.1_LOC5508465, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5508465, exon 1 of 1)	144	Nvec_vc1.1_LOC5508465	Nvec_vc1.1_LOC5508465	Nvec_vc1.1_XM_001629003			LOC5508465			NA
Ncol_pos_R3.mLb.clN_peak_2793	NC_064035.1	19052529	19053160	+	1178	NA	exon (Nvec_vc1.1_LOC5525266, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5525266, exon 1 of 2)	226	Nvec_vc1.1_LOC5525266	Nvec_vc1.1_LOC5525266	Nvec_vc1.1_XM_032375690			LOC5525266			NA
Ncol_pos_R3.mLb.clN_peak_4116	NC_064036.1	16124360	16125123	+	1178	NA	promoter-TSS (Nvec_vc1.1_LOC5507162)	-promoter-TSS (Nvec_vc1.1_LOC5507162)	36	Nvec_vc1.1_LOC5507162	Nvec_vc1.1_LOC5507162	Nvec_vc1.1_XM_048724425			LOC5507162			NA
Ncol_pos_R3.mLb.clN_peak_9970	NC_064042.1	1779893	1780706	+	1178	NA	promoter-TSS (Nvec_vc1.1_LOC116616871)	-promoter-TSS (Nvec_vc1.1_LOC116616871)	-19	Nvec_vc1.1_LOC116616871	Nvec_vc1.1_LOC116616871	Nvec_vc1.1_XM_032378983			LOC116616871			NA
Ncol_pos_R3.mLb.clN_peak_6095	NC_064038.1	8703900	8704945	+	1177	NA	exon (Nvec_vc1.1_LOC5519851, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5519851, exon 1 of 1)	203	Nvec_vc1.1_LOC5519851	Nvec_vc1.1_LOC5519851	Nvec_vc1.1_XM_032364771			LOC5519851			NA
Ncol_pos_R3.mLb.clN_peak_14133	NC_064046.1	6440425	6441195	+	1177	NA	exon (Nvec_vc1.1_LOC5517997, exon 1 of 9)	-exon (Nvec_vc1.1_LOC5517997, exon 1 of 9)	519	Nvec_vc1.1_LOC5517997	Nvec_vc1.1_LOC5517997	Nvec_vc1.1_XM_032362529			LOC5517997			NA
Ncol_pos_R3.mLb.clN_peak_1328	NC_064034.1	20866971	20867723	+	1177	NA	promoter-TSS (Nvec_vc1.1_LOC5518245)	-promoter-TSS (Nvec_vc1.1_LOC5518245)	23	Nvec_vc1.1_LOC5518245	Nvec_vc1.1_LOC5518245	Nvec_vc1.1_XM_032362924			LOC5518245			NA
Ncol_pos_R3.mLb.clN_peak_14458	NC_064046.1	11862335	11862687	+	1176	NA	promoter-TSS (Nvec_vc1.1_LOC5519505)	-promoter-TSS (Nvec_vc1.1_LOC5519505)	54	Nvec_vc1.1_LOC5519505	Nvec_vc1.1_LOC5519505	Nvec_vc1.1_XM_001639285			LOC5519505			NA
Ncol_pos_R3.mLb.clN_peak_4516	NC_064037.1	2886351	2886949	+	1176	NA	exon (Nvec_vc1.1_LOC5511546, exon 1 of 33)	-exon (Nvec_vc1.1_LOC5511546, exon 1 of 33)	163	Nvec_vc1.1_LOC5511546	Nvec_vc1.1_LOC5511546	Nvec_vc1.1_XM_048726593			LOC5511546			NA
Ncol_pos_R3.mLb.clN_peak_5502	NC_064037.1	16478531	16479198	+	1174	NA	intron (Nvec_vc1.1_LOC116619115, intron 1 of 6)	-intron (Nvec_vc1.1_LOC116619115, intron 1 of 6)	256	Nvec_vc1.1_LOC116619115	Nvec_vc1.1_LOC116619115	Nvec_vc1.1_XM_032383524			LOC116619115			NA
Ncol_pos_R3.mLb.clN_peak_11051	NC_064043.1	3932960	3933682	+	1174	NA	promoter-TSS (Nvec_vc1.1_LOC5509532)	-promoter-TSS (Nvec_vc1.1_LOC5509532)	-20	Nvec_vc1.1_LOC5509532	Nvec_vc1.1_LOC5509532	Nvec_vc1.1_XM_032378443			LOC5509532			NA
Ncol_pos_R3.mLb.clN_peak_14542	NC_064046.1	12928609	12929390	+	1173	NA	promoter-TSS (Nvec_vc1.1_LOC5519555)	-promoter-TSS (Nvec_vc1.1_LOC5519555)	-36	Nvec_vc1.1_LOC5519555	Nvec_vc1.1_LOC5519555	Nvec_vc1.1_XM_001639326			LOC5519555			NA
