PeakID (cmd=annotatePeaks.pl Ncol_pos_R1.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Ncol_pos_R1.mLb.clN_peak_3446	NC_064036.1	14104223	14105796	+	1333	NA	exon (Nvec_vc1.1_LOC5518755, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5518755, exon 2 of 2)	4148	Nvec_vc1.1_LOC5518755	Nvec_vc1.1_LOC5518755	Nvec_vc1.1_XM_032363417			LOC5518755			NA
Ncol_pos_R1.mLb.clN_peak_9280	NC_064042.1	12250895	12252463	+	1333	NA	promoter-TSS (Nvec_vc1.1_LOC5512355)	-promoter-TSS (Nvec_vc1.1_LOC5512355)	-90	Nvec_vc1.1_LOC5512347	Nvec_vc1.1_LOC5512347	Nvec_vc1.1_XM_001632672			LOC5512347			NA
Ncol_pos_R1.mLb.clN_peak_5727	NC_064039.1	376268	377044	+	1332	NA	promoter-TSS (Nvec_vc1.1_LOC5511511)	-promoter-TSS (Nvec_vc1.1_LOC5511511)	-61	Nvec_vc1.1_LOC5511511	Nvec_vc1.1_LOC5511511	Nvec_vc1.1_XM_048728768			LOC5511511			NA
Ncol_pos_R1.mLb.clN_peak_1478	NC_064035.1	4676361	4677106	+	1331	NA	promoter-TSS (Nvec_vc1.1_LOC5508907)	-promoter-TSS (Nvec_vc1.1_LOC5508907)	32	Nvec_vc1.1_LOC5508907	Nvec_vc1.1_LOC5508907	Nvec_vc1.1_XM_001629402			LOC5508907			NA
Ncol_pos_R1.mLb.clN_peak_8756	NC_064042.1	2846493	2847903	+	1330	NA	promoter-TSS (Nvec_vc1.1_LOC5511627)	-promoter-TSS (Nvec_vc1.1_LOC5511627)	96	Nvec_vc1.1_LOC5511627	Nvec_vc1.1_LOC5511627	Nvec_vc1.1_XM_032381054			LOC5511627			NA
Ncol_pos_R1.mLb.clN_peak_7653	NC_064040.1	14975411	14976134	+	1329	NA	promoter-TSS (Nvec_vc1.1_LOC5511901)	-promoter-TSS (Nvec_vc1.1_LOC5511901)	89	Nvec_vc1.1_LOC5511901	Nvec_vc1.1_LOC5511901	Nvec_vc1.1_XM_001632226			LOC5511901			NA
Ncol_pos_R1.mLb.clN_peak_1143	NC_064034.1	20866795	20867712	+	1328	NA	promoter-TSS (Nvec_vc1.1_LOC5518245)	-promoter-TSS (Nvec_vc1.1_LOC5518245)	-71	Nvec_vc1.1_LOC5518245	Nvec_vc1.1_LOC5518245	Nvec_vc1.1_XM_032362924			LOC5518245			NA
Ncol_pos_R1.mLb.clN_peak_4527	NC_064037.1	12178911	12179788	+	1328	NA	promoter-TSS (Nvec_NVE15532)	-promoter-TSS (Nvec_NVE15532)	-209	Nvec_NVE15532	Nvec_NVE15532	Nvec_NVE15532						NA
Ncol_pos_R1.mLb.clN_peak_5288	NC_064038.1	8336577	8337295	+	1327	NA	promoter-TSS (Nvec_vc1.1_LOC5505996)	-promoter-TSS (Nvec_vc1.1_LOC5505996)	22	Nvec_vc1.1_LOC5505996	Nvec_vc1.1_LOC5505996	Nvec_vc1.1_XM_001626666			LOC5505996			NA
Ncol_pos_R1.mLb.clN_peak_2436	NC_064035.1	19502845	19503899	+	1327	NA	promoter-TSS (Nvec_vc1.1_LOC116616641)	-promoter-TSS (Nvec_vc1.1_LOC116616641)	-216	Nvec_vc1.1_LOC5509694	Nvec_vc1.1_LOC5509694	Nvec_vc1.1_XM_032378652			LOC5509694			NA
Ncol_pos_R1.mLb.clN_peak_2661	NC_064036.1	1966860	1967884	+	1327	NA	promoter-TSS (Nvec_vc1.1_LOC5516956)	-promoter-TSS (Nvec_vc1.1_LOC5516956)	-101	Nvec_vc1.1_LOC5516956	Nvec_vc1.1_LOC5516956	Nvec_vc1.1_XM_032386992			LOC5516956			NA
Ncol_pos_R1.mLb.clN_peak_13992	NC_064048.1	9806325	9807936	+	1325	NA	Intergenic	Intergenic	-3322	Nvec_vc1.1_LOC5500913	Nvec_vc1.1_LOC5500913	Nvec_vc1.1_XM_032369287			LOC5500913			NA
Ncol_pos_R1.mLb.clN_peak_7765	NC_064040.1	17106082	17108080	+	1324	NA	promoter-TSS (Nvec_vc1.1_LOC5511222)	-promoter-TSS (Nvec_vc1.1_LOC5511222)	-329	Nvec_vc1.1_LOC5511222	Nvec_vc1.1_LOC5511222	Nvec_vc1.1_XM_048730648			LOC5511222			NA
Ncol_pos_R1.mLb.clN_peak_2109	NC_064035.1	15040392	15041633	+	1324	NA	promoter-TSS (Nvec_vc1.1_LOC5521736)	-promoter-TSS (Nvec_vc1.1_LOC5521736)	217	Nvec_v1g238107	Nvec_v1g238107	Nvec_v1g238107						NA
Ncol_pos_R1.mLb.clN_peak_5189	NC_064038.1	6449535	6451026	+	1324	NA	exon (Nvec_vc1.1_LOC5503036, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5503036, exon 1 of 1)	440	Nvec_vc1.1_LOC5503036	Nvec_vc1.1_LOC5503036	Nvec_vc1.1_XM_032371326			LOC5503036			NA
Ncol_pos_R1.mLb.clN_peak_13032	NC_064047.1	4304835	4305950	+	1323	NA	promoter-TSS (Nvec_vc1.1_LOC5516689)	-promoter-TSS (Nvec_vc1.1_LOC5516689)	-113	Nvec_vc1.1_LOC5516689	Nvec_vc1.1_LOC5516689	Nvec_vc1.1_XM_048721846			LOC5516689			NA
Ncol_pos_R1.mLb.clN_peak_6408	NC_064039.1	10353490	10355017	+	1323	NA	promoter-TSS (Nvec_vc1.1_LOC5519909)	-promoter-TSS (Nvec_vc1.1_LOC5519909)	96	Nvec_vc1.1_LOC5519909	Nvec_vc1.1_LOC5519909	Nvec_vc1.1_XM_001639645			LOC5519909			NA
Ncol_pos_R1.mLb.clN_peak_6970	NC_064040.1	4082161	4082969	+	1323	NA	promoter-TSS (Nvec_vc1.1_LOC5514932)	-promoter-TSS (Nvec_vc1.1_LOC5514932)	59	Nvec_vc1.1_LOC5514930	Nvec_vc1.1_LOC5514930	Nvec_vc1.1_XM_032384508			LOC5514930			NA
Ncol_pos_R1.mLb.clN_peak_8215	NC_064041.1	9467031	9468021	+	1323	NA	promoter-TSS (Nvec_vc1.1_LOC5519351)	-promoter-TSS (Nvec_vc1.1_LOC5519351)	80	Nvec_vc1.1_LOC5519351	Nvec_vc1.1_LOC5519351	Nvec_vc1.1_XM_032364225			LOC5519351			NA
Ncol_pos_R1.mLb.clN_peak_3644	NC_064036.1	17293321	17293873	+	1323	NA	promoter-TSS (Nvec_vc1.1_LOC5514244)	-promoter-TSS (Nvec_vc1.1_LOC5514244)	-107	Nvec_vc1.1_LOC5514244	Nvec_vc1.1_LOC5514244	Nvec_vc1.1_XM_048725097			LOC5514244			NA
Ncol_pos_R1.mLb.clN_peak_12990	NC_064047.1	3563261	3563989	+	1322	NA	promoter-TSS (Nvec_vc1.1_LOC5502536)	-promoter-TSS (Nvec_vc1.1_LOC5502536)	149	Nvec_vc1.1_LOC5502532	Nvec_vc1.1_LOC5502532	Nvec_vc1.1_XM_032370798			LOC5502532			NA
Ncol_pos_R1.mLb.clN_peak_10696	NC_064044.1	6993144	6994201	+	1321	NA	promoter-TSS (Nvec_vc1.1_LOC5505266)	-promoter-TSS (Nvec_vc1.1_LOC5505266)	-91	Nvec_vc1.1_LOC5505258	Nvec_vc1.1_LOC5505258	Nvec_vc1.1_XM_032373687			LOC5505258			NA
Ncol_pos_R1.mLb.clN_peak_8430	NC_064041.1	14098245	14099369	+	1320	NA	promoter-TSS (Nvec_vc1.1_LOC5510477)	-promoter-TSS (Nvec_vc1.1_LOC5510477)	36	Nvec_vc1.1_LOC5510477	Nvec_vc1.1_LOC5510477	Nvec_vc1.1_XM_048731802			LOC5510477			NA
Ncol_pos_R1.mLb.clN_peak_2662	NC_064036.1	2010965	2011848	+	1320	NA	promoter-TSS (Nvec_vc1.1_LOC5516954)	-promoter-TSS (Nvec_vc1.1_LOC5516954)	-26	Nvec_vc1.1_LOC5516955	Nvec_vc1.1_LOC5516955	Nvec_vc1.1_XM_001637014			LOC5516955			NA
Ncol_pos_R1.mLb.clN_peak_10272	NC_064043.1	13542658	13544408	+	1320	NA	promoter-TSS (Nvec_vc1.1_LOC5506771)	-promoter-TSS (Nvec_vc1.1_LOC5506771)	-539	Nvec_vc1.1_LOC5506771	Nvec_vc1.1_LOC5506771	Nvec_vc1.1_XM_032375198			LOC5506771			NA
Ncol_pos_R1.mLb.clN_peak_6532	NC_064039.1	12375611	12376471	+	1319	NA	promoter-TSS (Nvec_vc1.1_LOC5520932)	-promoter-TSS (Nvec_vc1.1_LOC5520932)	-9	Nvec_vc1.1_LOC5520932	Nvec_vc1.1_LOC5520932	Nvec_vc1.1_XM_032366112			LOC5520932			NA
Ncol_pos_R1.mLb.clN_peak_8286	NC_064041.1	11011075	11012103	+	1319	NA	promoter-TSS (Nvec_vc1.1_LOC5515336)	-promoter-TSS (Nvec_vc1.1_LOC5515336)	7	Nvec_vc1.1_LOC5515336	Nvec_vc1.1_LOC5515336	Nvec_vc1.1_XM_048731084			LOC5515336			NA
Ncol_pos_R1.mLb.clN_peak_1301	NC_064035.1	2067589	2068478	+	1318	NA	intron (Nvec_vc1.1_LOC5501884, intron 10 of 21)	-intron (Nvec_vc1.1_LOC5501884, intron 10 of 21)	-9016	Nvec_vc1.1_LOC116609347	Nvec_vc1.1_LOC116609347	Nvec_vc1.1_XM_032370176			LOC116609347			NA
Ncol_pos_R1.mLb.clN_peak_3155	NC_064036.1	10177651	10178526	+	1316	NA	promoter-TSS (Nvec_vc1.1_LOC5501278)	-promoter-TSS (Nvec_vc1.1_LOC5501278)	43	Nvec_vc1.1_LOC5501278	Nvec_vc1.1_LOC5501278	Nvec_vc1.1_XM_001622532			LOC5501278			NA
Ncol_pos_R1.mLb.clN_peak_6200	NC_064039.1	7320499	7321450	+	1316	NA	Intergenic	Intergenic	-3299	Nvec_vc1.1_LOC5515009	Nvec_vc1.1_LOC5515009	Nvec_vc1.1_XM_048729104			LOC5515009			NA
Ncol_pos_R1.mLb.clN_peak_13053	NC_064047.1	4722716	4723249	+	1314	NA	TTS (Nvec_vc1.1_LOC5503466)	-TTS (Nvec_vc1.1_LOC5503466)	311	Nvec_vc1.1_LOC5503459	Nvec_vc1.1_LOC5503459	Nvec_vc1.1_XM_032371826			LOC5503459			NA
Ncol_pos_R1.mLb.clN_peak_8345	NC_064041.1	12692053	12693150	+	1313	NA	exon (Nvec_vc1.1_LOC5505913, exon 1 of 14)	-exon (Nvec_vc1.1_LOC5505913, exon 1 of 14)	122	Nvec_vc1.1_LOC5505913	Nvec_vc1.1_LOC5505913	Nvec_vc1.1_XM_001626603			LOC5505913			NA
Ncol_pos_R1.mLb.clN_peak_5227	NC_064038.1	7131378	7131953	+	1313	NA	intron (Nvec_vc1.1_LOC5503424, intron 1 of 3)	-intron (Nvec_vc1.1_LOC5503424, intron 1 of 3)	179	Nvec_vc1.1_LOC5503424	Nvec_vc1.1_LOC5503424	Nvec_vc1.1_XM_032371785			LOC5503424			NA
Ncol_pos_R1.mLb.clN_peak_1641	NC_064035.1	7192533	7193344	+	1313	NA	promoter-TSS (Nvec_vc1.1_LOC5501225)	-promoter-TSS (Nvec_vc1.1_LOC5501225)	-7	Nvec_vc1.1_LOC116601565	Nvec_vc1.1_LOC116601565	Nvec_vc1.1_XM_048723791			LOC116601565			NA
Ncol_pos_R1.mLb.clN_peak_10134	NC_064043.1	11426621	11427790	+	1313	NA	promoter-TSS (Nvec_vc1.1_LOC5510582)	-promoter-TSS (Nvec_vc1.1_LOC5510582)	-131	Nvec_vc1.1_LOC5510582	Nvec_vc1.1_LOC5510582	Nvec_vc1.1_XM_032379765			LOC5510582			NA
Ncol_pos_R1.mLb.clN_peak_10923	NC_064044.1	11341201	11342510	+	1313	NA	promoter-TSS (Nvec_NVE12029)	-promoter-TSS (Nvec_NVE12029)	-15	Nvec_NVE12029	Nvec_NVE12029	Nvec_NVE12029						NA
Ncol_pos_R1.mLb.clN_peak_1691	NC_064035.1	8189739	8190570	+	1313	NA	promoter-TSS (Nvec_vc1.1_LOC5514308)	-promoter-TSS (Nvec_vc1.1_LOC5514308)	8	Nvec_vc1.1_LOC5514295	Nvec_vc1.1_LOC5514295	Nvec_vc1.1_XM_048723406			LOC5514295			NA
Ncol_pos_R1.mLb.clN_peak_13669	NC_064048.1	3433739	3434630	+	1313	NA	promoter-TSS (Nvec_vc1.1_LOC116619989)	-promoter-TSS (Nvec_vc1.1_LOC116619989)	-5	Nvec_vc1.1_LOC5515611	Nvec_vc1.1_LOC5515611	Nvec_vc1.1_XM_048722852			LOC5515611			NA
Ncol_pos_R1.mLb.clN_peak_9592	NC_064043.1	2803714	2804688	+	1311	NA	promoter-TSS (Nvec_vc1.1_LOC5516435)	-promoter-TSS (Nvec_vc1.1_LOC5516435)	4	Nvec_vc1.1_LOC5516485	Nvec_vc1.1_LOC5516485	Nvec_vc1.1_XM_001636508			LOC5516485			NA
Ncol_pos_R1.mLb.clN_peak_1332	NC_064035.1	2482019	2482719	+	1311	NA	promoter-TSS (Nvec_vc1.1_LOC5515519)	-promoter-TSS (Nvec_vc1.1_LOC5515519)	61	Nvec_vc1.1_LOC5515564	Nvec_vc1.1_LOC5515564	Nvec_vc1.1_XM_001635639			LOC5515564			NA
Ncol_pos_R1.mLb.clN_peak_5009	NC_064038.1	3572543	3573150	+	1311	NA	promoter-TSS (Nvec_vc1.1_LOC116601481)	-promoter-TSS (Nvec_vc1.1_LOC116601481)	-33	Nvec_vc1.1_LOC116601481	Nvec_vc1.1_LOC116601481	Nvec_vc1.1_XM_032362309			LOC116601481			NA
Ncol_pos_R1.mLb.clN_peak_4752	NC_064037.1	15966027	15966628	+	1311	NA	promoter-TSS (Nvec_vc1.1_LOC5516110)	-promoter-TSS (Nvec_vc1.1_LOC5516110)	58	Nvec_vc1.1_LOC5516110	Nvec_vc1.1_LOC5516110	Nvec_vc1.1_XM_001636153			LOC5516110			NA
Ncol_pos_R1.mLb.clN_peak_3317	NC_064036.1	12406374	12406960	+	1311	NA	exon (Nvec_vc1.1_LOC5520027, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5520027, exon 1 of 3)	148	Nvec_vc1.1_LOC5520027	Nvec_vc1.1_LOC5520027	Nvec_vc1.1_XM_001639901			LOC5520027			NA
Ncol_pos_R1.mLb.clN_peak_885	NC_064034.1	16285113	16285838	+	1310	NA	promoter-TSS (Nvec_vc1.1_LOC5511120)	-promoter-TSS (Nvec_vc1.1_LOC5511120)	-80	Nvec_vc1.1_LOC5511120	Nvec_vc1.1_LOC5511120	Nvec_vc1.1_XM_001631478			LOC5511120			NA
Ncol_pos_R1.mLb.clN_peak_8646	NC_064042.1	1204488	1205395	+	1309	NA	exon (Nvec_vc1.1_LOC5509482, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5509482, exon 1 of 3)	183	Nvec_vc1.1_LOC5509482	Nvec_vc1.1_LOC5509482	Nvec_vc1.1_XM_001629958			LOC5509482			NA
Ncol_pos_R1.mLb.clN_peak_2296	NC_064035.1	17612503	17613033	+	1309	NA	TTS (Nvec_vc1.1_LOC116615718)	-TTS (Nvec_vc1.1_LOC116615718)	145	Nvec_vc1.1_LOC5508796	Nvec_vc1.1_LOC5508796	Nvec_vc1.1_XM_001629310			LOC5508796			NA
Ncol_pos_R1.mLb.clN_peak_4737	NC_064037.1	15683574	15684208	+	1309	NA	intron (Nvec_vc1.1_LOC5516077, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5516077, intron 1 of 4)	234	Nvec_vc1.1_LOC5516077	Nvec_vc1.1_LOC5516077	Nvec_vc1.1_XM_001636187			LOC5516077			NA
Ncol_pos_R1.mLb.clN_peak_12094	NC_064046.1	1979148	1980073	+	1308	NA	exon (Nvec_vc1.1_LOC5508156, exon 6 of 11)	-exon (Nvec_vc1.1_LOC5508156, exon 6 of 11)	4821	Nvec_vc1.1_LOC125559087	Nvec_vc1.1_LOC125559087	Nvec_vc1.1_XM_048721026			LOC125559087			NA
Ncol_pos_R1.mLb.clN_peak_8406	NC_064041.1	13638684	13639478	+	1308	NA	TTS (Nvec_vc1.1_LOC116620266)	-TTS (Nvec_vc1.1_LOC116620266)	490	Nvec_vc1.1_LOC5516193	Nvec_vc1.1_LOC5516193	Nvec_vc1.1_XM_001636233			LOC5516193			NA
Ncol_pos_R1.mLb.clN_peak_1896	NC_064035.1	11211232	11212347	+	1307	NA	promoter-TSS (Nvec_vc1.1_LOC5521132)	-promoter-TSS (Nvec_vc1.1_LOC5521132)	-86	Nvec_vc1.1_LOC5521132	Nvec_vc1.1_LOC5521132	Nvec_vc1.1_XM_001640882			LOC5521132			NA
Ncol_pos_R1.mLb.clN_peak_12965	NC_064047.1	2907966	2908552	+	1307	NA	intron (Nvec_vc1.1_LOC5504767, intron 3 of 4)	-intron (Nvec_vc1.1_LOC5504767, intron 3 of 4)	1999	Nvec_vc1.1_LOC5504767	Nvec_vc1.1_LOC5504767	Nvec_vc1.1_XM_001625588			LOC5504767			NA
Ncol_pos_R1.mLb.clN_peak_7143	NC_064040.1	6760570	6761786	+	1307	NA	promoter-TSS (Nvec_vc1.1_LOC5520848)	-promoter-TSS (Nvec_vc1.1_LOC5520848)	-348	Nvec_vc1.1_LOC5520848	Nvec_vc1.1_LOC5520848	Nvec_vc1.1_XM_048729837			LOC5520848			NA
Ncol_pos_R1.mLb.clN_peak_8876	NC_064042.1	5102505	5103796	+	1307	NA	promoter-TSS (Nvec_vc1.1_LOC116617520)	-promoter-TSS (Nvec_vc1.1_LOC116617520)	240	Nvec_vc1.1_LOC5511010	Nvec_vc1.1_LOC5511010	Nvec_vc1.1_XM_001631384			LOC5511010			NA
Ncol_pos_R1.mLb.clN_peak_7929	NC_064041.1	3667906	3668416	+	1307	NA	intron (Nvec_vc1.1_LOC5505866, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5505866, intron 1 of 2)	169	Nvec_vc1.1_LOC5505866	Nvec_vc1.1_LOC5505866	Nvec_vc1.1_XM_048731107			LOC5505866			NA
Ncol_pos_R1.mLb.clN_peak_4739	NC_064037.1	15777509	15778436	+	1307	NA	promoter-TSS (Nvec_vc1.1_LOC5516103)	-promoter-TSS (Nvec_vc1.1_LOC5516103)	-67	Nvec_vc1.1_LOC5516103	Nvec_vc1.1_LOC5516103	Nvec_vc1.1_XM_032385922			LOC5516103			NA
Ncol_pos_R1.mLb.clN_peak_6862	NC_064040.1	1756832	1757646	+	1307	NA	promoter-TSS (Nvec_vc1.1_LOC5511948)	-promoter-TSS (Nvec_vc1.1_LOC5511948)	0	Nvec_vc1.1_LOC5511949	Nvec_vc1.1_LOC5511949	Nvec_vc1.1_XM_032381287			LOC5511949			NA
Ncol_pos_R1.mLb.clN_peak_2659	NC_064036.1	1956891	1957732	+	1307	NA	promoter-TSS (Nvec_vc1.1_LOC5516969)	-promoter-TSS (Nvec_vc1.1_LOC5516969)	11	Nvec_vc1.1_LOC5516969	Nvec_vc1.1_LOC5516969	Nvec_vc1.1_XM_001636949			LOC5516969			NA
Ncol_pos_R1.mLb.clN_peak_8972	NC_064042.1	6833457	6834488	+	1306	NA	promoter-TSS (Nvec_vc1.1_LOC5518130)	-promoter-TSS (Nvec_vc1.1_LOC5518130)	-82	Nvec_vc1.1_LOC5518130	Nvec_vc1.1_LOC5518130	Nvec_vc1.1_XM_001638101			LOC5518130			NA
Ncol_pos_R1.mLb.clN_peak_4572	NC_064037.1	12841071	12842218	+	1306	NA	intron (Nvec_vc1.1_LOC5508871, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5508871, intron 1 of 2)	289	Nvec_vc1.1_LOC5508871	Nvec_vc1.1_LOC5508871	Nvec_vc1.1_XM_001629356			LOC5508871			NA
Ncol_pos_R1.mLb.clN_peak_2938	NC_064036.1	6714420	6715150	+	1306	NA	promoter-TSS (Nvec_vc1.1_LOC5500098)	-promoter-TSS (Nvec_vc1.1_LOC5500098)	-112	Nvec_vc1.1_LOC5504082	Nvec_vc1.1_LOC5504082	Nvec_vc1.1_XM_032372348			LOC5504082			NA
Ncol_pos_R1.mLb.clN_peak_11603	NC_064045.1	8791767	8792663	+	1306	NA	promoter-TSS (Nvec_v1g243520)	-promoter-TSS (Nvec_v1g243520)	-63	Nvec_vc1.1_LOC5511698	Nvec_vc1.1_LOC5511698	Nvec_vc1.1_XM_001632034			LOC5511698			NA
Ncol_pos_R1.mLb.clN_peak_2955	NC_064036.1	6910435	6911361	+	1304	NA	promoter-TSS (Nvec_vc1.1_LOC5513626)	-promoter-TSS (Nvec_vc1.1_LOC5513626)	29	Nvec_vc1.1_LOC5513626	Nvec_vc1.1_LOC5513626	Nvec_vc1.1_XM_048724661			LOC5513626			NA
Ncol_pos_R1.mLb.clN_peak_7192	NC_064040.1	7496752	7497786	+	1304	NA	promoter-TSS (Nvec_vc1.1_LOC5520782)	-promoter-TSS (Nvec_vc1.1_LOC5520782)	-212	Nvec_vc1.1_LOC5520782	Nvec_vc1.1_LOC5520782	Nvec_vc1.1_XM_048730594			LOC5520782			NA
Ncol_pos_R1.mLb.clN_peak_11055	NC_064044.1	13106255	13107893	+	1304	NA	promoter-TSS (Nvec_vc1.1_LOC5517553)	-promoter-TSS (Nvec_vc1.1_LOC5517553)	-377	Nvec_vc1.1_LOC5517552	Nvec_vc1.1_LOC5517552	Nvec_vc1.1_XM_032361932			LOC5517552			NA
Ncol_pos_R1.mLb.clN_peak_364	NC_064034.1	6768420	6769362	+	1304	NA	promoter-TSS (Nvec_vc1.1_LOC5519100)	-promoter-TSS (Nvec_vc1.1_LOC5519100)	-203	Nvec_vc1.1_LOC5519100	Nvec_vc1.1_LOC5519100	Nvec_vc1.1_XM_032363837			LOC5519100			NA
Ncol_pos_R1.mLb.clN_peak_12464	NC_064046.1	8716183	8717043	+	1303	NA	promoter-TSS (Nvec_vc1.1_LOC5518519)	-promoter-TSS (Nvec_vc1.1_LOC5518519)	60	Nvec_vc1.1_LOC5518519	Nvec_vc1.1_LOC5518519	Nvec_vc1.1_XM_001638404			LOC5518519			NA
Ncol_pos_R1.mLb.clN_peak_9373	NC_064042.1	13995076	13995831	+	1302	NA	promoter-TSS (Nvec_vc1.1_LOC5506660)	-promoter-TSS (Nvec_vc1.1_LOC5506660)	12	Nvec_vc1.1_LOC5506660	Nvec_vc1.1_LOC5506660	Nvec_vc1.1_XM_001627308			LOC5506660			NA
Ncol_pos_R1.mLb.clN_peak_14008	NC_064048.1	10125798	10126707	+	1302	NA	exon (Nvec_vc1.1_LOC5514553, exon 1 of 10)	-exon (Nvec_vc1.1_LOC5514553, exon 1 of 10)	136	Nvec_vc1.1_LOC5514553	Nvec_vc1.1_LOC5514553	Nvec_vc1.1_XM_032384098			LOC5514553			NA
Ncol_pos_R1.mLb.clN_peak_8818	NC_064042.1	3822641	3824138	+	1302	NA	promoter-TSS (Nvec_vc1.1_LOC5517271)	-promoter-TSS (Nvec_vc1.1_LOC5517271)	-267	Nvec_vc1.1_LOC5517272	Nvec_vc1.1_LOC5517272	Nvec_vc1.1_XM_048732852			LOC5517272			NA
Ncol_pos_R1.mLb.clN_peak_5670	NC_064038.1	17385872	17387253	+	1302	NA	promoter-TSS (Nvec_vc1.1_LOC5503840)	-promoter-TSS (Nvec_vc1.1_LOC5503840)	-297	Nvec_vc1.1_LOC5503840	Nvec_vc1.1_LOC5503840	Nvec_vc1.1_XM_048727866			LOC5503840			NA
Ncol_pos_R1.mLb.clN_peak_11737	NC_064045.1	11099463	11100634	+	1301	NA	promoter-TSS (Nvec_vc1.1_LOC5520589)	-promoter-TSS (Nvec_vc1.1_LOC5520589)	70	Nvec_vc1.1_LOC5520589	Nvec_vc1.1_LOC5520589	Nvec_vc1.1_XM_032365706			LOC5520589			NA
Ncol_pos_R1.mLb.clN_peak_8121	NC_064041.1	7356325	7357067	+	1300	NA	intron (Nvec_vc1.1_LOC5515246, intron 2 of 7)	-intron (Nvec_vc1.1_LOC5515246, intron 2 of 7)	3016	Nvec_vc1.1_LOC5515246	Nvec_vc1.1_LOC5515246	Nvec_vc1.1_XM_048731129			LOC5515246			NA
Ncol_pos_R1.mLb.clN_peak_498	NC_064034.1	9131985	9132947	+	1300	NA	exon (Nvec_vc1.1_LOC5520434, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5520434, exon 1 of 1)	215	Nvec_vc1.1_LOC5520434	Nvec_vc1.1_LOC5520434	Nvec_vc1.1_XM_032365340			LOC5520434			NA
Ncol_pos_R1.mLb.clN_peak_3762	NC_064036.1	19516811	19518698	+	1300	NA	exon (Nvec_vc1.1_LOC5508997, exon 2 of 21)	-exon (Nvec_vc1.1_LOC5508997, exon 2 of 21)	506	Nvec_vc1.1_LOC5508997	Nvec_vc1.1_LOC5508997	Nvec_vc1.1_XM_032377880			LOC5508997			NA
Ncol_pos_R1.mLb.clN_peak_12122	NC_064046.1	2511204	2512221	+	1299	NA	TTS (Nvec_vc1.1_LOC5507376)	-TTS (Nvec_vc1.1_LOC5507376)	268	Nvec_vc1.1_LOC5513338	Nvec_vc1.1_LOC5513338	Nvec_vc1.1_XM_001633558			LOC5513338			NA
Ncol_pos_R1.mLb.clN_peak_8120	NC_064041.1	7353237	7354166	+	1299	NA	promoter-TSS (Nvec_vc1.1_LOC5515246)	-promoter-TSS (Nvec_vc1.1_LOC5515246)	21	Nvec_vc1.1_LOC5515246	Nvec_vc1.1_LOC5515246	Nvec_vc1.1_XM_048731129			LOC5515246			NA
Ncol_pos_R1.mLb.clN_peak_4617	NC_064037.1	13802983	13803863	+	1299	NA	promoter-TSS (Nvec_vc1.1_LOC5510913)	-promoter-TSS (Nvec_vc1.1_LOC5510913)	-45	Nvec_vc1.1_LOC5510913	Nvec_vc1.1_LOC5510913	Nvec_vc1.1_XM_001631283			LOC5510913			NA
Ncol_pos_R1.mLb.clN_peak_8124	NC_064041.1	7379104	7380531	+	1298	NA	TTS (Nvec_vc1.1_LOC5515210)	-TTS (Nvec_vc1.1_LOC5515210)	526	Nvec_vc1.1_LOC5515245	Nvec_vc1.1_LOC5515245	Nvec_vc1.1_XM_001635335			LOC5515245			NA
Ncol_pos_R1.mLb.clN_peak_9252	NC_064042.1	11832776	11833351	+	1298	NA	promoter-TSS (Nvec_vc1.1_LOC5512404)	-promoter-TSS (Nvec_vc1.1_LOC5512404)	-67	Nvec_vc1.1_LOC5512404	Nvec_vc1.1_LOC5512404	Nvec_vc1.1_XM_001632695			LOC5512404			NA
Ncol_pos_R1.mLb.clN_peak_8157	NC_064041.1	7893204	7893762	+	1298	NA	exon (Nvec_vc1.1_LOC116613507, exon 1 of 25)	-exon (Nvec_vc1.1_LOC116613507, exon 1 of 25)	181	Nvec_vc1.1_LOC116613507	Nvec_vc1.1_LOC116613507	Nvec_vc1.1_XM_032374032			LOC116613507			NA
Ncol_pos_R1.mLb.clN_peak_4693	NC_064037.1	15176422	15177331	+	1297	NA	promoter-TSS (Nvec_vc1.1_LOC5507283)	-promoter-TSS (Nvec_vc1.1_LOC5507283)	57	Nvec_vc1.1_LOC5507268	Nvec_vc1.1_LOC5507268	Nvec_vc1.1_XM_001627880			LOC5507268			NA
