PeakID (cmd=annotatePeaks.pl Fox_pos_R2.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_pos_R2.mLb.clN_peak_10429	NC_064041.1	14357974	14358658	+	661	NA	promoter-TSS (Nvec_vc1.1_LOC5510480)	-promoter-TSS (Nvec_vc1.1_LOC5510480)	61	Nvec_vc1.1_LOC5510495	Nvec_vc1.1_LOC5510495	Nvec_vc1.1_XM_048731647			LOC5510495			NA
Fox_pos_R2.mLb.clN_peak_529	NC_064034.1	7337867	7338962	+	661	NA	intron (Nvec_vc1.1_LOC5519017, intron 4 of 16)	-intron (Nvec_vc1.1_LOC5519017, intron 4 of 16)	3684	Nvec_NVE6132	Nvec_NVE6132	Nvec_NVE6132						NA
Fox_pos_R2.mLb.clN_peak_1246	NC_064034.1	17656790	17657584	+	661	NA	intron (Nvec_vc1.1_LOC5514407, intron 13 of 24)	-intron (Nvec_vc1.1_LOC5514407, intron 13 of 24)	11103	Nvec_vc1.1_LOC5514407	Nvec_vc1.1_LOC5514407	Nvec_vc1.1_XM_048723240			LOC5514407			NA
Fox_pos_R2.mLb.clN_peak_12448	NC_064043.1	9221897	9222255	+	661	NA	TTS (Nvec_vc1.1_LOC5513555)	-TTS (Nvec_vc1.1_LOC5513555)	197	Nvec_vc1.1_LOC5513595	Nvec_vc1.1_LOC5513595	Nvec_vc1.1_XM_001633748			LOC5513595			NA
Fox_pos_R2.mLb.clN_peak_17479	NC_064048.1	9303191	9304116	+	661	NA	intron (Nvec_vc1.1_LOC116618309, intron 1 of 7)	-intron (Nvec_vc1.1_LOC116618309, intron 1 of 7)	395	Nvec_vc1.1_LOC116618309	Nvec_vc1.1_LOC116618309	Nvec_vc1.1_XM_032381835			LOC116618309			NA
Fox_pos_R2.mLb.clN_peak_1073	NC_064034.1	15061132	15062609	+	661	NA	Intergenic	Intergenic	-18994	Nvec_vc1.1_LOC5506310	Nvec_vc1.1_LOC5506310	Nvec_vc1.1_XM_048725817			LOC5506310			NA
Fox_pos_R2.mLb.clN_peak_11286	NC_064042.1	9614136	9615580	+	661	NA	promoter-TSS (Nvec_vc1.1_LOC5506211)	-promoter-TSS (Nvec_vc1.1_LOC5506211)	65	Nvec_vc1.1_LOC5506223	Nvec_vc1.1_LOC5506223	Nvec_vc1.1_XM_032374585			LOC5506223			NA
Fox_pos_R2.mLb.clN_peak_1963	NC_064035.1	5519328	5519805	+	661	NA	promoter-TSS (Nvec_vc1.1_LOC5505224)	-promoter-TSS (Nvec_vc1.1_LOC5505224)	-5	Nvec_vc1.1_LOC5505225	Nvec_vc1.1_LOC5505225	Nvec_vc1.1_XM_048724126			LOC5505225			NA
Fox_pos_R2.mLb.clN_peak_3726	NC_064036.1	7273885	7275431	+	660	NA	intron (Nvec_vc1.1_LOC5513658, intron 1 of 4)	-intron (Nvec_vc1.1_LOC5513658, intron 1 of 4)	2183	Nvec_vc1.1_LOC5513658	Nvec_vc1.1_LOC5513658	Nvec_vc1.1_XM_001633819			LOC5513658			NA
Fox_pos_R2.mLb.clN_peak_16137	NC_064047.1	1943925	1944284	+	660	NA	promoter-TSS (Nvec_vc1.1_LOC5518801)	-promoter-TSS (Nvec_vc1.1_LOC5518801)	92	Nvec_vc1.1_LOC5518801	Nvec_vc1.1_LOC5518801	Nvec_vc1.1_XM_032363509			LOC5518801			NA
Fox_pos_R2.mLb.clN_peak_16411	NC_064047.1	6161933	6162862	+	660	NA	promoter-TSS (Nvec_vc1.1_LOC5513902)	-promoter-TSS (Nvec_vc1.1_LOC5513902)	-172	Nvec_vc1.1_LOC5513902	Nvec_vc1.1_LOC5513902	Nvec_vc1.1_XM_001634074			LOC5513902			NA
Fox_pos_R2.mLb.clN_peak_2940	NC_064035.1	18520561	18521074	+	660	NA	promoter-TSS (Nvec_vc1.1_LOC5509077)	-promoter-TSS (Nvec_vc1.1_LOC5509077)	-11	Nvec_vc1.1_LOC5509077	Nvec_vc1.1_LOC5509077	Nvec_vc1.1_XM_001629587			LOC5509077			NA
Fox_pos_R2.mLb.clN_peak_4279	NC_064036.1	14026105	14026683	+	659	NA	TTS (Nvec_vc1.1_LOC5500253)	-TTS (Nvec_vc1.1_LOC5500253)	321	Nvec_vc1.1_LOC116602188	Nvec_vc1.1_LOC116602188	Nvec_vc1.1_XM_032363430			LOC116602188			NA
Fox_pos_R2.mLb.clN_peak_2655	NC_064035.1	14793854	14794364	+	659	NA	promoter-TSS (Nvec_vc1.1_LOC116604484)	-promoter-TSS (Nvec_vc1.1_LOC116604484)	-7	Nvec_vc1.1_LOC116604484	Nvec_vc1.1_LOC116604484	Nvec_vc1.1_XM_032366925			LOC116604484			NA
Fox_pos_R2.mLb.clN_peak_15601	NC_064046.1	9346657	9347453	+	659	NA	promoter-TSS (Nvec_vc1.1_LOC5518540)	-promoter-TSS (Nvec_vc1.1_LOC5518540)	-20	Nvec_vc1.1_LOC5518540	Nvec_vc1.1_LOC5518540	Nvec_vc1.1_XM_001638495			LOC5518540			NA
Fox_pos_R2.mLb.clN_peak_5369	NC_064037.1	8682609	8683054	+	659	NA	TTS (Nvec_vc1.1_LOC5506595)	-TTS (Nvec_vc1.1_LOC5506595)	1843	Nvec_vc1.1_LOC5506595	Nvec_vc1.1_LOC5506595	Nvec_vc1.1_XM_001627228			LOC5506595			NA
Fox_pos_R2.mLb.clN_peak_1567	NC_064034.1	21678526	21678901	+	659	NA	Intergenic	Intergenic	-6466	Nvec_vc1.1_LOC5518310	Nvec_vc1.1_LOC5518310	Nvec_vc1.1_XM_001638168			LOC5518310			NA
Fox_pos_R2.mLb.clN_peak_4948	NC_064037.1	3937947	3938456	+	659	NA	promoter-TSS (Nvec_vc1.1_LOC5513103)	-promoter-TSS (Nvec_vc1.1_LOC5513103)	47	Nvec_vc1.1_LOC5513130	Nvec_vc1.1_LOC5513130	Nvec_vc1.1_XM_048727049			LOC5513130			NA
Fox_pos_R2.mLb.clN_peak_9602	NC_064040.1	16792115	16792400	+	659	NA	promoter-TSS (Nvec_vc1.1_LOC5516000)	-promoter-TSS (Nvec_vc1.1_LOC5516000)	42	Nvec_vc1.1_LOC5516000	Nvec_vc1.1_LOC5516000	Nvec_vc1.1_XM_001636053			LOC5516000			NA
Fox_pos_R2.mLb.clN_peak_1802	NC_064035.1	3436786	3437153	+	659	NA	promoter-TSS (Nvec_vc1.1_LOC5514827)	-promoter-TSS (Nvec_vc1.1_LOC5514827)	60	Nvec_vc1.1_LOC5514827	Nvec_vc1.1_LOC5514827	Nvec_vc1.1_XM_032384382			LOC5514827			NA
Fox_pos_R2.mLb.clN_peak_4702	NC_064036.1	20489487	20489969	+	659	NA	promoter-TSS (Nvec_vc1.1_LOC5502278)	-promoter-TSS (Nvec_vc1.1_LOC5502278)	126	Nvec_vc1.1_LOC5502380	Nvec_vc1.1_LOC5502380	Nvec_vc1.1_XM_001623521			LOC5502380			NA
Fox_pos_R2.mLb.clN_peak_12521	NC_064043.1	10190215	10190722	+	659	NA	promoter-TSS (Nvec_vc1.1_LOC5519205)	-promoter-TSS (Nvec_vc1.1_LOC5519205)	-3	Nvec_vc1.1_LOC5519205	Nvec_vc1.1_LOC5519205	Nvec_vc1.1_XM_001639055			LOC5519205			NA
Fox_pos_R2.mLb.clN_peak_8277	NC_064039.1	14766606	14767302	+	658	NA	promoter-TSS (Nvec_vc1.1_LOC5515169)	-promoter-TSS (Nvec_vc1.1_LOC5515169)	-76	Nvec_vc1.1_LOC5515169	Nvec_vc1.1_LOC5515169	Nvec_vc1.1_XM_048729265			LOC5515169			NA
Fox_pos_R2.mLb.clN_peak_9628	NC_064040.1	17106124	17106952	+	658	NA	exon (Nvec_vc1.1_LOC5511222, exon 1 of 12)	-exon (Nvec_vc1.1_LOC5511222, exon 1 of 12)	214	Nvec_vc1.1_LOC5511222	Nvec_vc1.1_LOC5511222	Nvec_vc1.1_XM_048730648			LOC5511222			NA
Fox_pos_R2.mLb.clN_peak_1692	NC_064035.1	2024548	2025095	+	658	NA	exon (Nvec_vc1.1_LOC5501881, exon 1 of 8)	-exon (Nvec_vc1.1_LOC5501881, exon 1 of 8)	242	Nvec_vc1.1_LOC5501881	Nvec_vc1.1_LOC5501881	Nvec_vc1.1_XM_032370183			LOC5501881			NA
Fox_pos_R2.mLb.clN_peak_3036	NC_064035.1	19563154	19563495	+	658	NA	exon (Nvec_vc1.1_LOC5504324, exon 1 of 4)	-exon (Nvec_vc1.1_LOC5504324, exon 1 of 4)	195	Nvec_vc1.1_LOC5504324	Nvec_vc1.1_LOC5504324	Nvec_vc1.1_XM_048724303			LOC5504324			NA
Fox_pos_R2.mLb.clN_peak_12319	NC_064043.1	7657480	7659487	+	658	NA	exon (Nvec_vc1.1_LOC5522012, exon 1 of 8)	-exon (Nvec_vc1.1_LOC5522012, exon 1 of 8)	700	Nvec_vc1.1_LOC5522012	Nvec_vc1.1_LOC5522012	Nvec_vc1.1_XM_032367207			LOC5522012			NA
Fox_pos_R2.mLb.clN_peak_11640	NC_064042.1	14886040	14886340	+	658	NA	promoter-TSS (Nvec_vc1.1_LOC5507934)	-promoter-TSS (Nvec_vc1.1_LOC5507934)	78	Nvec_vc1.1_LOC5507934	Nvec_vc1.1_LOC5507934	Nvec_vc1.1_XM_001628496			LOC5507934			NA
Fox_pos_R2.mLb.clN_peak_11853	NC_064043.1	2548182	2549114	+	658	NA	exon (Nvec_vc1.1_LOC116620679, exon 1 of 10)	-exon (Nvec_vc1.1_LOC116620679, exon 1 of 10)	187	Nvec_vc1.1_LOC116620679	Nvec_vc1.1_LOC116620679	Nvec_vc1.1_XM_048733254			LOC116620679			NA
Fox_pos_R2.mLb.clN_peak_4594	NC_064036.1	18232398	18233047	+	658	NA	intron (Nvec_vc1.1_LOC5509365, intron 9 of 11)	-intron (Nvec_vc1.1_LOC5509365, intron 9 of 11)	4344	Nvec_vc1.1_LOC5509365	Nvec_vc1.1_LOC5509365	Nvec_vc1.1_XM_032378305			LOC5509365			NA
Fox_pos_R2.mLb.clN_peak_13002	NC_064044.1	1018367	1019036	+	657	NA	exon (Nvec_vc1.1_LOC116617785, exon 1 of 9)	-exon (Nvec_vc1.1_LOC116617785, exon 1 of 9)	102	Nvec_vc1.1_LOC116617785	Nvec_vc1.1_LOC116617785	Nvec_vc1.1_XM_032380765			LOC116617785			NA
Fox_pos_R2.mLb.clN_peak_5396	NC_064037.1	8934346	8934825	+	657	NA	intron (Nvec_vc1.1_LOC116614223, intron 1 of 3)	-intron (Nvec_vc1.1_LOC116614223, intron 1 of 3)	147	Nvec_vc1.1_LOC116614223	Nvec_vc1.1_LOC116614223	Nvec_vc1.1_XM_048726494			LOC116614223			NA
Fox_pos_R2.mLb.clN_peak_2297	NC_064035.1	9720522	9721532	+	657	NA	promoter-TSS (Nvec_vc1.1_LOC5521326)	-promoter-TSS (Nvec_vc1.1_LOC5521326)	-131	Nvec_vc1.1_LOC5521326	Nvec_vc1.1_LOC5521326	Nvec_vc1.1_XM_048723773			LOC5521326			NA
Fox_pos_R2.mLb.clN_peak_6447	NC_064038.1	6448138	6449067	+	657	NA	promoter-TSS (Nvec_vc1.1_LOC5503035)	-promoter-TSS (Nvec_vc1.1_LOC5503035)	-214	Nvec_vc1.1_LOC5503035	Nvec_vc1.1_LOC5503035	Nvec_vc1.1_XM_001624105			LOC5503035			NA
Fox_pos_R2.mLb.clN_peak_16020	NC_064047.1	493654	494140	+	657	NA	promoter-TSS (Nvec_vc1.1_LOC5512841)	-promoter-TSS (Nvec_vc1.1_LOC5512841)	17	Nvec_vc1.1_LOC5512841	Nvec_vc1.1_LOC5512841	Nvec_vc1.1_XM_032382285			LOC5512841			NA
Fox_pos_R2.mLb.clN_peak_11921	NC_064043.1	3216169	3217040	+	657	NA	intron (Nvec_vc1.1_LOC5516472, intron 1 of 20)	-intron (Nvec_vc1.1_LOC5516472, intron 1 of 20)	2032	Nvec_vc1.1_LOC5516472	Nvec_vc1.1_LOC5516472	Nvec_vc1.1_XM_048733882			LOC5516472			NA
Fox_pos_R2.mLb.clN_peak_11893	NC_064043.1	2948264	2948839	+	657	NA	promoter-TSS (Nvec_vc1.1_LOC5516428)	-promoter-TSS (Nvec_vc1.1_LOC5516428)	-46	Nvec_vc1.1_LOC5516428	Nvec_vc1.1_LOC5516428	Nvec_vc1.1_XM_048733295			LOC5516428			NA
Fox_pos_R2.mLb.clN_peak_2263	NC_064035.1	9348280	9349926	+	657	NA	promoter-TSS (Nvec_vc1.1_LOC5521346)	-promoter-TSS (Nvec_vc1.1_LOC5521346)	522	Nvec_vc1.1_LOC5521236	Nvec_vc1.1_LOC5521236	Nvec_vc1.1_XM_048723812			LOC5521236			NA
Fox_pos_R2.mLb.clN_peak_10012	NC_064041.1	6651464	6652468	+	657	NA	exon (Nvec_vc1.1_LOC5503187, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5503187, exon 1 of 5)	129	Nvec_vc1.1_LOC5503187	Nvec_vc1.1_LOC5503187	Nvec_vc1.1_XM_032371461			LOC5503187			NA
Fox_pos_R2.mLb.clN_peak_14007	NC_064045.1	2915773	2916568	+	657	NA	intron (Nvec_vc1.1_LOC116611066, intron 3 of 32)	-intron (Nvec_vc1.1_LOC116611066, intron 3 of 32)	1975	Nvec_vc1.1_LOC116611066	Nvec_vc1.1_LOC116611066	Nvec_vc1.1_XM_048719367			LOC116611066			NA
Fox_pos_R2.mLb.clN_peak_26	NC_064034.1	887745	888439	+	657	NA	promoter-TSS (Nvec_NVE16061)	-promoter-TSS (Nvec_NVE16061)	58	Nvec_vc1.1_LOC116620356	Nvec_vc1.1_LOC116620356	Nvec_vc1.1_XM_048725245			LOC116620356			NA
Fox_pos_R2.mLb.clN_peak_3209	NC_064036.1	816890	817878	+	656	NA	exon (Nvec_vc1.1_LOC5517020, exon 11 of 11)	-exon (Nvec_vc1.1_LOC5517020, exon 11 of 11)	-1126	Nvec_vc1.1_LOC116621091	Nvec_vc1.1_LOC116621091	Nvec_vc1.1_XM_048725768			LOC116621091			NA
Fox_pos_R2.mLb.clN_peak_5546	NC_064037.1	11195049	11195750	+	656	NA	promoter-TSS (Nvec_vc1.1_LOC5516602)	-promoter-TSS (Nvec_vc1.1_LOC5516602)	72	Nvec_vc1.1_LOC5516601	Nvec_vc1.1_LOC5516601	Nvec_vc1.1_XM_048725839			LOC5516601			NA
Fox_pos_R2.mLb.clN_peak_5611	NC_064037.1	12072019	12072628	+	656	NA	promoter-TSS (Nvec_vc1.1_LOC116620708)	-promoter-TSS (Nvec_vc1.1_LOC116620708)	-54	Nvec_vc1.1_LOC116620708	Nvec_vc1.1_LOC116620708	Nvec_vc1.1_XM_032386363			LOC116620708			NA
Fox_pos_R2.mLb.clN_peak_4859	NC_064037.1	2752325	2753697	+	656	NA	intron (Nvec_vc1.1_LOC116617860, intron 1 of 10)	-intron (Nvec_vc1.1_LOC116617860, intron 1 of 10)	-4200	Nvec_vc1.1_LOC5511550	Nvec_vc1.1_LOC5511550	Nvec_vc1.1_XM_001631876			LOC5511550			NA
Fox_pos_R2.mLb.clN_peak_7885	NC_064039.1	9804075	9805296	+	656	NA	intron (Nvec_vc1.1_LOC5519798, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5519798, intron 1 of 2)	1396	Nvec_vc1.1_LOC5519798	Nvec_vc1.1_LOC5519798	Nvec_vc1.1_XM_048728891			LOC5519798			NA
Fox_pos_R2.mLb.clN_peak_3857	NC_064036.1	9074474	9075308	+	656	NA	promoter-TSS (Nvec_vc1.1_LOC116618107)	-promoter-TSS (Nvec_vc1.1_LOC116618107)	-20	Nvec_vc1.1_LOC116618107	Nvec_vc1.1_LOC116618107	Nvec_vc1.1_XM_032381424			LOC116618107			NA
Fox_pos_R2.mLb.clN_peak_5219	NC_064037.1	7021915	7022727	+	655	NA	promoter-TSS (Nvec_vc1.1_LOC5519598)	-promoter-TSS (Nvec_vc1.1_LOC5519598)	-116	Nvec_vc1.1_LOC5519598	Nvec_vc1.1_LOC5519598	Nvec_vc1.1_XM_001639519			LOC5519598			NA
Fox_pos_R2.mLb.clN_peak_11119	NC_064042.1	7461406	7462819	+	655	NA	exon (Nvec_vc1.1_LOC5518205, exon 9 of 9)	-exon (Nvec_vc1.1_LOC5518205, exon 9 of 9)	-2326	Nvec_vc1.1_LOC5518152	Nvec_vc1.1_LOC5518152	Nvec_vc1.1_XM_001638123			LOC5518152			NA
Fox_pos_R2.mLb.clN_peak_11550	NC_064042.1	13642611	13643355	+	655	NA	promoter-TSS (Nvec_vc1.1_LOC5502306)	-promoter-TSS (Nvec_vc1.1_LOC5502306)	-99	Nvec_vc1.1_LOC5502306	Nvec_vc1.1_LOC5502306	Nvec_vc1.1_XM_001623453			LOC5502306			NA
Fox_pos_R2.mLb.clN_peak_7603	NC_064039.1	5930417	5930939	+	655	NA	promoter-TSS (Nvec_vc1.1_LOC5521558)	-promoter-TSS (Nvec_vc1.1_LOC5521558)	14	Nvec_vc1.1_LOC116604387	Nvec_vc1.1_LOC116604387	Nvec_vc1.1_XM_032366666			LOC116604387			NA
Fox_pos_R2.mLb.clN_peak_3261	NC_064036.1	1459567	1460534	+	655	NA	intron (Nvec_vc1.1_LOC5517053, intron 1 of 18)	-intron (Nvec_vc1.1_LOC5517053, intron 1 of 18)	2741	Nvec_vc1.1_LOC5517053	Nvec_vc1.1_LOC5517053	Nvec_vc1.1_XM_001636971			LOC5517053			NA
Fox_pos_R2.mLb.clN_peak_14625	NC_064045.1	11515529	11516604	+	655	NA	promoter-TSS (Nvec_vc1.1_LOC5520568)	-promoter-TSS (Nvec_vc1.1_LOC5520568)	-267	Nvec_vc1.1_LOC5520568	Nvec_vc1.1_LOC5520568	Nvec_vc1.1_XM_001640344			LOC5520568			NA
Fox_pos_R2.mLb.clN_peak_5136	NC_064037.1	5912432	5913183	+	655	NA	Intergenic	Intergenic	-3189	Nvec_vc1.1_LOC5509316	Nvec_vc1.1_LOC5509316	Nvec_vc1.1_XM_032378223			LOC5509316			NA
Fox_pos_R2.mLb.clN_peak_6796	NC_064038.1	11332077	11333140	+	655	NA	intron (Nvec_vc1.1_LOC5517625, intron 1 of 5)	-intron (Nvec_vc1.1_LOC5517625, intron 1 of 5)	1045	Nvec_vc1.1_LOC5517625	Nvec_vc1.1_LOC5517625	Nvec_vc1.1_XM_001637580			LOC5517625			NA
Fox_pos_R2.mLb.clN_peak_3446	NC_064036.1	3895024	3896720	+	654	NA	intron (Nvec_vc1.1_LOC5514210, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5514210, intron 1 of 1)	3032	Nvec_vc1.1_LOC5514210	Nvec_vc1.1_LOC5514210	Nvec_vc1.1_XM_032383841			LOC5514210			NA
Fox_pos_R2.mLb.clN_peak_3914	NC_064036.1	9738522	9739700	+	654	NA	promoter-TSS (Nvec_vc1.1_LOC5513228)	-promoter-TSS (Nvec_vc1.1_LOC5513228)	-114	Nvec_vc1.1_LOC5513228	Nvec_vc1.1_LOC5513228	Nvec_vc1.1_XM_001633457			LOC5513228			NA
Fox_pos_R2.mLb.clN_peak_8206	NC_064039.1	13699811	13700347	+	654	NA	exon (Nvec_vc1.1_LOC5520995, exon 2 of 35)	-exon (Nvec_vc1.1_LOC5520995, exon 2 of 35)	171	Nvec_vc1.1_LOC5520995	Nvec_vc1.1_LOC5520995	Nvec_vc1.1_XM_048728863			LOC5520995			NA
Fox_pos_R2.mLb.clN_peak_12604	NC_064043.1	11142551	11143027	+	654	NA	intron (Nvec_vc1.1_LOC5519224, intron 1 of 18)	-intron (Nvec_vc1.1_LOC5519224, intron 1 of 18)	177	Nvec_vc1.1_LOC5519224	Nvec_vc1.1_LOC5519224	Nvec_vc1.1_XM_048733322			LOC5519224			NA
Fox_pos_R2.mLb.clN_peak_13078	NC_064044.1	3344571	3345539	+	654	NA	Intergenic	Intergenic	-1409	Nvec_vc1.1_LOC5509972	Nvec_vc1.1_LOC5509972	Nvec_vc1.1_XM_032379103			LOC5509972			NA
Fox_pos_R2.mLb.clN_peak_7758	NC_064039.1	8073306	8073727	+	654	NA	intron (Nvec_vc1.1_LOC5502173, intron 1 of 1)	-intron (Nvec_vc1.1_LOC5502173, intron 1 of 1)	795	Nvec_vc1.1_LOC5502173	Nvec_vc1.1_LOC5502173	Nvec_vc1.1_XM_032370453			LOC5502173			NA
Fox_pos_R2.mLb.clN_peak_15083	NC_064046.1	1927835	1928594	+	653	NA	exon (Nvec_vc1.1_LOC5508149, exon 2 of 4)	-exon (Nvec_vc1.1_LOC5508149, exon 2 of 4)	-4484	Nvec_vc1.1_LOC5508155	Nvec_vc1.1_LOC5508155	Nvec_vc1.1_XM_001628700			LOC5508155			NA
Fox_pos_R2.mLb.clN_peak_7529	NC_064039.1	5018483	5019364	+	653	NA	exon (Nvec_vc1.1_LOC5521514, exon 2 of 8)	-exon (Nvec_vc1.1_LOC5521514, exon 2 of 8)	9534	Nvec_NVE16322	Nvec_NVE16322	Nvec_NVE16322						NA
Fox_pos_R2.mLb.clN_peak_17588	NC_064048.1	10883886	10884747	+	653	NA	promoter-TSS (Nvec_vc1.1_LOC5512946)	-promoter-TSS (Nvec_vc1.1_LOC5512946)	96	Nvec_vc1.1_LOC116618532	Nvec_vc1.1_LOC116618532	Nvec_vc1.1_XM_048723132			LOC116618532			NA
Fox_pos_R2.mLb.clN_peak_260	NC_064034.1	4064759	4065621	+	653	NA	promoter-TSS (Nvec_vc1.1_LOC5517171)	-promoter-TSS (Nvec_vc1.1_LOC5517171)	184	Nvec_vc1.1_LOC5517109	Nvec_vc1.1_LOC5517109	Nvec_vc1.1_XM_048729746			LOC5517109			NA
Fox_pos_R2.mLb.clN_peak_10367	NC_064041.1	13267962	13268304	+	653	NA	promoter-TSS (Nvec_vc1.1_LOC5516252)	-promoter-TSS (Nvec_vc1.1_LOC5516252)	-613	Nvec_vc1.1_LOC5516252	Nvec_vc1.1_LOC5516252	Nvec_vc1.1_XM_048731785			LOC5516252			NA
Fox_pos_R2.mLb.clN_peak_11340	NC_064042.1	10653348	10653684	+	653	NA	promoter-TSS (Nvec_vc1.1_LOC5512697)	-promoter-TSS (Nvec_vc1.1_LOC5512697)	91	Nvec_vc1.1_LOC5512697	Nvec_vc1.1_LOC5512697	Nvec_vc1.1_XM_032382108			LOC5512697			NA
Fox_pos_R2.mLb.clN_peak_552	NC_064034.1	7721199	7722421	+	653	NA	exon (Nvec_vc1.1_LOC5520468, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5520468, exon 1 of 1)	413	Nvec_vc1.1_LOC5520468	Nvec_vc1.1_LOC5520468	Nvec_vc1.1_XM_032365554			LOC5520468			NA
Fox_pos_R2.mLb.clN_peak_4323	NC_064036.1	14629756	14630883	+	653	NA	promoter-TSS (Nvec_vc1.1_LOC5522189)	-promoter-TSS (Nvec_vc1.1_LOC5522189)	-119	Nvec_vc1.1_LOC5522189	Nvec_vc1.1_LOC5522189	Nvec_vc1.1_XM_001642008			LOC5522189			NA
Fox_pos_R2.mLb.clN_peak_6683	NC_064038.1	9925099	9925639	+	652	NA	exon (Nvec_vc1.1_LOC5505655, exon 1 of 5)	-exon (Nvec_vc1.1_LOC5505655, exon 1 of 5)	455	Nvec_vc1.1_LOC5505655	Nvec_vc1.1_LOC5505655	Nvec_vc1.1_XM_048728041			LOC5505655			NA
Fox_pos_R2.mLb.clN_peak_8516	NC_064040.1	1768604	1769376	+	652	NA	promoter-TSS (Nvec_vc1.1_LOC5511951)	-promoter-TSS (Nvec_vc1.1_LOC5511951)	4	Nvec_vc1.1_LOC5511951	Nvec_vc1.1_LOC5511951	Nvec_vc1.1_XM_032381346			LOC5511951			NA
Fox_pos_R2.mLb.clN_peak_3729	NC_064036.1	7297806	7299167	+	651	NA	exon (Nvec_v1g242538, exon 1 of 1)	-exon (Nvec_v1g242538, exon 1 of 1)	1381	Nvec_v1g242538	Nvec_v1g242538	Nvec_v1g242538						NA
Fox_pos_R2.mLb.clN_peak_10015	NC_064041.1	6712028	6713233	+	651	NA	intron (Nvec_vc1.1_LOC116619776, intron 1 of 2)	-intron (Nvec_vc1.1_LOC116619776, intron 1 of 2)	800	Nvec_vc1.1_LOC116619776	Nvec_vc1.1_LOC116619776	Nvec_vc1.1_XM_032384924			LOC116619776			NA
Fox_pos_R2.mLb.clN_peak_3745	NC_064036.1	7476806	7478235	+	651	NA	intron (Nvec_vc1.1_LOC5513668, intron 1 of 30)	-intron (Nvec_vc1.1_LOC5513668, intron 1 of 30)	401	Nvec_vc1.1_LOC5513668	Nvec_vc1.1_LOC5513668	Nvec_vc1.1_XM_048725381			LOC5513668			NA
Fox_pos_R2.mLb.clN_peak_1761	NC_064035.1	2898299	2899378	+	651	NA	promoter-TSS (Nvec_vc1.1_LOC5515586)	-promoter-TSS (Nvec_vc1.1_LOC5515586)	-304	Nvec_vc1.1_LOC5515586	Nvec_vc1.1_LOC5515586	Nvec_vc1.1_XM_048724163			LOC5515586			NA
Fox_pos_R2.mLb.clN_peak_12160	NC_064043.1	5860010	5860837	+	651	NA	intron (Nvec_vc1.1_LOC5522098, intron 1 of 7)	-intron (Nvec_vc1.1_LOC5522098, intron 1 of 7)	332	Nvec_vc1.1_LOC5522098	Nvec_vc1.1_LOC5522098	Nvec_vc1.1_XM_032367304			LOC5522098			NA
Fox_pos_R2.mLb.clN_peak_1923	NC_064035.1	5105437	5106092	+	651	NA	promoter-TSS (Nvec_vc1.1_LOC5505669)	-promoter-TSS (Nvec_vc1.1_LOC5505669)	83	Nvec_vc1.1_LOC5505669	Nvec_vc1.1_LOC5505669	Nvec_vc1.1_XM_001626399			LOC5505669			NA
Fox_pos_R2.mLb.clN_peak_4943	NC_064037.1	3866236	3866725	+	651	NA	promoter-TSS (Nvec_vc1.1_LOC116618638)	-promoter-TSS (Nvec_vc1.1_LOC116618638)	147	Nvec_vc1.1_LOC5513107	Nvec_vc1.1_LOC5513107	Nvec_vc1.1_XM_032382569			LOC5513107			NA
Fox_pos_R2.mLb.clN_peak_9514	NC_064040.1	15214531	15215159	+	651	NA	promoter-TSS (Nvec_vc1.1_LOC5511890)	-promoter-TSS (Nvec_vc1.1_LOC5511890)	13	Nvec_vc1.1_LOC5511891	Nvec_vc1.1_LOC5511891	Nvec_vc1.1_XM_032381281			LOC5511891			NA
Fox_pos_R2.mLb.clN_peak_15694	NC_064046.1	10915736	10917146	+	651	NA	promoter-TSS (Nvec_vc1.1_LOC5505893)	-promoter-TSS (Nvec_vc1.1_LOC5505893)	-70	Nvec_vc1.1_LOC5505893	Nvec_vc1.1_LOC5505893	Nvec_vc1.1_XM_032374226			LOC5505893			NA
Fox_pos_R2.mLb.clN_peak_16033	NC_064047.1	667522	668432	+	650	NA	promoter-TSS (Nvec_vc1.1_LOC5512863)	-promoter-TSS (Nvec_vc1.1_LOC5512863)	6	Nvec_vc1.1_LOC5512863	Nvec_vc1.1_LOC5512863	Nvec_vc1.1_XM_001633090			LOC5512863			NA
Fox_pos_R2.mLb.clN_peak_800	NC_064034.1	11099730	11100251	+	650	NA	promoter-TSS (Nvec_vc1.1_LOC5505236)	-promoter-TSS (Nvec_vc1.1_LOC5505236)	-4	Nvec_vc1.1_LOC5505236	Nvec_vc1.1_LOC5505236	Nvec_vc1.1_XM_001626038			LOC5505236			NA
