PeakID (cmd=annotatePeaks.pl Elav_pos_R1.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Elav_pos_R1.mLb.clN_peak_9642	NC_064040.1	14726386	14727792	+	1179	NA	promoter-TSS (Nvec_NVE14743)	-promoter-TSS (Nvec_NVE14743)	-608	Nvec_NVE14743	Nvec_NVE14743	Nvec_NVE14743						NA
Elav_pos_R1.mLb.clN_peak_1229	NC_064034.1	17298339	17298868	+	1178	NA	exon (Nvec_vc1.1_LOC5507609, exon 1 of 23)	-exon (Nvec_vc1.1_LOC5507609, exon 1 of 23)	177	Nvec_vc1.1_LOC5507609	Nvec_vc1.1_LOC5507609	Nvec_vc1.1_XM_032376273			LOC5507609			NA
Elav_pos_R1.mLb.clN_peak_3525	NC_064036.1	4104289	4106158	+	1178	NA	promoter-TSS (Nvec_vc1.1_LOC5503185)	-promoter-TSS (Nvec_vc1.1_LOC5503185)	587	Nvec_vc1.1_LOC5503186	Nvec_vc1.1_LOC5503186	Nvec_vc1.1_XM_032371473			LOC5503186			NA
Elav_pos_R1.mLb.clN_peak_841	NC_064034.1	11397864	11398418	+	1178	NA	promoter-TSS (Nvec_vc1.1_LOC5517465)	-promoter-TSS (Nvec_vc1.1_LOC5517465)	-31	Nvec_vc1.1_LOC5517465	Nvec_vc1.1_LOC5517465	Nvec_vc1.1_XM_001637433			LOC5517465			NA
Elav_pos_R1.mLb.clN_peak_7469	NC_064039.1	3337856	3338796	+	1177	NA	promoter-TSS (Nvec_vc1.1_LOC5514677)	-promoter-TSS (Nvec_vc1.1_LOC5514677)	-35	Nvec_vc1.1_LOC5514676	Nvec_vc1.1_LOC5514676	Nvec_vc1.1_XM_032384244			LOC5514676			NA
Elav_pos_R1.mLb.clN_peak_9784	NC_064040.1	17131474	17132449	+	1177	NA	promoter-TSS (Nvec_NVE19657)	-promoter-TSS (Nvec_NVE19657)	18	Nvec_vc1.1_LOC116617298	Nvec_vc1.1_LOC116617298	Nvec_vc1.1_XM_048730649			LOC116617298			NA
Elav_pos_R1.mLb.clN_peak_9706	NC_064040.1	15692367	15693032	+	1177	NA	promoter-TSS (Nvec_vc1.1_LOC5500726)	-promoter-TSS (Nvec_vc1.1_LOC5500726)	34	Nvec_vc1.1_LOC5500726	Nvec_vc1.1_LOC5500726	Nvec_vc1.1_XM_032369126			LOC5500726			NA
Elav_pos_R1.mLb.clN_peak_7257	NC_064039.1	797980	798792	+	1176	NA	exon (Nvec_vc1.1_LOC5510531, exon 1 of 2)	-exon (Nvec_vc1.1_LOC5510531, exon 1 of 2)	126	Nvec_vc1.1_LOC5510531	Nvec_vc1.1_LOC5510531	Nvec_vc1.1_XM_032379729			LOC5510531			NA
Elav_pos_R1.mLb.clN_peak_5602	NC_064037.1	11069406	11070062	+	1176	NA	promoter-TSS (Nvec_vc1.1_LOC5516536)	-promoter-TSS (Nvec_vc1.1_LOC5516536)	-835	Nvec_vc1.1_LOC5516536	Nvec_vc1.1_LOC5516536	Nvec_vc1.1_XM_048725842			LOC5516536			NA
Elav_pos_R1.mLb.clN_peak_3717	NC_064036.1	6465014	6465858	+	1176	NA	promoter-TSS (Nvec_vc1.1_LOC5506485)	-promoter-TSS (Nvec_vc1.1_LOC5506485)	56	Nvec_vc1.1_LOC5506485	Nvec_vc1.1_LOC5506485	Nvec_vc1.1_XM_001627151			LOC5506485			NA
Elav_pos_R1.mLb.clN_peak_4712	NC_064036.1	19368558	19369405	+	1176	NA	exon (Nvec_vc1.1_LOC5509033, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5509033, exon 1 of 3)	663	Nvec_vc1.1_LOC5509033	Nvec_vc1.1_LOC5509033	Nvec_vc1.1_XM_001629499			LOC5509033			NA
Elav_pos_R1.mLb.clN_peak_15306	NC_064046.1	4539037	4540259	+	1175	NA	promoter-TSS (Nvec_vc1.1_LOC5501452)	-promoter-TSS (Nvec_vc1.1_LOC5501452)	-161	Nvec_vc1.1_LOC5501452	Nvec_vc1.1_LOC5501452	Nvec_vc1.1_XM_048720864			LOC5501452			NA
Elav_pos_R1.mLb.clN_peak_9775	NC_064040.1	17020477	17020990	+	1175	NA	exon (Nvec_vc1.1_LOC5500605, exon 1 of 7)	-exon (Nvec_vc1.1_LOC5500605, exon 1 of 7)	186	Nvec_vc1.1_LOC5500605	Nvec_vc1.1_LOC5500605	Nvec_vc1.1_XM_048730218			LOC5500605			NA
Elav_pos_R1.mLb.clN_peak_8672	NC_064040.1	1848620	1849348	+	1175	NA	promoter-TSS (Nvec_vc1.1_LOC5511987)	-promoter-TSS (Nvec_vc1.1_LOC5511987)	-76	Nvec_vc1.1_LOC5511986	Nvec_vc1.1_LOC5511986	Nvec_vc1.1_XM_032381302			LOC5511986			NA
Elav_pos_R1.mLb.clN_peak_1621	NC_064035.1	1049094	1049926	+	1174	NA	promoter-TSS (Nvec_vc1.1_LOC5509097)	-promoter-TSS (Nvec_vc1.1_LOC5509097)	18	Nvec_vc1.1_LOC5509097	Nvec_vc1.1_LOC5509097	Nvec_vc1.1_XM_032377996			LOC5509097			NA
Elav_pos_R1.mLb.clN_peak_5943	NC_064037.1	15683863	15684239	+	1174	NA	promoter-TSS (Nvec_vc1.1_LOC5516077)	-promoter-TSS (Nvec_vc1.1_LOC5516077)	74	Nvec_vc1.1_LOC5516077	Nvec_vc1.1_LOC5516077	Nvec_vc1.1_XM_001636187			LOC5516077			NA
Elav_pos_R1.mLb.clN_peak_4490	NC_064036.1	15995625	15996164	+	1173	NA	promoter-TSS (Nvec_vc1.1_LOC5506713)	-promoter-TSS (Nvec_vc1.1_LOC5506713)	80	Nvec_vc1.1_LOC5506713	Nvec_vc1.1_LOC5506713	Nvec_vc1.1_XM_048724761			LOC5506713			NA
Elav_pos_R1.mLb.clN_peak_15057	NC_064046.1	1491013	1491580	+	1173	NA	promoter-TSS (Nvec_vc1.1_LOC5505155)	-promoter-TSS (Nvec_vc1.1_LOC5505155)	7	Nvec_vc1.1_LOC5505178	Nvec_vc1.1_LOC5505178	Nvec_vc1.1_XM_032373579			LOC5505178			NA
Elav_pos_R1.mLb.clN_peak_9819	NC_064041.1	646687	647237	+	1173	NA	promoter-TSS (Nvec_vc1.1_LOC5508393)	-promoter-TSS (Nvec_vc1.1_LOC5508393)	-21	Nvec_vc1.1_LOC5508393	Nvec_vc1.1_LOC5508393	Nvec_vc1.1_XM_048731183			LOC5508393			NA
Elav_pos_R1.mLb.clN_peak_14077	NC_064045.1	2951516	2952231	+	1173	NA	Intergenic	Intergenic	-6364	Nvec_vc1.1_LOC116611070	Nvec_vc1.1_LOC116611070	Nvec_vc1.1_XM_048720192			LOC116611070			NA
Elav_pos_R1.mLb.clN_peak_4536	NC_064036.1	16770219	16770901	+	1173	NA	exon (Nvec_vc1.1_LOC5514253, exon 1 of 4)	-exon (Nvec_vc1.1_LOC5514253, exon 1 of 4)	137	Nvec_vc1.1_LOC5514253	Nvec_vc1.1_LOC5514253	Nvec_vc1.1_XM_001634408			LOC5514253			NA
Elav_pos_R1.mLb.clN_peak_4028	NC_064036.1	10395746	10396435	+	1172	NA	Intergenic	Intergenic	-3723	Nvec_vc1.1_LOC5501852	Nvec_vc1.1_LOC5501852	Nvec_vc1.1_XM_032370148			LOC5501852			NA
Elav_pos_R1.mLb.clN_peak_3779	NC_064036.1	7160536	7161572	+	1172	NA	promoter-TSS (Nvec_vc1.1_LOC116618952)	-promoter-TSS (Nvec_vc1.1_LOC116618952)	-157	Nvec_vc1.1_LOC116618952	Nvec_vc1.1_LOC116618952	Nvec_vc1.1_XM_032383201			LOC116618952			NA
Elav_pos_R1.mLb.clN_peak_5499	NC_064037.1	9572102	9572855	+	1172	NA	promoter-TSS (Nvec_vc1.1_LOC5522234)	-promoter-TSS (Nvec_vc1.1_LOC5522234)	70	Nvec_vc1.1_LOC5522234	Nvec_vc1.1_LOC5522234	Nvec_vc1.1_XM_001641929			LOC5522234			NA
Elav_pos_R1.mLb.clN_peak_1466	NC_064034.1	20424012	20425452	+	1172	NA	promoter-TSS (Nvec_vc1.1_LOC5504131)	-promoter-TSS (Nvec_vc1.1_LOC5504131)	-39	Nvec_vc1.1_LOC5504131	Nvec_vc1.1_LOC5504131	Nvec_vc1.1_XM_032372412			LOC5504131			NA
Elav_pos_R1.mLb.clN_peak_7305	NC_064039.1	1274891	1275745	+	1172	NA	promoter-TSS (Nvec_vc1.1_LOC5503358)	-promoter-TSS (Nvec_vc1.1_LOC5503358)	-21	Nvec_vc1.1_LOC5503357	Nvec_vc1.1_LOC5503357	Nvec_vc1.1_XM_048728735			LOC5503357			NA
Elav_pos_R1.mLb.clN_peak_12158	NC_064043.1	4471816	4472554	+	1172	NA	promoter-TSS (Nvec_vc1.1_LOC5510211)	-promoter-TSS (Nvec_vc1.1_LOC5510211)	-82	Nvec_vc1.1_LOC5510211	Nvec_vc1.1_LOC5510211	Nvec_vc1.1_XM_001630637			LOC5510211			NA
Elav_pos_R1.mLb.clN_peak_14410	NC_064045.1	7138366	7138904	+	1171	NA	promoter-TSS (Nvec_vc1.1_LOC5510150)	-promoter-TSS (Nvec_vc1.1_LOC5510150)	15	Nvec_vc1.1_LOC5503872	Nvec_vc1.1_LOC5503872	Nvec_vc1.1_XM_048719683			LOC5503872			NA
Elav_pos_R1.mLb.clN_peak_16964	NC_064048.1	2791242	2792099	+	1171	NA	promoter-TSS (Nvec_vc1.1_LOC5510823)	-promoter-TSS (Nvec_vc1.1_LOC5510823)	-17	Nvec_vc1.1_LOC5510823	Nvec_vc1.1_LOC5510823	Nvec_vc1.1_XM_001631190			LOC5510823			NA
Elav_pos_R1.mLb.clN_peak_14654	NC_064045.1	11286520	11287711	+	1170	NA	intron (Nvec_vc1.1_LOC5520576, intron 1 of 2)	-intron (Nvec_vc1.1_LOC5520576, intron 1 of 2)	315	Nvec_vc1.1_LOC5520576	Nvec_vc1.1_LOC5520576	Nvec_vc1.1_XM_001640353			LOC5520576			NA
Elav_pos_R1.mLb.clN_peak_14306	NC_064045.1	5858962	5859570	+	1170	NA	TTS (Nvec_vc1.1_LOC116614146)	-TTS (Nvec_vc1.1_LOC116614146)	4088	Nvec_vc1.1_LOC116614146	Nvec_vc1.1_LOC116614146	Nvec_vc1.1_XM_032374801			LOC116614146			NA
Elav_pos_R1.mLb.clN_peak_7082	NC_064038.1	15055225	15055683	+	1170	NA	promoter-TSS (Nvec_vc1.1_LOC116611737)	-promoter-TSS (Nvec_vc1.1_LOC116611737)	-274	Nvec_vc1.1_LOC116611737	Nvec_vc1.1_LOC116611737	Nvec_vc1.1_XM_048728055			LOC116611737			NA
Elav_pos_R1.mLb.clN_peak_6038	NC_064037.1	16810469	16812882	+	1170	NA	promoter-TSS (Nvec_vc1.1_LOC5508948)	-promoter-TSS (Nvec_vc1.1_LOC5508948)	-388	Nvec_vc1.1_LOC5508948	Nvec_vc1.1_LOC5508948	Nvec_vc1.1_XM_001629450			LOC5508948			NA
Elav_pos_R1.mLb.clN_peak_3180	NC_064035.1	20960960	20962082	+	1170	NA	promoter-TSS (Nvec_vc1.1_LOC5502529)	-promoter-TSS (Nvec_vc1.1_LOC5502529)	-138	Nvec_vc1.1_LOC5502529	Nvec_vc1.1_LOC5502529	Nvec_vc1.1_XM_032370790			LOC5502529			NA
Elav_pos_R1.mLb.clN_peak_13082	NC_064043.1	16459761	16460531	+	1169	NA	exon (Nvec_vc1.1_LOC5505537, exon 1 of 6)	-exon (Nvec_vc1.1_LOC5505537, exon 1 of 6)	187	Nvec_vc1.1_LOC5505537	Nvec_vc1.1_LOC5505537	Nvec_vc1.1_XM_001626270			LOC5505537			NA
Elav_pos_R1.mLb.clN_peak_10805	NC_064042.1	1442210	1443362	+	1169	NA	intron (Nvec_vc1.1_LOC5509454, intron 1 of 38)	-intron (Nvec_vc1.1_LOC5509454, intron 1 of 38)	494	Nvec_vc1.1_LOC5509454	Nvec_vc1.1_LOC5509454	Nvec_vc1.1_XM_048732973			LOC5509454			NA
Elav_pos_R1.mLb.clN_peak_9429	NC_064040.1	11694847	11695790	+	1169	NA	promoter-TSS (Nvec_vc1.1_LOC5504798)	-promoter-TSS (Nvec_vc1.1_LOC5504798)	-73	Nvec_vc1.1_LOC5504809	Nvec_vc1.1_LOC5504809	Nvec_vc1.1_XM_032373133			LOC5504809			NA
Elav_pos_R1.mLb.clN_peak_9661	NC_064040.1	14975409	14976127	+	1169	NA	promoter-TSS (Nvec_vc1.1_LOC5511901)	-promoter-TSS (Nvec_vc1.1_LOC5511901)	85	Nvec_vc1.1_LOC5511901	Nvec_vc1.1_LOC5511901	Nvec_vc1.1_XM_001632226			LOC5511901			NA
Elav_pos_R1.mLb.clN_peak_10178	NC_064041.1	7463543	7464424	+	1168	NA	promoter-TSS (Nvec_NVE18707)	-promoter-TSS (Nvec_NVE18707)	-288	Nvec_NVE18707	Nvec_NVE18707	Nvec_NVE18707						NA
Elav_pos_R1.mLb.clN_peak_10901	NC_064042.1	2764229	2765105	+	1168	NA	promoter-TSS (Nvec_vc1.1_LOC5511614)	-promoter-TSS (Nvec_vc1.1_LOC5511614)	76	Nvec_vc1.1_LOC5511614	Nvec_vc1.1_LOC5511614	Nvec_vc1.1_XM_032381044			LOC5511614			NA
Elav_pos_R1.mLb.clN_peak_4989	NC_064037.1	3613808	3614549	+	1167	NA	promoter-TSS (Nvec_vc1.1_LOC116614800)	-promoter-TSS (Nvec_vc1.1_LOC116614800)	-126	Nvec_vc1.1_LOC116614800	Nvec_vc1.1_LOC116614800	Nvec_vc1.1_XM_032376231			LOC116614800			NA
Elav_pos_R1.mLb.clN_peak_2272	NC_064035.1	9231119	9232303	+	1167	NA	promoter-TSS (Nvec_vc1.1_LOC5521349)	-promoter-TSS (Nvec_vc1.1_LOC5521349)	-228	Nvec_vc1.1_LOC5521351	Nvec_vc1.1_LOC5521351	Nvec_vc1.1_XM_048723090			LOC5521351			NA
Elav_pos_R1.mLb.clN_peak_6265	NC_064038.1	3481068	3481787	+	1167	NA	Intergenic	Intergenic	-1625	Nvec_vc1.1_LOC5517793	Nvec_vc1.1_LOC5517793	Nvec_vc1.1_XM_032362212			LOC5517793			NA
Elav_pos_R1.mLb.clN_peak_635	NC_064034.1	8904742	8905553	+	1166	NA	intron (Nvec_vc1.1_LOC5520443, intron 2 of 28)	-intron (Nvec_vc1.1_LOC5520443, intron 2 of 28)	2761	Nvec_vc1.1_LOC5520443	Nvec_vc1.1_LOC5520443	Nvec_vc1.1_XM_032365344			LOC5520443			NA
Elav_pos_R1.mLb.clN_peak_11183	NC_064042.1	6821741	6822581	+	1166	NA	promoter-TSS (Nvec_vc1.1_LOC5518129)	-promoter-TSS (Nvec_vc1.1_LOC5518129)	-14	Nvec_vc1.1_LOC5518129	Nvec_vc1.1_LOC5518129	Nvec_vc1.1_XM_001638099			LOC5518129			NA
Elav_pos_R1.mLb.clN_peak_14855	NC_064045.1	14548653	14549982	+	1166	NA	exon (Nvec_vc1.1_LOC5520187, exon 1 of 35)	-exon (Nvec_vc1.1_LOC5520187, exon 1 of 35)	129	Nvec_vc1.1_LOC5520187	Nvec_vc1.1_LOC5520187	Nvec_vc1.1_XM_048719653			LOC5520187			NA
Elav_pos_R1.mLb.clN_peak_14663	NC_064045.1	11515567	11516644	+	1166	NA	promoter-TSS (Nvec_vc1.1_LOC5520568)	-promoter-TSS (Nvec_vc1.1_LOC5520568)	-306	Nvec_vc1.1_LOC5520568	Nvec_vc1.1_LOC5520568	Nvec_vc1.1_XM_001640344			LOC5520568			NA
Elav_pos_R1.mLb.clN_peak_12799	NC_064043.1	12147264	12148540	+	1166	NA	exon (Nvec_vc1.1_LOC116617609, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116617609, exon 1 of 1)	1225	Nvec_vc1.1_LOC116617609	Nvec_vc1.1_LOC116617609	Nvec_vc1.1_XM_032380470			LOC116617609			NA
Elav_pos_R1.mLb.clN_peak_11477	NC_064042.1	10704618	10705253	+	1166	NA	promoter-TSS (Nvec_vc1.1_LOC5512694)	-promoter-TSS (Nvec_vc1.1_LOC5512694)	59	Nvec_vc1.1_LOC5512694	Nvec_vc1.1_LOC5512694	Nvec_vc1.1_XM_048731976			LOC5512694			NA
Elav_pos_R1.mLb.clN_peak_11517	NC_064042.1	11285490	11285998	+	1165	NA	promoter-TSS (Nvec_vc1.1_LOC5507794)	-promoter-TSS (Nvec_vc1.1_LOC5507794)	40	Nvec_vc1.1_LOC5507807	Nvec_vc1.1_LOC5507807	Nvec_vc1.1_XM_001628383			LOC5507807			NA
Elav_pos_R1.mLb.clN_peak_3003	NC_064035.1	18632066	18633124	+	1165	NA	promoter-TSS (Nvec_vc1.1_LOC5509092)	-promoter-TSS (Nvec_vc1.1_LOC5509092)	156	Nvec_vc1.1_LOC116616078	Nvec_vc1.1_LOC116616078	Nvec_vc1.1_XM_048723701			LOC116616078			NA
Elav_pos_R1.mLb.clN_peak_5777	NC_064037.1	13526508	13526841	+	1165	NA	promoter-TSS (Nvec_vc1.1_LOC5511024)	-promoter-TSS (Nvec_vc1.1_LOC5511024)	79	Nvec_vc1.1_LOC5511024	Nvec_vc1.1_LOC5511024	Nvec_vc1.1_XM_001631403			LOC5511024			NA
Elav_pos_R1.mLb.clN_peak_9552	NC_064040.1	13303592	13304330	+	1164	NA	promoter-TSS (Nvec_vc1.1_LOC5508249)	-promoter-TSS (Nvec_vc1.1_LOC5508249)	86	Nvec_vc1.1_LOC5508249	Nvec_vc1.1_LOC5508249	Nvec_vc1.1_XM_048730013			LOC5508249			NA
Elav_pos_R1.mLb.clN_peak_6444	NC_064038.1	5838571	5839391	+	1164	NA	intron (Nvec_vc1.1_LOC5511190, intron 2 of 8)	-intron (Nvec_vc1.1_LOC5511190, intron 2 of 8)	-1611	Nvec_vc1.1_LOC5511189	Nvec_vc1.1_LOC5511189	Nvec_vc1.1_XM_001631578			LOC5511189			NA
Elav_pos_R1.mLb.clN_peak_14166	NC_064045.1	4045224	4046737	+	1163	NA	intron (Nvec_vc1.1_LOC5516894, intron 1 of 5)	-intron (Nvec_vc1.1_LOC5516894, intron 1 of 5)	460	Nvec_vc1.1_LOC5516894	Nvec_vc1.1_LOC5516894	Nvec_vc1.1_XM_032386897			LOC5516894			NA
Elav_pos_R1.mLb.clN_peak_2268	NC_064035.1	9181254	9182116	+	1163	NA	intron (Nvec_vc1.1_LOC5521352, intron 8 of 11)	-intron (Nvec_vc1.1_LOC5521352, intron 8 of 11)	6224	Nvec_vc1.1_LOC5521352	Nvec_vc1.1_LOC5521352	Nvec_vc1.1_XM_001640986			LOC5521352			NA
Elav_pos_R1.mLb.clN_peak_17537	NC_064048.1	10587175	10589368	+	1163	NA	intron (Nvec_vc1.1_LOC116610743, intron 1 of 7)	-intron (Nvec_vc1.1_LOC116610743, intron 1 of 7)	1227	Nvec_vc1.1_LOC116610743	Nvec_vc1.1_LOC116610743	Nvec_vc1.1_XM_048722503			LOC116610743			NA
Elav_pos_R1.mLb.clN_peak_10577	NC_064041.1	14539128	14540429	+	1162	NA	intron (Nvec_vc1.1_LOC116620287, intron 2 of 3)	-intron (Nvec_vc1.1_LOC116620287, intron 2 of 3)	-7918	Nvec_vc1.1_LOC5510505	Nvec_vc1.1_LOC5510505	Nvec_vc1.1_XM_032379633			LOC5510505			NA
Elav_pos_R1.mLb.clN_peak_15840	NC_064046.1	12870313	12871534	+	1162	NA	promoter-TSS (Nvec_vc1.1_LOC5519484)	-promoter-TSS (Nvec_vc1.1_LOC5519484)	39	Nvec_vc1.1_LOC5519484	Nvec_vc1.1_LOC5519484	Nvec_vc1.1_XM_001639322			LOC5519484			NA
Elav_pos_R1.mLb.clN_peak_10109	NC_064041.1	6352118	6352795	+	1162	NA	promoter-TSS (Nvec_vc1.1_LOC5501581)	-promoter-TSS (Nvec_vc1.1_LOC5501581)	0	Nvec_vc1.1_LOC5501581	Nvec_vc1.1_LOC5501581	Nvec_vc1.1_XM_001622802			LOC5501581			NA
Elav_pos_R1.mLb.clN_peak_12258	NC_064043.1	5822833	5823735	+	1162	NA	promoter-TSS (Nvec_vc1.1_LOC5521985)	-promoter-TSS (Nvec_vc1.1_LOC5521985)	92	Nvec_vc1.1_LOC5521985	Nvec_vc1.1_LOC5521985	Nvec_vc1.1_XM_001641818			LOC5521985			NA
Elav_pos_R1.mLb.clN_peak_15473	NC_064046.1	7237207	7238177	+	1162	NA	Intergenic	Intergenic	-2089	Nvec_vc1.1_LOC5510880	Nvec_vc1.1_LOC5510880	Nvec_vc1.1_XM_048721067			LOC5510880			NA
Elav_pos_R1.mLb.clN_peak_11965	NC_064043.1	2534749	2535486	+	1162	NA	promoter-TSS (Nvec_vc1.1_LOC5516497)	-promoter-TSS (Nvec_vc1.1_LOC5516497)	68	Nvec_vc1.1_LOC5516497	Nvec_vc1.1_LOC5516497	Nvec_vc1.1_XM_032386265			LOC5516497			NA
Elav_pos_R1.mLb.clN_peak_15006	NC_064046.1	958614	959326	+	1160	NA	promoter-TSS (Nvec_vc1.1_LOC5521614)	-promoter-TSS (Nvec_vc1.1_LOC5521614)	-90	Nvec_vc1.1_LOC5521614	Nvec_vc1.1_LOC5521614	Nvec_vc1.1_XM_001641351			LOC5521614			NA
Elav_pos_R1.mLb.clN_peak_5005	NC_064037.1	3866026	3866899	+	1160	NA	promoter-TSS (Nvec_vc1.1_LOC116618638)	-promoter-TSS (Nvec_vc1.1_LOC116618638)	165	Nvec_vc1.1_LOC5513107	Nvec_vc1.1_LOC5513107	Nvec_vc1.1_XM_032382569			LOC5513107			NA
Elav_pos_R1.mLb.clN_peak_17586	NC_064048.1	12430627	12432163	+	1159	NA	exon (Nvec_vc1.1_LOC5501374, exon 1 of 13)	-exon (Nvec_vc1.1_LOC5501374, exon 1 of 13)	169	Nvec_vc1.1_LOC5501374	Nvec_vc1.1_LOC5501374	Nvec_vc1.1_XM_048722535			LOC5501374			NA
Elav_pos_R1.mLb.clN_peak_9397	NC_064040.1	11297056	11297735	+	1159	NA	promoter-TSS (Nvec_vc1.1_LOC5507111)	-promoter-TSS (Nvec_vc1.1_LOC5507111)	103	Nvec_vc1.1_LOC5507122	Nvec_vc1.1_LOC5507122	Nvec_vc1.1_XM_032375597			LOC5507122			NA
Elav_pos_R1.mLb.clN_peak_82	NC_064034.1	2084964	2085495	+	1159	NA	promoter-TSS (Nvec_vc1.1_LOC5516345)	-promoter-TSS (Nvec_vc1.1_LOC5516345)	29	Nvec_vc1.1_LOC5516345	Nvec_vc1.1_LOC5516345	Nvec_vc1.1_XM_001636404			LOC5516345			NA
Elav_pos_R1.mLb.clN_peak_12757	NC_064043.1	11475103	11476696	+	1158	NA	Intergenic	Intergenic	-4329	Nvec_vc1.1_LOC5510573	Nvec_vc1.1_LOC5510573	Nvec_vc1.1_XM_032379786			LOC5510573			NA
Elav_pos_R1.mLb.clN_peak_14995	NC_064046.1	876933	878009	+	1158	NA	TTS (Nvec_vc1.1_LOC5521493)	-TTS (Nvec_vc1.1_LOC5521493)	123	Nvec_vc1.1_LOC5521489	Nvec_vc1.1_LOC5521489	Nvec_vc1.1_XM_048720899			LOC5521489			NA
Elav_pos_R1.mLb.clN_peak_1186	NC_064034.1	16683426	16683866	+	1158	NA	promoter-TSS (Nvec_vc1.1_LOC5504706)	-promoter-TSS (Nvec_vc1.1_LOC5504706)	-134	Nvec_vc1.1_LOC5504706	Nvec_vc1.1_LOC5504706	Nvec_vc1.1_XM_001625543			LOC5504706			NA
Elav_pos_R1.mLb.clN_peak_16348	NC_064047.1	6306682	6308430	+	1158	NA	exon (Nvec_vc1.1_LOC5505098, exon 1 of 9)	-exon (Nvec_vc1.1_LOC5505098, exon 1 of 9)	157	Nvec_vc1.1_LOC5505098	Nvec_vc1.1_LOC5505098	Nvec_vc1.1_XM_032373525			LOC5505098			NA
Elav_pos_R1.mLb.clN_peak_13489	NC_064044.1	8287883	8288605	+	1157	NA	promoter-TSS (Nvec_vc1.1_LOC5518429)	-promoter-TSS (Nvec_vc1.1_LOC5518429)	-11	Nvec_vc1.1_LOC5518430	Nvec_vc1.1_LOC5518430	Nvec_vc1.1_XM_048734096			LOC5518430			NA
Elav_pos_R1.mLb.clN_peak_13027	NC_064043.1	14932748	14933404	+	1157	NA	promoter-TSS (Nvec_vc1.1_LOC5503377)	-promoter-TSS (Nvec_vc1.1_LOC5503377)	94	Nvec_vc1.1_LOC5503377	Nvec_vc1.1_LOC5503377	Nvec_vc1.1_XM_048733416			LOC5503377			NA
Elav_pos_R1.mLb.clN_peak_9574	NC_064040.1	13708912	13709671	+	1157	NA	Intergenic	Intergenic	-10566	Nvec_vc1.1_LOC125568397	Nvec_vc1.1_LOC125568397	Nvec_vc1.1_XM_048730655			LOC125568397			NA
Elav_pos_R1.mLb.clN_peak_13758	NC_064044.1	12277264	12277978	+	1157	NA	promoter-TSS (Nvec_vc1.1_LOC5514747)	-promoter-TSS (Nvec_vc1.1_LOC5514747)	63	Nvec_vc1.1_LOC5514746	Nvec_vc1.1_LOC5514746	Nvec_vc1.1_XM_001634870			LOC5514746			NA
Elav_pos_R1.mLb.clN_peak_11204	NC_064042.1	6989075	6989939	+	1157	NA	promoter-TSS (Nvec_vc1.1_LOC5518185)	-promoter-TSS (Nvec_vc1.1_LOC5518185)	16	Nvec_vc1.1_LOC5518185	Nvec_vc1.1_LOC5518185	Nvec_vc1.1_XM_001638052			LOC5518185			NA
Elav_pos_R1.mLb.clN_peak_6863	NC_064038.1	11129585	11130291	+	1156	NA	promoter-TSS (Nvec_vc1.1_LOC125563134)	-promoter-TSS (Nvec_vc1.1_LOC125563134)	-355	Nvec_vc1.1_LOC125563134	Nvec_vc1.1_LOC125563134	Nvec_vc1.1_XM_048728001			LOC125563134			NA
Elav_pos_R1.mLb.clN_peak_9480	NC_064040.1	12462786	12463691	+	1156	NA	intron (Nvec_vc1.1_LOC5510764, intron 1 of 11)	-intron (Nvec_vc1.1_LOC5510764, intron 1 of 11)	213	Nvec_vc1.1_LOC5510764	Nvec_vc1.1_LOC5510764	Nvec_vc1.1_XM_001631153			LOC5510764			NA
Elav_pos_R1.mLb.clN_peak_16315	NC_064047.1	5751279	5752099	+	1156	NA	exon (Nvec_vc1.1_LOC116619078, exon 2 of 2)	-exon (Nvec_vc1.1_LOC116619078, exon 2 of 2)	6036	Nvec_vc1.1_LOC116619078	Nvec_vc1.1_LOC116619078	Nvec_vc1.1_XM_048721905			LOC116619078			NA
Elav_pos_R1.mLb.clN_peak_1412	NC_064034.1	19636657	19637379	+	1154	NA	promoter-TSS (Nvec_vc1.1_LOC5507676)	-promoter-TSS (Nvec_vc1.1_LOC5507676)	73	Nvec_vc1.1_LOC5507676	Nvec_vc1.1_LOC5507676	Nvec_vc1.1_XM_032376389			LOC5507676			NA
Elav_pos_R1.mLb.clN_peak_14475	NC_064045.1	8750348	8751178	+	1154	NA	promoter-TSS (Nvec_vc1.1_LOC5511712)	-promoter-TSS (Nvec_vc1.1_LOC5511712)	85	Nvec_vc1.1_LOC5511712	Nvec_vc1.1_LOC5511712	Nvec_vc1.1_XM_032381104			LOC5511712			NA
