gene	motif	ATAC	RNA	comparison	reporterline	vs	cor	motif_gene	correlation	pfam	name
Nvec_vc1.1_XM_001634956.3	ARCH1022	0.14172	0.206470604717854	Fox_vs_Elav	Fox	Elav	-0.183333333333333	ARCH1022__Nvec_vc1.1_XM_001634956.3	no	GSC/GSC2	Homeodomains.HG2.43:GSC/GSC2
Nvec_vc1.1_XM_001634956.3	ARCH1022	-0.0072	0.524940720444182	Fox_vs_Ncol	Fox	Ncol	-0.183333333333333	ARCH1022__Nvec_vc1.1_XM_001634956.3	no	GSC/GSC2	Homeodomains.HG2.43:GSC/GSC2
Nvec_vc1.1_XM_001634956.3	ARCH1022	0.06545	-1.464872118046	Fox_vs_neg	Fox	neg	-0.183333333333333	ARCH1022__Nvec_vc1.1_XM_001634956.3	no	GSC/GSC2	Homeodomains.HG2.43:GSC/GSC2
Nvec_vc1.1_XM_001634956.3	ARCH1022	0.12159	-0.318470115726329	Ncol_vs_Elav	Ncol	Elav	-0.183333333333333	ARCH1022__Nvec_vc1.1_XM_001634956.3	no	GSC/GSC2	Homeodomains.HG2.43:GSC/GSC2
Nvec_vc1.1_XM_001634956.3	ARCH1022	0.0072	-0.524940720444182	Ncol_vs_Fox	Ncol	Fox	-0.183333333333333	ARCH1022__Nvec_vc1.1_XM_001634956.3	no	GSC/GSC2	Homeodomains.HG2.43:GSC/GSC2
Nvec_vc1.1_XM_001634956.3	ARCH1022	0.01891	-1.91896844640399	Ncol_vs_neg	Ncol	neg	-0.183333333333333	ARCH1022__Nvec_vc1.1_XM_001634956.3	no	GSC/GSC2	Homeodomains.HG2.43:GSC/GSC2
Nvec_vc1.1_XM_001634986.3	ARCH1482	0.04744	0.456163880863358	Elav_vs_Fox	Elav	Fox	0.483333333333333	ARCH1482__Nvec_vc1.1_XM_001634986.3	no	STAT6	STAT.HG1.2:STAT6
Nvec_vc1.1_XM_001634986.3	ARCH1482	0.06393	0.916764570302549	Elav_vs_Ncol	Elav	Ncol	0.483333333333333	ARCH1482__Nvec_vc1.1_XM_001634986.3	no	STAT6	STAT.HG1.2:STAT6
Nvec_vc1.1_XM_001634986.3	ARCH1482	0.10187	-0.0333409787417436	Elav_vs_neg	Elav	neg	0.483333333333333	ARCH1482__Nvec_vc1.1_XM_001634986.3	no	STAT6	STAT.HG1.2:STAT6
Nvec_vc1.1_XM_001634986.3	ARCH1482	-0.04744	-0.456163880863358	Fox_vs_Elav	Fox	Elav	0.483333333333333	ARCH1482__Nvec_vc1.1_XM_001634986.3	no	STAT6	STAT.HG1.2:STAT6
Nvec_vc1.1_XM_001634986.3	ARCH1482	0.02495	0.460600689439191	Fox_vs_Ncol	Fox	Ncol	0.483333333333333	ARCH1482__Nvec_vc1.1_XM_001634986.3	no	STAT6	STAT.HG1.2:STAT6
Nvec_vc1.1_XM_001634986.3	ARCH1482	0.07512	-0.524154907518991	Fox_vs_neg	Fox	neg	0.483333333333333	ARCH1482__Nvec_vc1.1_XM_001634986.3	no	STAT6	STAT.HG1.2:STAT6
Nvec_vc1.1_XM_001634986.3	ARCH1482	-0.06393	-0.916764570302549	Ncol_vs_Elav	Ncol	Elav	0.483333333333333	ARCH1482__Nvec_vc1.1_XM_001634986.3	no	STAT6	STAT.HG1.2:STAT6
Nvec_vc1.1_XM_001634986.3	ARCH1482	-0.02495	-0.460600689439191	Ncol_vs_Fox	Ncol	Fox	0.483333333333333	ARCH1482__Nvec_vc1.1_XM_001634986.3	no	STAT6	STAT.HG1.2:STAT6
Nvec_vc1.1_XM_001634986.3	ARCH1482	0.0039	-0.602611416832572	Ncol_vs_neg	Ncol	neg	0.483333333333333	ARCH1482__Nvec_vc1.1_XM_001634986.3	no	STAT6	STAT.HG1.2:STAT6
Nvec_vc1.1_XM_001635015.3	ARCH950	0.00329	1.87192679007695	Elav_vs_Fox	Elav	Fox	0.616666666666667	ARCH950__Nvec_vc1.1_XM_001635015.3	positive	""	Homeodomains.HG2.68:like:ARX/OTP
Nvec_vc1.1_XM_001635015.3	ARCH950	-0.06914	-1.3535171012155	Elav_vs_Ncol	Elav	Ncol	0.616666666666667	ARCH950__Nvec_vc1.1_XM_001635015.3	positive	""	Homeodomains.HG2.68:like:ARX/OTP
Nvec_vc1.1_XM_001635015.3	ARCH950	0.01681	-1.0024686650133	Elav_vs_neg	Elav	neg	0.616666666666667	ARCH950__Nvec_vc1.1_XM_001635015.3	positive	""	Homeodomains.HG2.68:like:ARX/OTP
Nvec_vc1.1_XM_001635015.3	ARCH950	-0.00329	-1.87192679007695	Fox_vs_Elav	Fox	Elav	0.616666666666667	ARCH950__Nvec_vc1.1_XM_001635015.3	positive	""	Homeodomains.HG2.68:like:ARX/OTP
Nvec_vc1.1_XM_001635015.3	ARCH950	-0.07454	-3.22544389129245	Fox_vs_Ncol	Fox	Ncol	0.616666666666667	ARCH950__Nvec_vc1.1_XM_001635015.3	positive	""	Homeodomains.HG2.68:like:ARX/OTP
Nvec_vc1.1_XM_001635015.3	ARCH950	0.01711	-3.01185889014184	Fox_vs_neg	Fox	neg	0.616666666666667	ARCH950__Nvec_vc1.1_XM_001635015.3	positive	""	Homeodomains.HG2.68:like:ARX/OTP
Nvec_vc1.1_XM_001635015.3	ARCH950	0.06914	1.3535171012155	Ncol_vs_Elav	Ncol	Elav	0.616666666666667	ARCH950__Nvec_vc1.1_XM_001635015.3	positive	""	Homeodomains.HG2.68:like:ARX/OTP
Nvec_vc1.1_XM_001635015.3	ARCH950	0.07454	3.22544389129245	Ncol_vs_Fox	Ncol	Fox	0.616666666666667	ARCH950__Nvec_vc1.1_XM_001635015.3	positive	""	Homeodomains.HG2.68:like:ARX/OTP
Nvec_vc1.1_XM_001635015.3	ARCH950	0.08836	0.241393868023521	Ncol_vs_neg	Ncol	neg	0.616666666666667	ARCH950__Nvec_vc1.1_XM_001635015.3	positive	""	Homeodomains.HG2.68:like:ARX/OTP
Nvec_vc1.1_XM_001635041.3	ARCH1172	-0.05142	0.227802017721298	Elav_vs_Fox	Elav	Fox	-0.45	ARCH1172__Nvec_vc1.1_XM_001635041.3	no	SRF	MADS-box_SRF.HG1.0:SRF
Nvec_vc1.1_XM_001635041.3	ARCH1172	-0.22945	0.185058838276196	Elav_vs_Ncol	Elav	Ncol	-0.45	ARCH1172__Nvec_vc1.1_XM_001635041.3	no	SRF	MADS-box_SRF.HG1.0:SRF
Nvec_vc1.1_XM_001635041.3	ARCH1172	-0.03162	-0.285071084229813	Elav_vs_neg	Elav	neg	-0.45	ARCH1172__Nvec_vc1.1_XM_001635041.3	no	SRF	MADS-box_SRF.HG1.0:SRF
Nvec_vc1.1_XM_001635041.3	ARCH1172	0.05142	-0.227802017721298	Fox_vs_Elav	Fox	Elav	-0.45	ARCH1172__Nvec_vc1.1_XM_001635041.3	no	SRF	MADS-box_SRF.HG1.0:SRF
Nvec_vc1.1_XM_001635041.3	ARCH1172	-0.19265	-0.0427431794451016	Fox_vs_Ncol	Fox	Ncol	-0.45	ARCH1172__Nvec_vc1.1_XM_001635041.3	no	SRF	MADS-box_SRF.HG1.0:SRF
Nvec_vc1.1_XM_001635041.3	ARCH1172	0.0407	-0.955607356004911	Fox_vs_neg	Fox	neg	-0.45	ARCH1172__Nvec_vc1.1_XM_001635041.3	no	SRF	MADS-box_SRF.HG1.0:SRF
Nvec_vc1.1_XM_001635041.3	ARCH1172	0.22945	-0.185058838276196	Ncol_vs_Elav	Ncol	Elav	-0.45	ARCH1172__Nvec_vc1.1_XM_001635041.3	no	SRF	MADS-box_SRF.HG1.0:SRF
Nvec_vc1.1_XM_001635041.3	ARCH1172	0.19265	0.0427431794451017	Ncol_vs_Fox	Ncol	Fox	-0.45	ARCH1172__Nvec_vc1.1_XM_001635041.3	no	SRF	MADS-box_SRF.HG1.0:SRF
Nvec_vc1.1_XM_001635041.3	ARCH1172	0.2157	-0.552572514545779	Ncol_vs_neg	Ncol	neg	-0.45	ARCH1172__Nvec_vc1.1_XM_001635041.3	no	SRF	MADS-box_SRF.HG1.0:SRF
Nvec_vc1.1_XM_001635120.3	ARCH237	0.00257	0.0609398374425438	Elav_vs_Fox	Elav	Fox	-0.766666666666667	ARCH237__Nvec_vc1.1_XM_001635120.3	no	""	zf-C2H2.HG1.207:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26
Nvec_vc1.1_XM_001635120.3	ARCH237	0.03822	-0.182383692109654	Elav_vs_Ncol	Elav	Ncol	-0.766666666666667	ARCH237__Nvec_vc1.1_XM_001635120.3	no	""	zf-C2H2.HG1.207:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26
Nvec_vc1.1_XM_001635120.3	ARCH237	-0.03361	0.525985645998305	Elav_vs_neg	Elav	neg	-0.766666666666667	ARCH237__Nvec_vc1.1_XM_001635120.3	no	""	zf-C2H2.HG1.207:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26
Nvec_vc1.1_XM_001635120.3	ARCH237	-0.00257	-0.0609398374425438	Fox_vs_Elav	Fox	Elav	-0.766666666666667	ARCH237__Nvec_vc1.1_XM_001635120.3	no	""	zf-C2H2.HG1.207:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26
Nvec_vc1.1_XM_001635120.3	ARCH237	0.03545	-0.243323529552198	Fox_vs_Ncol	Fox	Ncol	-0.766666666666667	ARCH237__Nvec_vc1.1_XM_001635120.3	no	""	zf-C2H2.HG1.207:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26
Nvec_vc1.1_XM_001635120.3	ARCH237	-0.06293	0.317680920590749	Fox_vs_neg	Fox	neg	-0.766666666666667	ARCH237__Nvec_vc1.1_XM_001635120.3	no	""	zf-C2H2.HG1.207:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26
Nvec_vc1.1_XM_001635120.3	ARCH237	-0.03822	0.182383692109655	Ncol_vs_Elav	Ncol	Elav	-0.766666666666667	ARCH237__Nvec_vc1.1_XM_001635120.3	no	""	zf-C2H2.HG1.207:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26
