ID_Vienna	seqnames	position_of_POU_mark	start	end	JGI_ID	target_gene
NVE15960	scaffold_384	gene_body	37047	52605	136836	Nvec_vc1.1_XM_048726138.1
NVE16026	scaffold_388	gene_body	95840	136035	194611	Nvec_vc1.1_XM_048727260.1
NVE16157	scaffold_390	gene_body	89646	103354	137140	Nvec_vc1.1_XM_048726223.1
NVE16157	scaffold_390	gene_body	89646	103354	137140	Nvec_vc1.1_XM_048726223.1
NVE16255	scaffold_397	gene_body	102706	117608	219307	Nvec_vc1.1_XM_032370572.2
NVE17005	scaffold_418	gene_body	49790	61535	219525	Nvec_vc1.1_XM_001623280.3
NVE17005	scaffold_418	gene_body	49790	61535	219525	Nvec_vc1.1_XM_001623280.3
NVE17161	scaffold_420	gene_body	141616	150795	40552	Nvec_vc1.1_XM_048733990.1
NVE17197	scaffold_422	gene_body	145862	162375	219591	Nvec_vc1.1_XM_048727385.1
NVE17197	scaffold_422	gene_body	145862	162375	219591	Nvec_vc1.1_XM_048727385.1
NVE17261	scaffold_427	gene_body	10616	18410	No data	Nvec_vc1.1_XM_032365109.2
NVE17277	scaffold_428	gene_body	8836	50260	219665	Nvec_vc1.1_XM_048729490.1
NVE17277	scaffold_428	gene_body	8836	50260	219665	Nvec_vc1.1_XM_048729490.1
NVE17277	scaffold_428	gene_body	8836	50260	219665	Nvec_vc1.1_XM_048729490.1
NVE17297	scaffold_429	gene_body	10862	38685	219682	Nvec_vc1.1_XM_032370253.2
NVE17465	scaffold_432	gene_body	123167	131345	No data	Nvec_NVE17465
NVE17536	scaffold_438	gene_body	93092	122395	138635	Nvec_vc1.1_XM_048722602.1
NVE17536	scaffold_438	gene_body	93092	122395	138635	Nvec_vc1.1_XM_032363362.2
NVE17536	scaffold_438	gene_body	93092	122395	138635	Nvec_vc1.1_XM_048722602.1
NVE17778	scaffold_447	gene_body	19316	25462	219847	Nvec_vc1.1_XM_048724323.1
NVE17802	scaffold_449	gene_body	72506	137555	2016	Nvec_vc1.1_XM_048724742.1
NVE17802	scaffold_449	gene_body	72506	137555	2016	Nvec_vc1.1_XM_048724742.1
NVE17802	scaffold_449	gene_body	72506	137555	2016	Nvec_vc1.1_XM_048727247.1
NVE17802	scaffold_449	gene_body	72506	137555	2016	Nvec_vc1.1_XM_048724742.1
NVE17942	scaffold_454	gene_body	7566	24785	5453	Nvec_vc1.1_XM_048727376.1
NVE17942	scaffold_454	gene_body	7566	24785	5453	Nvec_vc1.1_XM_048727376.1
NVE17999	scaffold_459	gene_body	27926	76526	248208	Nvec_vc1.1_XM_032370038.2
NVE17999	scaffold_459	gene_body	27926	76526	248208	Nvec_vc1.1_XM_032370038.2
NVE18161	scaffold_464	gene_body	80266	101695	219985	Nvec_vc1.1_XM_032370011.2
NVE18167	scaffold_465	gene_body	7217	19425	139188	Nvec_vc1.1_XM_001622927.3
NVE18232	scaffold_469	gene_body	107857	114295	139276	Nvec_vc1.1_XM_032369954.2
NVE18361	scaffold_470	gene_body	45856	94110	220056	Nvec_vc1.1_XM_048720247.1
NVE18372	scaffold_471	gene_body	16196	73130	139391	Nvec_vc1.1_XM_048722492.1
NVE18447	scaffold_479	gene_body	3359	18013	40200	Nvec_vc1.1_XM_048730005.1
NVE19258	scaffold_502	gene_body	28997	67765	140069	Nvec_vc1.1_XM_048728010.1
NVE19258	scaffold_502	gene_body	28997	67765	140069	Nvec_vc1.1_XM_048728019.1
NVE19281	scaffold_504	gene_body	73356	78664	66497	Nvec_vc1.1_XM_001635245.3
NVE19319	scaffold_508	gene_body	4936	24680	227643	Nvec_vc1.1_XM_032369707.2
NVE19319	scaffold_508	gene_body	4936	24680	227643	Nvec_vc1.1_XM_032369707.2
NVE19326	scaffold_508	gene_body	65006	90333	220376	Nvec_vc1.1_XM_048734381.1
NVE19326	scaffold_508	gene_body	65006	90333	220376	Nvec_vc1.1_XM_048734381.1
NVE19634	scaffold_521	gene_body	91936	96773	220433	Nvec_vc1.1_XM_001622588.3
NVE19664	scaffold_525	gene_body	22	1550	140463	Nvec_NVE19664
NVE19697	scaffold_527	gene_body	60046	87906	220484	Nvec_vc1.1_XM_032369637.2
NVE19697	scaffold_527	gene_body	60046	87906	220484	Nvec_vc1.1_XM_032369637.2
NVE19697	scaffold_527	gene_body	60046	87906	220484	Nvec_vc1.1_XM_032369637.2
NVE19857	scaffold_533	gene_body	22406	43380	4782	Nvec_vc1.1_XM_048728685.1
NVE20018	scaffold_543	gene_body	41788	94275	248399	Nvec_vc1.1_XM_048723837.1
NVE20067	scaffold_548	gene_body	37061	52975	220626	Nvec_vc1.1_XM_048727421.1
NVE20219	scaffold_552	gene_body	50227	58475	No data	Nvec_vc1.1_XM_048731678.1
NVE20421	scaffold_569	gene_body	62686	84540	5496	Nvec_NVE20421
NVE20824	scaffold_591	gene_body	3697	39125	176183	Nvec_vc1.1_XM_048732157.1
NVE20824	scaffold_591	gene_body	3697	39125	176183	Nvec_vc1.1_XM_048732157.1
NVE20878	scaffold_596	gene_body	29056	36460	No data	Nvec_NVE20878
NVE20880	scaffold_597	gene_body	17017	35065	141705	Nvec_vc1.1_XM_048734766.1
NVE21168	scaffold_600	gene_body	2986	25430	195427	Nvec_vc1.1_XM_048721203.1
NVE21472	scaffold_622	gene_body	44626	70861	248535	Nvec_vc1.1_XM_032369242.2
NVE21802	scaffold_650	gene_body	565	36170	67783	Nvec_v1g142215
NVE22215	scaffold_688	gene_body	1246	31800	195521	Nvec_vc1.1_XM_048728161.1
NVE22215	scaffold_688	gene_body	1246	31800	195521	Nvec_vc1.1_XM_048728161.1
NVE22215	scaffold_688	gene_body	1246	31800	195521	Nvec_vc1.1_XM_048728161.1
NVE22215	scaffold_688	gene_body	1246	31800	195521	Nvec_vc1.1_XM_048728161.1
NVE22639	scaffold_702	gene_body	6286	21450	221237	Nvec_vc1.1_XM_032386040.2
NVE22650	scaffold_705	gene_body	2486	11175	221241	Nvec_vc1.1_XM_048733225.1
NVE22805	scaffold_715	gene_body	19404	36955	No data	Nvec_vc1.1_XM_048723749.1
NVE24466	scaffold_828	gene_body	5262	13845	No data	Nvec_vc1.1_XM_048734401.1
NVE24559	scaffold_832	gene_body	36876	43429	No data	Nvec_vc1.1_XM_048727563.1
NVE24681	scaffold_848	gene_body	21917	35185	3989	Nvec_vc1.1_XM_048726223.1
NVE776	scaffold_1039	gene_body	19396	23370	No data	Nvec_NVE776
NVE1006	scaffold_1065	gene_body	20551	32625	144518	Nvec_vc1.1_XM_048722885.1
NVE3432	scaffold_1347	gene_body	2282	25050	42016	Nvec_vc1.1_XM_048721923.1
NVE3432	scaffold_1347	gene_body	2282	25050	42016	Nvec_vc1.1_XM_048721925.1
NVE3432	scaffold_1347	gene_body	2282	25050	42016	Nvec_vc1.1_XM_048721923.1
NVE3979	scaffold_1400	gene_body	18387	29855	145330	Nvec_vc1.1_XM_048733996.1
NVE6820	scaffold_1796	gene_body	115	11805	146831	Nvec_vc1.1_XM_032385646.2
NVE9134	scaffold_2138	gene_body	1087	8145	222989	Nvec_NVE9134
NVE9812	scaffold_2280	gene_body	2726	13225	148162	Nvec_vc1.1_XM_032378094.2
NVE11561	scaffold_2652	gene_body	279	11231	No data	Nvec_NVE11561
NVE14364	scaffold_3320	gene_body	5746	7190	2155	Nvec_NVE14364
NVE15739	scaffold_3785	gene_body	367	9025	224049	Nvec_vc1.1_XM_048731150.1
NVE15740	scaffold_3785	gene_body	2811	8935	No data	Nvec_NVE15740
NVE17166	scaffold_4203	gene_body	1281	5865	64449	Nvec_NVE17166
NVE17525	scaffold_4370	gene_body	732	7115	151715	Nvec_vc1.1_XM_032385833.2
NVE19646	scaffold_5220	gene_body	217	7045	No data	Nvec_NVE19646
NVE21594	scaffold_6398	gene_body	196	3156	153614	Nvec_vc1.1_XM_048719489.1
NVE21594	scaffold_6398	gene_body	196	3156	153614	Nvec_vc1.1_XM_048719553.1
NVE24230	scaffold_8029	gene_body	537	3045	225293	Nvec_vc1.1_XM_048720395.1
NVE24230	scaffold_8029	gene_body	537	3045	225293	Nvec_vc1.1_XM_048720158.1
NVE6	scaffold_1	gene_body	54636	66679	176880	Nvec_vc1.1_XM_032367562.2
NVE12	scaffold_1	gene_body	121347	126075	196084	Nvec_vc1.1_XM_032367591.2
NVE13	scaffold_1	gene_body	129557	137495	196085	Nvec_vc1.1_XM_032367592.2
NVE19	scaffold_1	gene_body	228840	237884	79108	Nvec_vc1.1_XM_032367579.2
NVE38	scaffold_1	gene_body	392698	400948	157664	Nvec_vc1.1_XM_001641976.3
NVE43	scaffold_1	gene_body	468560	510188	79262	Nvec_vc1.1_XM_032367746.2
NVE43	scaffold_1	gene_body	468560	510188	79262	Nvec_vc1.1_XM_032367439.2
NVE43	scaffold_1	gene_body	468560	510188	79262	Nvec_vc1.1_XM_032367439.2
NVE43	scaffold_1	gene_body	468560	510188	79262	Nvec_vc1.1_XM_032367439.2
NVE43	scaffold_1	gene_body	468560	510188	79262	Nvec_vc1.1_XM_032367439.2
NVE43	scaffold_1	gene_body	468560	510188	79262	Nvec_vc1.1_XM_032367439.2
NVE45	scaffold_1	gene_body	533028	546969	196123	Nvec_vc1.1_XM_032367462.2
NVE47	scaffold_1	gene_body	563528	567073	237717	Nvec_vc1.1_XM_001641857.3
NVE54	scaffold_1	gene_body	647578	651657	32913	Nvec_vc1.1_XM_001641992.3
NVE59	scaffold_1	gene_body	710898	747435	157705	Nvec_vc1.1_XM_048724961.1
NVE60	scaffold_1	gene_body	748278	770542	79192	Nvec_vc1.1_XM_032367549.2
NVE62	scaffold_1	gene_body	784245	786284	30213	Nvec_vc1.1_XM_032367556.2
NVE61	scaffold_1	gene_body	772535	790657	30213	Nvec_vc1.1_XM_048724964.1
NVE66	scaffold_1	gene_body	820311	823741	237730	Nvec_vc1.1_XM_001641871.3
NVE83	scaffold_1	gene_body	943504	947443	157742	Nvec_vc1.1_XM_032367461.2
NVE88	scaffold_1	gene_body	975464	994763	79512	Nvec_vc1.1_XM_032367717.2
NVE89	scaffold_1	gene_body	997466	1008743	60470	Nvec_vc1.1_XM_032367711.2
NVE91	scaffold_1	gene_body	1032729	1038343	63269	Nvec_vc1.1_XM_032367713.2
NVE101	scaffold_1	gene_body	1140591	1150253	31030	Nvec_vc1.1_XM_032367588.2
NVE102	scaffold_1	gene_body	1150992	1157140	237756	Nvec_vc1.1_XM_032367589.2
NVE103	scaffold_1	gene_body	1160962	1164060	231702	Nvec_vc1.1_XM_001642008.3
NVE108	scaffold_1	gene_body	1206607	1224914	78877	Nvec_vc1.1_XM_048725266.1
NVE117	scaffold_1	gene_body	1294375	1297719	71471	Nvec_NVE117
NVE121	scaffold_1	gene_body	1352085	1361734	73504	Nvec_NVE121
NVE122	scaffold_1	gene_body	1366386	1382096	79033	Nvec_NVE122
NVE127	scaffold_1	gene_body	1464209	1471515	79564	Nvec_vc1.1_XM_001642021.3
NVE163	scaffold_1	gene_body	1890714	1909159	79471	Nvec_vc1.1_XM_032367599.2
NVE169	scaffold_1	gene_body	2012761	2027983	30840	Nvec_vc1.1_XM_032367715.2
NVE181	scaffold_1	gene_body	2168230	2172604	196291	Nvec_NVE181
NVE208	scaffold_1	gene_body	2612347	2621635	237801	Nvec_vc1.1_XM_032367763.2
NVE212	scaffold_1	gene_body	2643427	2667565	79563	Nvec_vc1.1_XM_048726283.1
NVE221	scaffold_1	gene_body	2780836	2788380	79348	Nvec_vc1.1_XM_001641932.3
NVE240	scaffold_1	gene_body	2963110	2969064	237825	Nvec_vc1.1_XM_001641943.3
NVE7999	scaffold_2	gene_body	127946	137825	79785	Nvec_vc1.1_XM_032367264.2
NVE8004	scaffold_2	gene_body	169316	175660	79948	Nvec_vc1.1_XM_032367408.2
NVE8012	scaffold_2	gene_body	256709	271289	80159	Nvec_vc1.1_XM_032367333.2
NVE8017	scaffold_2	gene_body	308950	311694	237852	Nvec_vc1.1_XM_001641614.3
NVE8018	scaffold_2	gene_body	311711	324689	237852	Nvec_vc1.1_XM_032367343.2
NVE8023	scaffold_2	gene_body	356860	373914	ENSRNA022757647	Nvec_NVE8023
NVE8024	scaffold_2	gene_body	385186	388910	33294	Nvec_vc1.1_XM_001641617.3
NVE8047	scaffold_2	gene_body	599771	615035	79911	Nvec_vc1.1_XM_032367318.2
NVE8056	scaffold_2	gene_body	746373	757023	157950	Nvec_vc1.1_XM_001641630.3
NVE8058	scaffold_2	gene_body	765845	767475	196456	Nvec_vc1.1_XM_032367186.2
NVE8078	scaffold_2	gene_body	962773	977367	79931	Nvec_vc1.1_XM_001641761.3
NVE8078	scaffold_2	gene_body	962773	977367	79931	Nvec_vc1.1_XM_001641761.3
NVE8088	scaffold_2	gene_body	1073718	1079395	No data	Nvec_vc1.1_XM_048733638.1
NVE8095	scaffold_2	gene_body	1160030	1182029	157985	Nvec_vc1.1_XM_032367223.2
NVE8103	scaffold_2	gene_body	1277161	1298749	79682	Nvec_vc1.1_XM_048733221.1
NVE8108	scaffold_2	gene_body	1333760	1338669	237908	Nvec_v1g237908
NVE8131	scaffold_2	gene_body	1499518	1509434	237922	Nvec_vc1.1_XM_001641783.3
NVE8148	scaffold_2	gene_body	1661863	1676795	79649	Nvec_vc1.1_XM_032367348.2
NVE8164	scaffold_2	gene_body	1893844	1904948	80152	Nvec_NVE8164
NVE8175	scaffold_2	gene_body	2008744	2016758	80219	Nvec_vc1.1_XM_048733770.1
NVE8190	scaffold_2	gene_body	2118278	2126992	237955	Nvec_vc1.1_XM_048733363.1
NVE8202	scaffold_2	gene_body	2280000	2288005	79980	Nvec_vc1.1_XM_032367304.2
NVE8203	scaffold_2	gene_body	2288468	2292745	237962	Nvec_vc1.1_XM_001641816.3
NVE8208	scaffold_2	gene_body	2336007	2340015	30771	Nvec_vc1.1_XM_048733436.1
NVE8210	scaffold_2	gene_body	2350867	2353695	237968	Nvec_vc1.1_XM_001641820.3
NVE8215	scaffold_2	gene_body	2376549	2378097	No data	Nvec_NVE8215
NVE8226	scaffold_2	gene_body	2434983	2444207	237976	Nvec_vc1.1_XM_001641704.3
NVE8234	scaffold_2	gene_body	2526163	2546399	237981	Nvec_vc1.1_XM_032367191.2
NVE8242	scaffold_2	gene_body	2643359	2666433	30056	Nvec_vc1.1_XM_048733819.1
NVE8250	scaffold_2	gene_body	2709519	2714432	79860	Nvec_NVE8250
NVE8253	scaffold_2	gene_body	2737343	2741984	No data	Nvec_vc1.1_XM_032367381.2
NVE8254	scaffold_2	gene_body	2743054	2767172	79820	Nvec_vc1.1_XM_032367379.2
NVE8257	scaffold_2	gene_body	2781963	2787057	60019	Nvec_vc1.1_XM_001641713.3
NVE12821	scaffold_3	gene_body	7986	25763	237996	Nvec_vc1.1_XM_032366967.2
NVE12828	scaffold_3	gene_body	94716	121570	227907	Nvec_vc1.1_XM_032366840.2
NVE12828	scaffold_3	gene_body	94716	121570	227907	Nvec_vc1.1_XM_032366840.2
NVE12833	scaffold_3	gene_body	159608	166555	80875	Nvec_vc1.1_XM_032367016.2
NVE12840	scaffold_3	gene_body	220401	223188	No data	Nvec_vc1.1_XM_048731944.1
NVE12855	scaffold_3	gene_body	380008	386552	1897	Nvec_vc1.1_XM_032366927.2
NVE12856	scaffold_3	gene_body	390719	402657	177453	Nvec_vc1.1_XM_048723770.1
NVE12867	scaffold_3	gene_body	505005	513177	238031	Nvec_vc1.1_XM_001641494.3
NVE12878	scaffold_3	gene_body	580074	584084	177481	Nvec_vc1.1_XM_001641499.3
NVE12885	scaffold_3	gene_body	614885	636002	196754	Nvec_vc1.1_XM_001641395.3
NVE12885	scaffold_3	gene_body	614885	636002	196754	Nvec_vc1.1_XM_001641395.3
NVE12885	scaffold_3	gene_body	614885	636002	196754	Nvec_vc1.1_XM_001641395.3
NVE12901	scaffold_3	gene_body	756342	763976	No data	Nvec_vc1.1_XM_032367059.2
NVE12909	scaffold_3	gene_body	873075	882074	158265	Nvec_vc1.1_XM_032366909.2
NVE12911	scaffold_3	gene_body	895975	950529	80374	Nvec_vc1.1_XM_048724323.1
NVE12911	scaffold_3	gene_body	895975	950529	80374	Nvec_vc1.1_XM_048724323.1
NVE12911	scaffold_3	gene_body	895975	950529	80374	Nvec_vc1.1_XM_048724323.1
NVE12911	scaffold_3	gene_body	895975	950529	80374	Nvec_vc1.1_XM_048724323.1
NVE12911	scaffold_3	gene_body	895975	950529	80374	Nvec_vc1.1_XM_048724323.1
NVE12911	scaffold_3	gene_body	895975	950529	80374	Nvec_vc1.1_XM_048724323.1
NVE12923	scaffold_3	gene_body	1131936	1156624	196785	Nvec_vc1.1_XM_048723900.1
NVE12930	scaffold_3	gene_body	1259197	1348568	80370	Nvec_vc1.1_XM_048721289.1
NVE12930	scaffold_3	gene_body	1259197	1348568	80370	Nvec_vc1.1_XM_048723235.1
NVE12930	scaffold_3	gene_body	1259197	1348568	80370	Nvec_vc1.1_XM_048723235.1
NVE12930	scaffold_3	gene_body	1259197	1348568	80370	Nvec_vc1.1_XM_048723235.1
NVE12930	scaffold_3	gene_body	1259197	1348568	80370	Nvec_vc1.1_XM_048723235.1
NVE12930	scaffold_3	gene_body	1259197	1348568	80370	Nvec_vc1.1_XM_048723235.1
NVE12930	scaffold_3	gene_body	1259197	1348568	80370	Nvec_vc1.1_XM_048723235.1
NVE12930	scaffold_3	gene_body	1259197	1348568	80370	Nvec_vc1.1_XM_048723235.1
NVE12930	scaffold_3	gene_body	1259197	1348568	80370	Nvec_vc1.1_XM_048723235.1
NVE12930	scaffold_3	gene_body	1259197	1348568	80370	Nvec_vc1.1_XM_048723235.1
NVE12950	scaffold_3	gene_body	1609099	1637952	227937	Nvec_vc1.1_XM_032367064.2
NVE12963	scaffold_3	gene_body	1764747	1776366	196840	Nvec_v1g196840
NVE12967	scaffold_3	gene_body	1789168	1807626	158344	Nvec_vc1.1_XM_032366960.2
NVE12988	scaffold_3	gene_body	1977633	1987649	227950	Nvec_vc1.1_XM_001641558.3
NVE12989	scaffold_3	gene_body	1991087	1998068	238101	Nvec_vc1.1_XM_032366956.2
NVE12995	scaffold_3	gene_body	2205595	2208039	238107	Nvec_v1g238107
NVE13003	scaffold_3	gene_body	2313065	2332781	80977	Nvec_vc1.1_XM_048720780.1
NVE13029	scaffold_3	gene_body	2605018	2616869	32586	Nvec_vc1.1_XM_032366858.2
NVE13032	scaffold_3	gene_body	2644640	2663204	30373	Nvec_vc1.1_XM_048723584.1
NVE13036	scaffold_3	gene_body	2683510	2694577	158435	Nvec_vc1.1_XM_048723825.1
NVE13040	scaffold_3	gene_body	2723085	2739353	80463	Nvec_vc1.1_XM_048724250.1
NVE13040	scaffold_3	gene_body	2723085	2739353	80463	Nvec_vc1.1_XM_048724250.1
NVE16287	scaffold_4	gene_body	68536	72160	81169	Nvec_vc1.1_XM_001641116.3
NVE16300	scaffold_4	gene_body	192887	248141	238150	Nvec_vc1.1_XM_048728541.1
NVE16300	scaffold_4	gene_body	192887	248141	238150	Nvec_vc1.1_XM_048728541.1
NVE16314	scaffold_4	gene_body	404654	416348	81376	Nvec_vc1.1_XM_001641133.3
NVE16319	scaffold_4	gene_body	435864	439738	196963	Nvec_vc1.1_XM_032366645.2
NVE16328	scaffold_4	gene_body	534008	557115	81124	Nvec_vc1.1_XM_032366574.2
NVE16337	scaffold_4	gene_body	601694	608437	238169	Nvec_vc1.1_XM_032366593.2
NVE16343	scaffold_4	gene_body	669228	678356	72088	Nvec_vc1.1_XM_048728649.1
NVE16352	scaffold_4	gene_body	757577	772497	81635	Nvec_vc1.1_XM_048729157.1
NVE16360	scaffold_4	gene_body	860949	881369	177781	Nvec_vc1.1_XM_032366615.2
NVE16367	scaffold_4	gene_body	951577	979519	238189	Nvec_vc1.1_XM_032366783.2
NVE16368	scaffold_4	gene_body	980734	988519	No data	Nvec_vc1.1_XM_048729627.1
NVE16379	scaffold_4	gene_body	1107558	1113613	81533	Nvec_vc1.1_XM_048729293.1
NVE16396	scaffold_4	gene_body	1257990	1276754	81185	Nvec_vc1.1_XM_032366803.2
NVE16424	scaffold_4	gene_body	1475328	1487516	81314	Nvec_vc1.1_XM_032366825.2
NVE16456	scaffold_4	gene_body	1755318	1758462	238249	Nvec_vc1.1_XM_001641191.3
NVE16459	scaffold_4	gene_body	1793458	1816122	81339	Nvec_vc1.1_XM_032366689.2
NVE16459	scaffold_4	gene_body	1793458	1816122	81339	Nvec_vc1.1_XM_032366689.2
NVE16459	scaffold_4	gene_body	1793458	1816122	81339	Nvec_vc1.1_XM_032366689.2
NVE16462	scaffold_4	gene_body	1846587	1854307	233975	Nvec_vc1.1_XM_048729121.1
NVE16462	scaffold_4	gene_body	1846587	1854307	233975	Nvec_vc1.1_XM_048729127.1
NVE16463	scaffold_4	gene_body	1854940	1862175	233975	Nvec_vc1.1_XM_048729127.1
NVE16466	scaffold_4	gene_body	1886687	1900105	233976	Nvec_v1g197118
NVE16468	scaffold_4	gene_body	1909066	1927400	60016	Nvec_NVE16468
NVE16473	scaffold_4	gene_body	1975555	1984305	81258	Nvec_vc1.1_XM_032366631.2
NVE16492	scaffold_4	gene_body	2218350	2224264	No data	Nvec_vc1.1_XM_048720866.1
NVE16496	scaffold_4	gene_body	2269938	2277429	71378	Nvec_vc1.1_XM_032366751.2
NVE16512	scaffold_4	gene_body	2490938	2511510	64089	Nvec_vc1.1_XM_048720899.1
NVE16512	scaffold_4	gene_body	2490938	2511510	64089	Nvec_vc1.1_XM_048720899.1
NVE16523	scaffold_4	gene_body	2565069	2566222	81610	Nvec_vc1.1_XM_001641228.3
NVE16535	scaffold_4	gene_body	2688022	2693768	177965	Nvec_vc1.1_XM_001641353.3
NVE18879	scaffold_5	gene_body	25837	37605	82024	Nvec_vc1.1_XM_032366305.2
NVE18893	scaffold_5	gene_body	224680	230168	61547	Nvec_vc1.1_XM_048720420.1
NVE18900	scaffold_5	gene_body	358987	371948	70174	Nvec_vc1.1_XM_001640870.3
NVE18911	scaffold_5	gene_body	464744	472670	197226	Nvec_vc1.1_XM_001640878.3
NVE18913	scaffold_5	gene_body	479784	490298	No data	Nvec_vc1.1_XM_032366258.2
NVE18915	scaffold_5	gene_body	497225	511953	197231	Nvec_vc1.1_XM_032366558.2
NVE18937	scaffold_5	gene_body	726169	734797	82371	Nvec_vc1.1_XM_032366492.2
NVE18943	scaffold_5	gene_body	771656	778657	238337	Nvec_vc1.1_XM_032366493.2
NVE18961	scaffold_5	gene_body	882973	886271	238344	Nvec_vc1.1_XM_048720966.1
NVE18970	scaffold_5	gene_body	950962	974786	30750	Nvec_vc1.1_XM_048724417.1
NVE18981	scaffold_5	gene_body	1122351	1146505	197301	Nvec_vc1.1_XM_032366411.2
NVE18992	scaffold_5	gene_body	1249122	1262080	158806	Nvec_vc1.1_XM_032366423.2
NVE18995	scaffold_5	gene_body	1272242	1282980	No data	Nvec_vc1.1_XM_048723196.1
NVE19010	scaffold_5	gene_body	1447713	1450535	82150	Nvec_vc1.1_XM_001641053.3
NVE19027	scaffold_5	gene_body	1571911	1578295	238389	Nvec_vc1.1_XM_001640937.3
NVE19028	scaffold_5	gene_body	1579962	1586400	81873	Nvec_vc1.1_XM_032366545.2
NVE19039	scaffold_5	gene_body	1641192	1643440	238391	Nvec_vc1.1_XM_032366283.2
NVE19041	scaffold_5	gene_body	1648738	1660410	82364	Nvec_vc1.1_XM_001641063.3
NVE19055	scaffold_5	gene_body	1777509	1793773	60162	Nvec_vc1.1_XM_048724083.1
NVE19072	scaffold_5	gene_body	1918986	1934117	81999	Nvec_vc1.1_XM_001641076.3
NVE19092	scaffold_5	gene_body	2114053	2119627	34342	Nvec_vc1.1_XM_032366482.2
NVE19092	scaffold_5	gene_body	2114053	2119627	34342	Nvec_vc1.1_XM_032366482.2
NVE19108	scaffold_5	gene_body	2240186	2250284	67209	Nvec_vc1.1_XM_048723945.1
NVE19122	scaffold_5	gene_body	2366333	2381104	178205	Nvec_vc1.1_XM_048723583.1
NVE19127	scaffold_5	gene_body	2420350	2436044	197466	Nvec_vc1.1_XM_048720773.1
NVE19147	scaffold_5	gene_body	2635998	2641262	231845	Nvec_vc1.1_XM_032366530.2
NVE20901	scaffold_6	gene_body	184899	195248	197497	Nvec_vc1.1_XM_032366205.2
NVE20901	scaffold_6	gene_body	184899	195248	197497	Nvec_vc1.1_XM_032366205.2
NVE20914	scaffold_6	gene_body	347688	358802	82977	Nvec_vc1.1_XM_048728755.1
NVE20914	scaffold_6	gene_body	347688	358802	82977	Nvec_vc1.1_XM_048728755.1
NVE20934	scaffold_6	gene_body	534019	549592	159029	Nvec_vc1.1_XM_048729455.1
NVE20934	scaffold_6	gene_body	534019	549592	159029	Nvec_vc1.1_XM_048729455.1
NVE20939	scaffold_6	gene_body	580319	583528	178285	Nvec_vc1.1_XM_001640691.3
NVE20952	scaffold_6	gene_body	706241	707924	34633	Nvec_vc1.1_XM_001640804.3
NVE20985	scaffold_6	gene_body	1103103	1115822	82979	Nvec_vc1.1_XM_001640716.3
NVE20985	scaffold_6	gene_body	1103103	1115822	82979	Nvec_vc1.1_XM_001640716.3
NVE20987	scaffold_6	gene_body	1128163	1145688	238528	Nvec_vc1.1_XM_048728474.1
NVE20987	scaffold_6	gene_body	1128163	1145688	238528	Nvec_vc1.1_XM_032366086.2
NVE21007	scaffold_6	gene_body	1346758	1353069	197623	Nvec_vc1.1_XM_048729643.1
NVE21028	scaffold_6	gene_body	1569627	1584403	82804	Nvec_vc1.1_XM_048728923.1
NVE21035	scaffold_6	gene_body	1616671	1620993	238555	Nvec_NVE21035
NVE21040	scaffold_6	gene_body	1652332	1654240	238559	Nvec_vc1.1_XM_001640743.3
NVE21049	scaffold_6	gene_body	1755621	1770455	236378	Nvec_vc1.1_XM_048729023.1
NVE21055	scaffold_6	gene_body	1813207	1826841	159193	Nvec_vc1.1_XM_032366217.2
NVE21060	scaffold_6	gene_body	1905217	1911171	30364	Nvec_vc1.1_XM_048728863.1
NVE21080	scaffold_6	gene_body	2199813	2214910	83019	Nvec_vc1.1_XM_032366094.2
NVE22359	scaffold_7	gene_body	3906	22990	83325	Nvec_vc1.1_XM_048730070.1
NVE22359	scaffold_7	gene_body	3906	22990	83325	Nvec_vc1.1_XM_048730070.1
NVE22364	scaffold_7	gene_body	68360	70755	238599	Nvec_vc1.1_XM_048729718.1
NVE22365	scaffold_7	gene_body	75316	88057	83039	Nvec_vc1.1_XM_032365949.2
NVE22400	scaffold_7	gene_body	350180	353890	231875	Nvec_vc1.1_XM_032365815.2
NVE22408	scaffold_7	gene_body	399540	423059	30362	Nvec_vc1.1_XM_001640590.3
NVE22412	scaffold_7	gene_body	440232	448019	159302	Nvec_vc1.1_XM_048729700.1
NVE22421	scaffold_7	gene_body	554179	571563	159317	Nvec_vc1.1_XM_032365905.2
NVE22429	scaffold_7	gene_body	755969	781783	83545	Nvec_vc1.1_XM_048730267.1
NVE22429	scaffold_7	gene_body	755969	781783	83545	Nvec_vc1.1_XM_048730267.1
NVE22441	scaffold_7	gene_body	860089	861615	No data	Nvec_vc1.1_XM_032365773.2
NVE22447	scaffold_7	gene_body	916403	930357	83175	Nvec_vc1.1_XM_048730249.1
NVE22453	scaffold_7	gene_body	1100198	1110242	83506	Nvec_vc1.1_XM_048730790.1
NVE22453	scaffold_7	gene_body	1100198	1110242	83506	Nvec_vc1.1_XM_048730790.1
NVE22462	scaffold_7	gene_body	1220128	1226222	238654	Nvec_vc1.1_XM_001640510.3
NVE22463	scaffold_7	gene_body	1226288	1230868	238655	Nvec_vc1.1_XM_048730179.1
NVE22482	scaffold_7	gene_body	1388326	1389790	178614	Nvec_NVE22482
NVE22481	scaffold_7	gene_body	1366832	1393636	178614	Nvec_vc1.1_XM_048729808.1
NVE22490	scaffold_7	gene_body	1473696	1479042	197858	Nvec_v1g197858
