TF_ID	TF_Name	Species_Name	Status	Gene_ID	Family	Motif_ID
T095241_2.00	ZNF529	Homo_sapiens	D	ENSG00000186020	C2H2 ZF	M07678_2.00
T095219_2.00	ZNF530	Homo_sapiens	D	ENSG00000183647	C2H2 ZF	M07668_2.00
T095400_2.00	ZNF534	Homo_sapiens	D	ENSG00000198633	C2H2 ZF	M07751_2.00
T095109_2.00	ZNF540	Homo_sapiens	D	ENSG00000171817	C2H2 ZF	M07634_2.00
T094863_2.00	ZNF541	Homo_sapiens	D	ENSG00000118156	C2H2 ZF	M10185_2.00
T095167_2.00	ZNF543	Homo_sapiens	D	ENSG00000178229	C2H2 ZF	M07652_2.00,M08347_2.00
T094973_2.00	ZNF547	Homo_sapiens	D	ENSG00000152433	C2H2 ZF	M07600_2.00,M08315_2.00,M08899_2.00
T095270_2.00	ZNF548	Homo_sapiens	D	ENSG00000188785	C2H2 ZF	M07691_2.00
T094875_2.00	ZNF549	Homo_sapiens	D	ENSG00000121406	C2H2 ZF	M07576_2.00,M08300_2.00,M08883_2.00
T095472_2.00	ZNF550	Homo_sapiens	D	ENSG00000251369	C2H2 ZF	M07772_2.00
T095172_2.00	ZNF552	Homo_sapiens	D	ENSG00000178935	C2H2 ZF	M07655_2.00
T095115_2.00	ZNF554	Homo_sapiens	D	ENSG00000172006	C2H2 ZF	M08341_2.00,M08917_2.00
T095246_2.00	ZNF555	Homo_sapiens	D	ENSG00000186300	C2H2 ZF	M07682_2.00
T094910_2.00	ZNF557	Homo_sapiens	D	ENSG00000130544	C2H2 ZF	M07582_2.00
T095063_2.00	ZNF558	Homo_sapiens	D	ENSG00000167785	C2H2 ZF	M07620_2.00
T095105_2.00	ZNF561	Homo_sapiens	D	ENSG00000171469	C2H2 ZF	M07630_2.00
T095103_2.00	ZNF562	Homo_sapiens	D	ENSG00000171466	C2H2 ZF	M07629_2.00
T095272_2.00	ZNF563	Homo_sapiens	D	ENSG00000188868	C2H2 ZF	M08368_2.00,M08943_2.00
T095467_2.00	ZNF564	Homo_sapiens	D	ENSG00000249709	C2H2 ZF	M07770_2.00
T095296_2.00	ZNF565	Homo_sapiens	D	ENSG00000196357	C2H2 ZF	M07700_2.00
T095240_2.00	ZNF566	Homo_sapiens	D	ENSG00000186017	C2H2 ZF	M07677_2.00
T095274_2.00	ZNF567	Homo_sapiens	D	ENSG00000189042	C2H2 ZF	M07692_2.00
T095110_2.00	ZNF570	Homo_sapiens	D	ENSG00000171827	C2H2 ZF	M07635_2.00
T095189_2.00	ZNF571	Homo_sapiens	D	ENSG00000180479	C2H2 ZF	M07658_2.00
T095276_2.00	ZNF573	Homo_sapiens	D	ENSG00000189144	C2H2 ZF	M07693_2.00
T094842_2.00	ZNF574	Homo_sapiens	D	ENSG00000105732	C2H2 ZF	M08239_2.00,M08294_2.00
T095424_2.00	ZNF580	Homo_sapiens	D	ENSG00000213015	C2H2 ZF	M04637_2.00,M04638_2.00,M04639_2.00,M04640_2.00,M04641_2.00,M04642_2.00
T095100_2.00	ZNF581	Homo_sapiens	D	ENSG00000171425	C2H2 ZF	M10259_2.00
T094782_2.00	ZNF582	Homo_sapiens	D	ENSG00000018869	C2H2 ZF	M07564_2.00,M08274_2.00,M08852_2.00
T095106_2.00	ZNF584	Homo_sapiens	D	ENSG00000171574	C2H2 ZF	M07631_2.00
T095323_2.00	ZNF585A	Homo_sapiens	D	ENSG00000196967	C2H2 ZF	M07713_2.00
T094807_2.00	ZNF586	Homo_sapiens	D	ENSG00000083828	C2H2 ZF	M08281_2.00,M08859_2.00
T095392_2.00	ZNF587	Homo_sapiens	D	ENSG00000198466	C2H2 ZF	M07746_2.00
T095024_2.00	ZNF589	Homo_sapiens	D	ENSG00000164048	C2H2 ZF	M10242_2.00
T095191_2.00	ZNF594	Homo_sapiens	D	ENSG00000180626	C2H2 ZF	M08354_2.00
T095497_2.00	ZNF595	Homo_sapiens	D	ENSG00000272602	C2H2 ZF	M08400_2.00,M10331_2.00
T095120_2.00	ZNF596	Homo_sapiens	D	ENSG00000172748	C2H2 ZF	M08342_2.00
T095067_2.00	ZNF597	Homo_sapiens	D	ENSG00000167981	C2H2 ZF	M04531_2.00,M04532_2.00
T095306_2.00	ZNF605	Homo_sapiens	D	ENSG00000196458	C2H2 ZF	M07704_2.00
T095055_2.00	ZNF610	Homo_sapiens	D	ENSG00000167554	C2H2 ZF	M07616_2.00,M08327_2.00
T095425_2.00	ZNF611	Homo_sapiens	D	ENSG00000213020	C2H2 ZF	M07759_2.00
T095145_2.00	ZNF613	Homo_sapiens	D	ENSG00000176024	C2H2 ZF	M07646_2.00
T094950_2.00	ZNF614	Homo_sapiens	D	ENSG00000142556	C2H2 ZF	M07593_2.00
T095352_2.00	ZNF615	Homo_sapiens	D	ENSG00000197619	C2H2 ZF	M07725_2.00,M10315_2.00
T095415_2.00	ZNF616	Homo_sapiens	D	ENSG00000204611	C2H2 ZF	M07755_2.00
T095160_2.00	ZNF619	Homo_sapiens	D	ENSG00000177873	C2H2 ZF	M07649_2.00
T095158_2.00	ZNF620	Homo_sapiens	D	ENSG00000177842	C2H2 ZF	M07648_2.00
T095123_2.00	ZNF621	Homo_sapiens	D	ENSG00000172888	C2H2 ZF	M07636_2.00,M08254_2.00
T095264_2.00	ZNF626	Homo_sapiens	D	ENSG00000188171	C2H2 ZF	M07687_2.00
T095397_2.00	ZNF627	Homo_sapiens	D	ENSG00000198551	C2H2 ZF	M07749_2.00
T095348_2.00	ZNF628	Homo_sapiens	D	ENSG00000197483	C2H2 ZF	M10314_2.00
T095054_2.00	ZNF641	Homo_sapiens	D	ENSG00000167528	C2H2 ZF	M07615_2.00
T095373_2.00	ZNF649	Homo_sapiens	D	ENSG00000198093	C2H2 ZF	M07738_2.00
T095013_2.00	ZNF653	Homo_sapiens	D	ENSG00000161914	C2H2 ZF	M08248_2.00
T095341_2.00	ZNF655	Homo_sapiens	D	ENSG00000197343	C2H2 ZF	M00250_2.00,M00251_2.00,M00252_2.00
T095499_2.00	ZNF658	Homo_sapiens	D	ENSG00000274349	C2H2 ZF	M10332_2.00,M10333_2.00,M10334_2.00,M10335_2.00
T094957_2.00	ZNF660	Homo_sapiens	D	ENSG00000144792	C2H2 ZF	M04479_2.00,M04480_2.00
T095215_2.00	ZNF662	Homo_sapiens	D	ENSG00000182983	C2H2 ZF	M07666_2.00
T095371_2.00	ZNF667	Homo_sapiens	D	ENSG00000198046	C2H2 ZF	M07737_2.00,M08386_2.00,M08953_2.00
T095267_2.00	ZNF669	Homo_sapiens	D	ENSG00000188295	C2H2 ZF	M07690_2.00,M08262_2.00,M08367_2.00
T094805_2.00	ZNF671	Homo_sapiens	D	ENSG00000083814	C2H2 ZF	M07567_2.00
T095470_2.00	ZNF674	Homo_sapiens	D	ENSG00000251192	C2H2 ZF	M07771_2.00
T095345_2.00	ZNF675	Homo_sapiens	D	ENSG00000197372	C2H2 ZF	M07722_2.00,M08266_2.00,M08381_2.00
T095361_2.00	ZNF677	Homo_sapiens	D	ENSG00000197928	C2H2 ZF	M08382_2.00
T095124_2.00	ZNF680	Homo_sapiens	D	ENSG00000173041	C2H2 ZF	M07637_2.00,M08343_2.00,M08921_2.00
T095287_2.00	ZNF681	Homo_sapiens	D	ENSG00000196172	C2H2 ZF	M07698_2.00
T095335_2.00	ZNF682	Homo_sapiens	D	ENSG00000197124	C2H2 ZF	M05858_2.00,M07718_2.00
T094862_2.00	ZNF684	Homo_sapiens	D	ENSG00000117010	C2H2 ZF	M04428_2.00,M04429_2.00,M07574_2.00,M08240_2.00,M08297_2.00
T095387_2.00	ZNF69	Homo_sapiens	D	ENSG00000198429	C2H2 ZF	M07744_2.00
T095097_2.00	ZNF692	Homo_sapiens	D	ENSG00000171163	C2H2 ZF	M08253_2.00,M08338_2.00
T095347_2.00	ZNF695	Homo_sapiens	D	ENSG00000197472	C2H2 ZF	M07724_2.00
T094967_2.00	ZNF7	Homo_sapiens	D	ENSG00000147789	C2H2 ZF	M07598_2.00
T095057_2.00	ZNF701	Homo_sapiens	D	ENSG00000167562	C2H2 ZF	M07618_2.00
T095028_2.00	ZNF704	Homo_sapiens	D	ENSG00000164684	C2H2 ZF	M04519_2.00,M04520_2.00
T095437_2.00	ZNF705E	Homo_sapiens	D	ENSG00000214534	C2H2 ZF	M10323_2.00
T095441_2.00	ZNF705G	Homo_sapiens	D	ENSG00000215372	C2H2 ZF	M07763_2.00
T095197_2.00	ZNF707	Homo_sapiens	D	ENSG00000181135	C2H2 ZF	M07661_2.00
T095210_2.00	ZNF708	Homo_sapiens	D	ENSG00000182141	C2H2 ZF	M07665_2.00,M08360_2.00,M08934_2.00
T095365_2.00	ZNF71	Homo_sapiens	D	ENSG00000197951	C2H2 ZF	M08267_2.00,M08383_2.00
T094964_2.00	ZNF711	Homo_sapiens	D	ENSG00000147180	C2H2 ZF	M09508_2.00
T095170_2.00	ZNF713	Homo_sapiens	D	ENSG00000178665	C2H2 ZF	M02913_2.00,M04575_2.00,M04576_2.00,M04577_2.00,M04578_2.00
T095005_2.00	ZNF714	Homo_sapiens	D	ENSG00000160352	C2H2 ZF	M07606_2.00
T095209_2.00	ZNF716	Homo_sapiens	D	ENSG00000182111	C2H2 ZF	M07664_2.00
T095468_2.00	ZNF718	Homo_sapiens	D	ENSG00000250312	C2H2 ZF	M10327_2.00,M10328_2.00,M10329_2.00
T095438_2.00	ZNF727	Homo_sapiens	D	ENSG00000214652	C2H2 ZF	M10324_2.00
T095221_2.00	ZNF730	Homo_sapiens	D	ENSG00000183850	C2H2 ZF	M07669_2.00
T095449_2.00	ZNF735	Homo_sapiens	D	ENSG00000223614	C2H2 ZF	M10325_2.00
T095458_2.00	ZNF736	Homo_sapiens	D	ENSG00000234444	C2H2 ZF	M07767_2.00
T095462_2.00	ZNF737	Homo_sapiens	D	ENSG00000237440	C2H2 ZF	M07768_2.00
T095231_2.00	ZNF74	Homo_sapiens	D	ENSG00000185252	C2H2 ZF	M07675_2.00
T094940_2.00	ZNF740	Homo_sapiens	D	ENSG00000139651	C2H2 ZF	M02891_2.00,M02892_2.00,M04467_2.00,M04468_2.00,M04469_2.00,M04470_2.00,M10221_2.00
T095244_2.00	ZNF749	Homo_sapiens	D	ENSG00000186230	C2H2 ZF	M07680_2.00
T095015_2.00	ZNF75A	Homo_sapiens	D	ENSG00000162086	C2H2 ZF	M02897_2.00,M04503_2.00,M04504_2.00,M04505_2.00,M04506_2.00
T095247_2.00	ZNF75D	Homo_sapiens	D	ENSG00000186376	C2H2 ZF	M07683_2.00
T094793_2.00	ZNF76	Homo_sapiens	D	ENSG00000065029	C2H2 ZF	M04398_2.00,M04399_2.00,M08278_2.00,M08856_2.00
T095004_2.00	ZNF761	Homo_sapiens	D	ENSG00000160336	C2H2 ZF	M10230_2.00,M10231_2.00,M10232_2.00
T095082_2.00	ZNF764	Homo_sapiens	D	ENSG00000169951	C2H2 ZF	M07623_2.00
T095301_2.00	ZNF765	Homo_sapiens	D	ENSG00000196417	C2H2 ZF	M07701_2.00
T095288_2.00	ZNF766	Homo_sapiens	D	ENSG00000196214	C2H2 ZF	M07699_2.00
T095084_2.00	ZNF768	Homo_sapiens	D	ENSG00000169957	C2H2 ZF	M08333_2.00,M08915_2.00
T095142_2.00	ZNF77	Homo_sapiens	D	ENSG00000175691	C2H2 ZF	M07644_2.00
T095376_2.00	ZNF770	Homo_sapiens	D	ENSG00000198146	C2H2 ZF	M08388_2.00,M08955_2.00
T095184_2.00	ZNF771	Homo_sapiens	D	ENSG00000179965	C2H2 ZF	M04589_2.00,M04590_2.00,M04591_2.00,M04592_2.00
T095300_2.00	ZNF774	Homo_sapiens	D	ENSG00000196391	C2H2 ZF	M08373_2.00
T094975_2.00	ZNF776	Homo_sapiens	D	ENSG00000152443	C2H2 ZF	M07601_2.00
T095304_2.00	ZNF777	Homo_sapiens	D	ENSG00000196453	C2H2 ZF	M05857_2.00,M07703_2.00
T095086_2.00	ZNF778	Homo_sapiens	D	ENSG00000170100	C2H2 ZF	M07624_2.00,M08335_2.00
T095356_2.00	ZNF780A	Homo_sapiens	D	ENSG00000197782	C2H2 ZF	M07729_2.00
T095308_2.00	ZNF782	Homo_sapiens	D	ENSG00000196597	C2H2 ZF	M07706_2.00
T095419_2.00	ZNF783	Homo_sapiens	D	ENSG00000204946	C2H2 ZF	M07757_2.00
T095181_2.00	ZNF784	Homo_sapiens	D	ENSG00000179922	C2H2 ZF	M02918_2.00,M04587_2.00,M04588_2.00,M08352_2.00
T095338_2.00	ZNF785	Homo_sapiens	D	ENSG00000197162	C2H2 ZF	M07720_2.00
T095343_2.00	ZNF786	Homo_sapiens	D	ENSG00000197362	C2H2 ZF	M07721_2.00
T094948_2.00	ZNF787	Homo_sapiens	D	ENSG00000142409	C2H2 ZF	M04473_2.00,M04474_2.00,M04475_2.00,M04476_2.00
T095398_2.00	ZNF789	Homo_sapiens	D	ENSG00000198556	C2H2 ZF	M07750_2.00
T095286_2.00	ZNF79	Homo_sapiens	D	ENSG00000196152	C2H2 ZF	M07697_2.00
T095360_2.00	ZNF790	Homo_sapiens	D	ENSG00000197863	C2H2 ZF	M07732_2.00
T095131_2.00	ZNF791	Homo_sapiens	D	ENSG00000173875	C2H2 ZF	M07640_2.00
T095194_2.00	ZNF792	Homo_sapiens	D	ENSG00000180884	C2H2 ZF	M07660_2.00
T095265_2.00	ZNF793	Homo_sapiens	D	ENSG00000188227	C2H2 ZF	M07688_2.00
T095307_2.00	ZNF799	Homo_sapiens	D	ENSG00000196466	C2H2 ZF	M07705_2.00
T095503_2.00	ZNF8	Homo_sapiens	D	ENSG00000278129	C2H2 ZF	M07781_2.00,M08401_2.00,M08961_2.00
T095412_2.00	ZNF805	Homo_sapiens	D	ENSG00000204524	C2H2 ZF	M07753_2.00
T095393_2.00	ZNF808	Homo_sapiens	D	ENSG00000198482	C2H2 ZF	M07747_2.00
T095355_2.00	ZNF81	Homo_sapiens	D	ENSG00000197779	C2H2 ZF	M07728_2.00
T095187_2.00	ZNF816	Homo_sapiens	D	ENSG00000180257	C2H2 ZF	M07657_2.00,M08353_2.00,M08929_2.00
T094832_2.00	ZNF821	Homo_sapiens	D	ENSG00000102984	C2H2 ZF	M04412_2.00,M04413_2.00
T095362_2.00	ZNF823	Homo_sapiens	D	ENSG00000197933	C2H2 ZF	M07733_2.00
T095370_2.00	ZNF84	Homo_sapiens	D	ENSG00000198040	C2H2 ZF	M07736_2.00
T095309_2.00	ZNF846	Homo_sapiens	D	ENSG00000196605	C2H2 ZF	M07707_2.00
T094843_2.00	ZNF85	Homo_sapiens	D	ENSG00000105750	C2H2 ZF	M07573_2.00,M08295_2.00,M08872_2.00
T095346_2.00	ZNF860	Homo_sapiens	D	ENSG00000197385	C2H2 ZF	M07723_2.00
T095457_2.00	ZNF879	Homo_sapiens	D	ENSG00000234284	C2H2 ZF	M07766_2.00
T095446_2.00	ZNF880	Homo_sapiens	D	ENSG00000221923	C2H2 ZF	M07764_2.00
T095452_2.00	ZNF883	Homo_sapiens	D	ENSG00000228623	C2H2 ZF	M10326_2.00
T095435_2.00	ZNF891	Homo_sapiens	D	ENSG00000214029	C2H2 ZF	M07762_2.00
T095433_2.00	ZNF90	Homo_sapiens	D	ENSG00000213988	C2H2 ZF	M07761_2.00
T095223_2.00	ZNF93	Homo_sapiens	D	ENSG00000184635	C2H2 ZF	M07671_2.00
T095342_2.00	ZNF98	Homo_sapiens	D	ENSG00000197360	C2H2 ZF	M08380_2.00
T094977_2.00	ZSCAN1	Homo_sapiens	D	ENSG00000152467	C2H2 ZF	M04483_2.00,M04484_2.00
T094909_2.00	ZSCAN10	Homo_sapiens	D	ENSG00000130182	C2H2 ZF	M10212_2.00
T095320_2.00	ZSCAN16	Homo_sapiens	D	ENSG00000196812	C2H2 ZF	M02924_2.00,M04623_2.00,M04624_2.00,M04625_2.00,M04626_2.00,M08377_2.00
T095211_2.00	ZSCAN22	Homo_sapiens	D	ENSG00000182318	C2H2 ZF	M08261_2.00,M08361_2.00,M08935_2.00
T095262_2.00	ZSCAN23	Homo_sapiens	D	ENSG00000187987	C2H2 ZF	M04613_2.00,M04614_2.00
T095333_2.00	ZSCAN26	Homo_sapiens	D	ENSG00000197062	C2H2 ZF	M10313_2.00
T095254_2.00	ZSCAN30	Homo_sapiens	D	ENSG00000186814	C2H2 ZF	M08365_2.00
T095459_2.00	ZSCAN31	Homo_sapiens	D	ENSG00000235109	C2H2 ZF	M04649_2.00,M04650_2.00,M08270_2.00,M08393_2.00,M08958_2.00
T095190_2.00	ZSCAN4	Homo_sapiens	D	ENSG00000180532	C2H2 ZF	M02919_2.00,M04593_2.00,M04594_2.00,M05852_2.00
T094925_2.00	ZSCAN5	Homo_sapiens	D	ENSG00000131848	C2H2 ZF	M04459_2.00,M04460_2.00
T095413_2.00	ZSCAN5C	Homo_sapiens	D	ENSG00000204532	C2H2 ZF	M08390_2.00
T094935_2.00	ZSCAN9	Homo_sapiens	D	ENSG00000137185	C2H2 ZF	M04465_2.00,M04466_2.00
T075853_2.00	ZEB1	Homo_sapiens	D	ENSG00000148516	C2H2 ZF,Homeodomain	M07842_2.00,M08080_2.00,M08190_2.00,M08848_2.00,M10089_2.00,M10090_2.00,M10091_2.00,M10092_2.00,M10093_2.00,M10094_2.00,M10095_2.00
T075854_2.00	ZEB2	Homo_sapiens	D	ENSG00000169554	C2H2 ZF,Homeodomain	M10096_2.00
T075852_2.00	ZFHX3	Homo_sapiens	D	ENSG00000140836	C2H2 ZF,Homeodomain	M01849_2.00,M10088_2.00
T076455_2.00	ZKSCAN2	Homo_sapiens	D	ENSG00000155592	C2H2 ZF,MADF	M07562_2.00
T076454_2.00	ZSCAN29	Homo_sapiens	D	ENSG00000140265	C2H2 ZF,MADF	M01165_2.00,M04384_2.00,M04385_2.00,M08271_2.00
T159918_2.00	NFYA	Homo_sapiens	D	ENSG00000001167	CBF/NF-Y	M08104_2.00,M09018_2.00,M10403_2.00,M10404_2.00,M10405_2.00
T160931_2.00	MBNL2	Homo_sapiens	D	ENSG00000139793	CCCH ZF	M04659_2.00,M04660_2.00
T161466_2.00	CENPB	Homo_sapiens	D	ENSG00000125817	CENPB	M02939_2.00
T161471_2.00	CENPBD1	Homo_sapiens	D	ENSG00000177946	CENPB	M01203_2.00
T161475_2.00	TIGD1	Homo_sapiens	D	ENSG00000221944	CENPB	M01204_2.00
T164569_2.00	LIN28B	Homo_sapiens	D	ENSG00000187772	CSD	M04663_2.00,M04664_2.00
T164567_2.00	YBX1	Homo_sapiens	D	ENSG00000065978	CSD	M04661_2.00,M04662_2.00,M10411_2.00,M10412_2.00
T166060_2.00	RBPJ	Homo_sapiens	D	ENSG00000168214	CSL	M00735_2.00,M00736_2.00,M00737_2.00,M00738_2.00,M00739_2.00,M00740_2.00,M00741_2.00,M00742_2.00,M08105_2.00,M09020_2.00,M10413_2.00,M10414_2.00
T167063_2.00	CUX1	Homo_sapiens	D	ENSG00000257923	CUT,Homeodomain	M01501_2.00,M01502_2.00,M02946_2.00,M02947_2.00,M02948_2.00,M04679_2.00,M04680_2.00,M09023_2.00,M10422_2.00,M10423_2.00,M10424_2.00,M10425_2.00,M10426_2.00,M10427_2.00
T167057_2.00	CUX2	Homo_sapiens	D	ENSG00000111249	CUT,Homeodomain	M01499_2.00,M01500_2.00,M02940_2.00,M02941_2.00,M04665_2.00,M04666_2.00
T167060_2.00	ONECUT1	Homo_sapiens	D	ENSG00000169856	CUT,Homeodomain	M02943_2.00,M02944_2.00,M03715_2.00,M04673_2.00,M04674_2.00,M04675_2.00,M04676_2.00,M09022_2.00,M10418_2.00,M10419_2.00
T167059_2.00	ONECUT2	Homo_sapiens	D	ENSG00000119547	CUT,Homeodomain	M02942_2.00,M03714_2.00,M04667_2.00,M04668_2.00,M04669_2.00,M04670_2.00,M04671_2.00,M04672_2.00,M10417_2.00
T167062_2.00	ONECUT3	Homo_sapiens	D	ENSG00000205922	CUT,Homeodomain	M02945_2.00,M04677_2.00,M04678_2.00
T167061_2.00	SATB1	Homo_sapiens	D	ENSG00000182568	CUT,Homeodomain	M10420_2.00,M10421_2.00
T167985_2.00	CXXC1	Homo_sapiens	D	ENSG00000154832	CxxC	M10428_2.00,M10429_2.00
T167987_2.00	CXXC5	Homo_sapiens	D	ENSG00000171604	CxxC	M01210_2.00
T167983_2.00	DNMT1	Homo_sapiens	D	ENSG00000130816	CxxC	M01913_2.00
T167980_2.00	KDM2B	Homo_sapiens	D	ENSG00000089094	CxxC	M01911_2.00
T167982_2.00	KMT2A	Homo_sapiens	D	ENSG00000118058	CxxC	M01912_2.00
T167984_2.00	TET1	Homo_sapiens	D	ENSG00000138336	CxxC	M01914_2.00
T169047_2.00	DMRT1	Homo_sapiens	D	ENSG00000137090	DM	M01928_2.00,M01929_2.00,M04683_2.00,M04684_2.00,M10431_2.00
T169051_2.00	DMRT2	Homo_sapiens	D	ENSG00000173253	DM	M01931_2.00,M10434_2.00
T169046_2.00	DMRT3	Homo_sapiens	D	ENSG00000064218	DM	M01927_2.00,M04681_2.00,M04682_2.00,M10430_2.00
T169052_2.00	DMRTA1	Homo_sapiens	D	ENSG00000176399	DM	M04694_2.00,M04695_2.00,M10435_2.00
T169049_2.00	DMRTA2	Homo_sapiens	D	ENSG00000142700	DM	M01930_2.00,M04692_2.00,M04693_2.00,M10433_2.00
T169048_2.00	DMRTC2	Homo_sapiens	D	ENSG00000142025	DM	M04685_2.00,M04686_2.00,M04687_2.00,M04688_2.00,M04689_2.00,M04690_2.00,M04691_2.00,M10432_2.00
T172616_2.00	E2F1	Homo_sapiens	D	ENSG00000101412	E2F	M02952_2.00,M02953_2.00,M02954_2.00,M02955_2.00,M04700_2.00,M07938_2.00,M09030_2.00,M09521_2.00,M10444_2.00,M10445_2.00,M10446_2.00,M10447_2.00,M10448_2.00,M10449_2.00,M10450_2.00,M10451_2.00,M10452_2.00,M10453_2.00
T172615_2.00	E2F2	Homo_sapiens	D	ENSG00000007968	E2F	M01961_2.00,M02949_2.00,M02950_2.00,M02951_2.00,M04696_2.00,M04697_2.00,M04698_2.00,M04699_2.00,M09029_2.00
T172617_2.00	E2F3	Homo_sapiens	D	ENSG00000112242	E2F	M02956_2.00,M02957_2.00,M02958_2.00,M04701_2.00,M04702_2.00,M09031_2.00,M10454_2.00,M10455_2.00
T172625_2.00	E2F4	Homo_sapiens	D	ENSG00000205250	E2F	M02961_2.00,M02962_2.00,M04707_2.00,M07942_2.00,M07943_2.00,M08109_2.00,M09036_2.00,M09524_2.00,M10457_2.00,M10458_2.00,M10459_2.00
T172620_2.00	E2F5	Homo_sapiens	D	ENSG00000133740	E2F	M09032_2.00
T172622_2.00	E2F6	Homo_sapiens	D	ENSG00000169016	E2F	M07939_2.00,M07940_2.00,M07941_2.00,M08107_2.00,M09034_2.00,M09523_2.00,M10456_2.00
T172621_2.00	E2F7	Homo_sapiens	D	ENSG00000165891	E2F	M02960_2.00,M04705_2.00,M04706_2.00,M09033_2.00,M09522_2.00
T172619_2.00	E2F8	Homo_sapiens	D	ENSG00000129173	E2F	M02959_2.00,M04703_2.00,M04704_2.00
T172624_2.00	TFDP1	Homo_sapiens	D	ENSG00000198176	E2F	M08108_2.00,M09035_2.00
T174553_2.00	EBF1	Homo_sapiens	D	ENSG00000164330	EBF1	M02963_2.00,M09044_2.00,M10462_2.00,M10463_2.00,M10464_2.00,M10465_2.00
T174554_2.00	EBF2	Homo_sapiens	D	ENSG00000221818	EBF1	M10466_2.00
T174552_2.00	EBF3	Homo_sapiens	D	ENSG00000108001	EBF1	M10461_2.00
T174551_2.00	EBF4	Homo_sapiens	D	ENSG00000088881	EBF1	M10460_2.00
T176124_2.00	EHF	Homo_sapiens	D	ENSG00000135373	Ets	M02733_2.00,M02987_2.00,M09053_2.00,M09533_2.00,M10500_2.00
T176120_2.00	ELF1	Homo_sapiens	D	ENSG00000120690	Ets	M02971_2.00,M02972_2.00,M04740_2.00,M04741_2.00,M04742_2.00,M04743_2.00,M04744_2.00,M04745_2.00,M04746_2.00,M04747_2.00,M07947_2.00,M07948_2.00,M07949_2.00,M08198_2.00,M09050_2.00,M09529_2.00,M10483_2.00,M10484_2.00,M10485_2.00,M10486_2.00,M10487_2.00
T176117_2.00	ELF2	Homo_sapiens	D	ENSG00000109381	Ets	M04722_2.00,M04723_2.00,M04724_2.00,M04725_2.00,M04726_2.00,M04727_2.00,M04728_2.00,M04729_2.00,M09049_2.00,M10480_2.00
T176132_2.00	ELF3	Homo_sapiens	D	ENSG00000163435	Ets	M03002_2.00,M03003_2.00,M04783_2.00,M04784_2.00,M04785_2.00,M04786_2.00,M04787_2.00,M04788_2.00,M04789_2.00,M04790_2.00,M09060_2.00,M10515_2.00,M10516_2.00
T176114_2.00	ELF4	Homo_sapiens	D	ENSG00000102034	Ets	M02966_2.00,M04716_2.00,M04717_2.00,M04718_2.00,M04719_2.00
T176125_2.00	ELF5	Homo_sapiens	D	ENSG00000135374	Ets	M02988_2.00,M02989_2.00,M04756_2.00,M04757_2.00,M04758_2.00,M04759_2.00,M09054_2.00,M09534_2.00,M10501_2.00
T176122_2.00	ELK1	Homo_sapiens	D	ENSG00000126767	Ets	M02979_2.00,M02980_2.00,M02981_2.00,M02982_2.00,M04752_2.00,M04753_2.00,M04754_2.00,M04755_2.00,M09051_2.00,M09531_2.00,M10488_2.00,M10489_2.00,M10490_2.00,M10491_2.00,M10492_2.00
T176118_2.00	ELK3	Homo_sapiens	D	ENSG00000111145	Ets	M02969_2.00,M04730_2.00,M04731_2.00,M04732_2.00,M04733_2.00,M04734_2.00,M04735_2.00,M10481_2.00,M10482_2.00
T176131_2.00	ELK4	Homo_sapiens	D	ENSG00000158711	Ets	M03001_2.00,M04780_2.00,M04781_2.00,M04782_2.00,M07957_2.00,M07958_2.00,M08112_2.00,M09059_2.00,M10513_2.00,M10514_2.00
T176116_2.00	ERF	Homo_sapiens	D	ENSG00000105722	Ets	M02968_2.00
T176129_2.00	ERG	Homo_sapiens	D	ENSG00000157554	Ets	M02734_2.00,M02735_2.00,M02997_2.00,M02998_2.00,M02999_2.00,M03000_2.00,M04770_2.00,M04771_2.00,M04772_2.00,M04773_2.00,M04774_2.00,M04775_2.00,M04776_2.00,M04777_2.00,M09057_2.00,M09536_2.00,M10509_2.00,M10510_2.00
T176123_2.00	ETS1	Homo_sapiens	D	ENSG00000134954	Ets	M02645_2.00,M02983_2.00,M02984_2.00,M02985_2.00,M02986_2.00,M07950_2.00,M07951_2.00,M09052_2.00,M09532_2.00,M10493_2.00,M10494_2.00,M10495_2.00,M10496_2.00,M10497_2.00,M10498_2.00,M10499_2.00
T176130_2.00	ETS2	Homo_sapiens	D	ENSG00000157557	Ets	M04778_2.00,M04779_2.00,M09058_2.00,M10511_2.00,M10512_2.00
T176111_2.00	ETV1	Homo_sapiens	D	ENSG00000006468	Ets	M02964_2.00,M04708_2.00,M04709_2.00,M04710_2.00,M04711_2.00,M09046_2.00,M09528_2.00
T176115_2.00	ETV2	Homo_sapiens	D	ENSG00000105672	Ets	M02967_2.00,M04720_2.00,M04721_2.00,M09048_2.00,M10478_2.00,M10479_2.00
T176119_2.00	ETV3	Homo_sapiens	D	ENSG00000117036	Ets	M02970_2.00,M04736_2.00,M04737_2.00,M04738_2.00,M04739_2.00
T176135_2.00	ETV4	Homo_sapiens	D	ENSG00000175832	Ets	M03006_2.00,M04793_2.00,M04794_2.00,M04795_2.00,M04796_2.00,M04797_2.00,M04798_2.00,M04799_2.00,M09062_2.00,M10517_2.00,M10518_2.00
T176136_2.00	ETV5	Homo_sapiens	D	ENSG00000244405	Ets	M03007_2.00,M04800_2.00,M04801_2.00,M04802_2.00,M09063_2.00
